country,coverage,measure,year,month,flights
ROU,TOTAL,CAF_PAS,2008,M01,9697
RS,TOTAL,CAF_PAS,2008,M01,
SWE,TOTAL,CAF_PAS,2008,M01,26320
SVN,TOTAL,CAF_PAS,2008,M01,2296
SVK,TOTAL,CAF_PAS,2008,M01,2239
TUR,TOTAL,CAF_PAS,2008,M01,
GBR,TOTAL,CAF_PAS,2008,M01,145388
AUT,INTL,CAF_PAS,2007,M12,22722
BEL,INTL,CAF_PAS,2007,M12,18964
BGR,INTL,CAF_PAS,2007,M12,3003
CHE,INTL,CAF_PAS,2007,M12,30271
CYP,INTL,CAF_PAS,2007,M12,4043
CZE,INTL,CAF_PAS,2007,M12,12701
DEU,INTL,CAF_PAS,2007,M12,101543
DNK,INTL,CAF_PAS,2007,M12,17385
EST,INTL,CAF_PAS,2007,M12,2116
GRC,INTL,CAF_PAS,2007,M12,9118
ESP,INTL,CAF_PAS,2007,M12,66636
FIN,INTL,CAF_PAS,2007,M12,10498
FRA,INTL,CAF_PAS,2007,M12,78296
HRV,INTL,CAF_PAS,2007,M12,
HUN,INTL,CAF_PAS,2007,M12,7829
IRL,INTL,CAF_PAS,2007,M12,17538
ISL,INTL,CAF_PAS,2007,M12,1163
ITA,INTL,CAF_PAS,2007,M12,57935
LTU,INTL,CAF_PAS,2007,M12,2744
LUX,INTL,CAF_PAS,2007,M12,2865
LVA,INTL,CAF_PAS,2007,M12,3413
MNE,INTL,CAF_PAS,2007,M12,
MKD,INTL,CAF_PAS,2007,M12,
MLT,INTL,CAF_PAS,2007,M12,1696
NLD,INTL,CAF_PAS,2007,M12,33683
NOR,INTL,CAF_PAS,2007,M12,12534
POL,INTL,CAF_PAS,2007,M12,15136
PRT,INTL,CAF_PAS,2007,M12,15264
ROU,INTL,CAF_PAS,2007,M12,8779
RS,INTL,CAF_PAS,2007,M12,
SWE,INTL,CAF_PAS,2007,M12,15367
SVN,INTL,CAF_PAS,2007,M12,2188
SVK,INTL,CAF_PAS,2007,M12,1901
TUR,INTL,CAF_PAS,2007,M12,
GBR,INTL,CAF_PAS,2007,M12,105326
AUT,"NAT",CAF_PAS,2007,M12,1576
BEL,"NAT",CAF_PAS,2007,M12,636
BGR,"NAT",CAF_PAS,2007,M12,188
CHE,"NAT",CAF_PAS,2007,M12,976
CYP,"NAT",CAF_PAS,2007,M12,124
CZE,"NAT",CAF_PAS,2007,M12,762
DEU,"NAT",CAF_PAS,2007,M12,25359
DNK,"NAT",CAF_PAS,2007,M12,3333
EST,"NAT",CAF_PAS,2007,M12,181
GRC,"NAT",CAF_PAS,2007,M12,7514
ESP,"NAT",CAF_PAS,2007,M12,39998
FIN,"NAT",CAF_PAS,2007,M12,4091
FRA,"NAT",CAF_PAS,2007,M12,29440
HRV,"NAT",CAF_PAS,2007,M12,
HUN,"NAT",CAF_PAS,2007,M12,0
IRL,"NAT",CAF_PAS,2007,M12,1583
ISL,"NAT",CAF_PAS,2007,M12,
ITA,"NAT",CAF_PAS,2007,M12,26380
LTU,"NAT",CAF_PAS,2007,M12,1
LUX,"NAT",CAF_PAS,2007,M12,0
LVA,"NAT",CAF_PAS,2007,M12,69
MNE,"NAT",CAF_PAS,2007,M12,
MKD,"NAT",CAF_PAS,2007,M12,
MLT,"NAT",CAF_PAS,2007,M12,0
NLD,"NAT",CAF_PAS,2007,M12,264
NOR,"NAT",CAF_PAS,2007,M12,17892
POL,"NAT",CAF_PAS,2007,M12,2401
PRT,"NAT",CAF_PAS,2007,M12,2852
ROU,"NAT",CAF_PAS,2007,M12,1145
RS,"NAT",CAF_PAS,2007,M12,
SWE,"NAT",CAF_PAS,2007,M12,8805
SVN,"NAT",CAF_PAS,2007,M12,
SVK,"NAT",CAF_PAS,2007,M12,190
TUR,"NAT",CAF_PAS,2007,M12,
GBR,"NAT",CAF_PAS,2007,M12,35490
AUT,TOTAL,CAF_PAS,2007,M12,24298
BEL,TOTAL,CAF_PAS,2007,M12,19600
BGR,TOTAL,CAF_PAS,2007,M12,3191
CHE,TOTAL,CAF_PAS,2007,M12,31247
CYP,TOTAL,CAF_PAS,2007,M12,4167
CZE,TOTAL,CAF_PAS,2007,M12,13463
DEU,TOTAL,CAF_PAS,2007,M12,126902
DNK,TOTAL,CAF_PAS,2007,M12,20718
EST,TOTAL,CAF_PAS,2007,M12,2297
GRC,TOTAL,CAF_PAS,2007,M12,16632
ESP,TOTAL,CAF_PAS,2007,M12,106634
FIN,TOTAL,CAF_PAS,2007,M12,14589
FRA,TOTAL,CAF_PAS,2007,M12,107736
HRV,TOTAL,CAF_PAS,2007,M12,
HUN,TOTAL,CAF_PAS,2007,M12,7829
IRL,TOTAL,CAF_PAS,2007,M12,19121
ISL,TOTAL,CAF_PAS,2007,M12,1163
ITA,TOTAL,CAF_PAS,2007,M12,84315
LTU,TOTAL,CAF_PAS,2007,M12,2745
LUX,TOTAL,CAF_PAS,2007,M12,2865
LVA,TOTAL,CAF_PAS,2007,M12,3482
MNE,TOTAL,CAF_PAS,2007,M12,
MKD,TOTAL,CAF_PAS,2007,M12,
MLT,TOTAL,CAF_PAS,2007,M12,1696
NLD,TOTAL,CAF_PAS,2007,M12,33947
NOR,TOTAL,CAF_PAS,2007,M12,30426
POL,TOTAL,CAF_PAS,2007,M12,17537
PRT,TOTAL,CAF_PAS,2007,M12,18116
ROU,TOTAL,CAF_PAS,2007,M12,9924
RS,TOTAL,CAF_PAS,2007,M12,
SWE,TOTAL,CAF_PAS,2007,M12,24172
SVN,TOTAL,CAF_PAS,2007,M12,2188
SVK,TOTAL,CAF_PAS,2007,M12,2091
TUR,TOTAL,CAF_PAS,2007,M12,
GBR,TOTAL,CAF_PAS,2007,M12,140816
AUT,INTL,CAF_PAS,2007,M11,23239
BEL,INTL,CAF_PAS,2007,M11,20994
BGR,INTL,CAF_PAS,2007,M11,2735
CHE,INTL,CAF_PAS,2007,M11,29804
CYP,INTL,CAF_PAS,2007,M11,4217
CZE,INTL,CAF_PAS,2007,M11,12895
DEU,INTL,CAF_PAS,2007,M11,110100
DNK,INTL,CAF_PAS,2007,M11,20073
EST,INTL,CAF_PAS,2007,M11,2488
GRC,INTL,CAF_PAS,2007,M11,8844
ESP,INTL,CAF_PAS,2007,M11,66856
FIN,INTL,CAF_PAS,2007,M11,10763
FRA,INTL,CAF_PAS,2007,M11,77602
HRV,INTL,CAF_PAS,2007,M11,
HUN,INTL,CAF_PAS,2007,M11,8219
IRL,INTL,CAF_PAS,2007,M11,17716
ISL,INTL,CAF_PAS,2007,M11,1211
ITA,INTL,CAF_PAS,2007,M11,57831
LTU,INTL,CAF_PAS,2007,M11,2945
LUX,INTL,CAF_PAS,2007,M11,3113
LVA,INTL,CAF_PAS,2007,M11,3624
MNE,INTL,CAF_PAS,2007,M11,
MKD,INTL,CAF_PAS,2007,M11,
MLT,INTL,CAF_PAS,2007,M11,1788
NLD,INTL,CAF_PAS,2007,M11,35171
NOR,INTL,CAF_PAS,2007,M11,14820
POL,INTL,CAF_PAS,2007,M11,15768
PRT,INTL,CAF_PAS,2007,M11,15432
ROU,INTL,CAF_PAS,2007,M11,7065
RS,INTL,CAF_PAS,2007,M11,
SWE,INTL,CAF_PAS,2007,M11,17504
SVN,INTL,CAF_PAS,2007,M11,2313
SVK,INTL,CAF_PAS,2007,M11,1990
TUR,INTL,CAF_PAS,2007,M11,
GBR,INTL,CAF_PAS,2007,M11,106446
AUT,"NAT",CAF_PAS,2007,M11,1727
BEL,"NAT",CAF_PAS,2007,M11,697
BGR,"NAT",CAF_PAS,2007,M11,223
CHE,"NAT",CAF_PAS,2007,M11,986
CYP,"NAT",CAF_PAS,2007,M11,166
CZE,"NAT",CAF_PAS,2007,M11,789
DEU,"NAT",CAF_PAS,2007,M11,29120
DNK,"NAT",CAF_PAS,2007,M11,4171
EST,"NAT",CAF_PAS,2007,M11,204
GRC,"NAT",CAF_PAS,2007,M11,7548
ESP,"NAT",CAF_PAS,2007,M11,41928
FIN,"NAT",CAF_PAS,2007,M11,5537
FRA,"NAT",CAF_PAS,2007,M11,30501
HRV,"NAT",CAF_PAS,2007,M11,
HUN,"NAT",CAF_PAS,2007,M11,0
IRL,"NAT",CAF_PAS,2007,M11,1596
ISL,"NAT",CAF_PAS,2007,M11,
ITA,"NAT",CAF_PAS,2007,M11,27300
LTU,"NAT",CAF_PAS,2007,M11,1
LUX,"NAT",CAF_PAS,2007,M11,0
LVA,"NAT",CAF_PAS,2007,M11,94
MNE,"NAT",CAF_PAS,2007,M11,
MKD,"NAT",CAF_PAS,2007,M11,
MLT,"NAT",CAF_PAS,2007,M11,0
NLD,"NAT",CAF_PAS,2007,M11,290
NOR,"NAT",CAF_PAS,2007,M11,21542
POL,"NAT",CAF_PAS,2007,M11,2499
PRT,"NAT",CAF_PAS,2007,M11,2727
ROU,"NAT",CAF_PAS,2007,M11,1358
RS,"NAT",CAF_PAS,2007,M11,
SWE,"NAT",CAF_PAS,2007,M11,11494
SVN,"NAT",CAF_PAS,2007,M11,
SVK,"NAT",CAF_PAS,2007,M11,210
TUR,"NAT",CAF_PAS,2007,M11,
GBR,"NAT",CAF_PAS,2007,M11,40122
AUT,TOTAL,CAF_PAS,2007,M11,24966
BEL,TOTAL,CAF_PAS,2007,M11,21691
BGR,TOTAL,CAF_PAS,2007,M11,2958
CHE,TOTAL,CAF_PAS,2007,M11,30790
CYP,TOTAL,CAF_PAS,2007,M11,4383
CZE,TOTAL,CAF_PAS,2007,M11,13684
DEU,TOTAL,CAF_PAS,2007,M11,139220
DNK,TOTAL,CAF_PAS,2007,M11,24244
EST,TOTAL,CAF_PAS,2007,M11,2692
GRC,TOTAL,CAF_PAS,2007,M11,16392
ESP,TOTAL,CAF_PAS,2007,M11,108784
FIN,TOTAL,CAF_PAS,2007,M11,16300
FRA,TOTAL,CAF_PAS,2007,M11,108103
HRV,TOTAL,CAF_PAS,2007,M11,
HUN,TOTAL,CAF_PAS,2007,M11,8219
IRL,TOTAL,CAF_PAS,2007,M11,19312
ISL,TOTAL,CAF_PAS,2007,M11,1211
ITA,TOTAL,CAF_PAS,2007,M11,85131
LTU,TOTAL,CAF_PAS,2007,M11,2946
LUX,TOTAL,CAF_PAS,2007,M11,3113
LVA,TOTAL,CAF_PAS,2007,M11,3718
MNE,TOTAL,CAF_PAS,2007,M11,
MKD,TOTAL,CAF_PAS,2007,M11,
MLT,TOTAL,CAF_PAS,2007,M11,1788
NLD,TOTAL,CAF_PAS,2007,M11,35461
NOR,TOTAL,CAF_PAS,2007,M11,36362
POL,TOTAL,CAF_PAS,2007,M11,18267
PRT,TOTAL,CAF_PAS,2007,M11,18159
ROU,TOTAL,CAF_PAS,2007,M11,8423
RS,TOTAL,CAF_PAS,2007,M11,
SWE,TOTAL,CAF_PAS,2007,M11,28998
SVN,TOTAL,CAF_PAS,2007,M11,2313
SVK,TOTAL,CAF_PAS,2007,M11,2200
TUR,TOTAL,CAF_PAS,2007,M11,
GBR,TOTAL,CAF_PAS,2007,M11,146568
AUT,INTL,CAF_PAS,2007,M10,24261
BEL,INTL,CAF_PAS,2007,M10,22911
BGR,INTL,CAF_PAS,2007,M10,3680
CHE,INTL,CAF_PAS,2007,M10,32925
CYP,INTL,CAF_PAS,2007,M10,6348
CZE,INTL,CAF_PAS,2007,M10,14206
DEU,INTL,CAF_PAS,2007,M10,128746
DNK,INTL,CAF_PAS,2007,M10,21812
EST,INTL,CAF_PAS,2007,M10,2743
GRC,INTL,CAF_PAS,2007,M10,19437
ESP,INTL,CAF_PAS,2007,M10,83718
FIN,INTL,CAF_PAS,2007,M10,11641
FRA,INTL,CAF_PAS,2007,M10,86619
HRV,INTL,CAF_PAS,2007,M10,
HUN,INTL,CAF_PAS,2007,M10,9505
IRL,INTL,CAF_PAS,2007,M10,20120
ISL,INTL,CAF_PAS,2007,M10,1544
ITA,INTL,CAF_PAS,2007,M10,68647
LTU,INTL,CAF_PAS,2007,M10,3194
LUX,INTL,CAF_PAS,2007,M10,3388
LVA,INTL,CAF_PAS,2007,M10,3979
MNE,INTL,CAF_PAS,2007,M10,
MKD,INTL,CAF_PAS,2007,M10,
MLT,INTL,CAF_PAS,2007,M10,2570
NLD,INTL,CAF_PAS,2007,M10,41105
NOR,INTL,CAF_PAS,2007,M10,15955
POL,INTL,CAF_PAS,2007,M10,17385
PRT,INTL,CAF_PAS,2007,M10,18240
ROU,INTL,CAF_PAS,2007,M10,6667
RS,INTL,CAF_PAS,2007,M10,
SWE,INTL,CAF_PAS,2007,M10,18647
SVN,INTL,CAF_PAS,2007,M10,2653
SVK,INTL,CAF_PAS,2007,M10,2052
TUR,INTL,CAF_PAS,2007,M10,
GBR,INTL,CAF_PAS,2007,M10,129759
AUT,"NAT",CAF_PAS,2007,M10,1814
BEL,"NAT",CAF_PAS,2007,M10,940
BGR,"NAT",CAF_PAS,2007,M10,282
CHE,"NAT",CAF_PAS,2007,M10,1019
CYP,"NAT",CAF_PAS,2007,M10,178
CZE,"NAT",CAF_PAS,2007,M10,929
DEU,"NAT",CAF_PAS,2007,M10,29508
DNK,"NAT",CAF_PAS,2007,M10,4274
EST,"NAT",CAF_PAS,2007,M10,221
GRC,"NAT",CAF_PAS,2007,M10,9292
ESP,"NAT",CAF_PAS,2007,M10,44368
FIN,"NAT",CAF_PAS,2007,M10,5599
FRA,"NAT",CAF_PAS,2007,M10,33118
HRV,"NAT",CAF_PAS,2007,M10,
HUN,"NAT",CAF_PAS,2007,M10,0
IRL,"NAT",CAF_PAS,2007,M10,1615
ISL,"NAT",CAF_PAS,2007,M10,
ITA,"NAT",CAF_PAS,2007,M10,28947
LTU,"NAT",CAF_PAS,2007,M10,4
LUX,"NAT",CAF_PAS,2007,M10,1
LVA,"NAT",CAF_PAS,2007,M10,111
MNE,"NAT",CAF_PAS,2007,M10,
MKD,"NAT",CAF_PAS,2007,M10,
MLT,"NAT",CAF_PAS,2007,M10,0
NLD,"NAT",CAF_PAS,2007,M10,320
NOR,"NAT",CAF_PAS,2007,M10,22756
POL,"NAT",CAF_PAS,2007,M10,2823
PRT,"NAT",CAF_PAS,2007,M10,3221
ROU,"NAT",CAF_PAS,2007,M10,1375
RS,"NAT",CAF_PAS,2007,M10,
SWE,"NAT",CAF_PAS,2007,M10,11711
SVN,"NAT",CAF_PAS,2007,M10,2
SVK,"NAT",CAF_PAS,2007,M10,228
TUR,"NAT",CAF_PAS,2007,M10,
GBR,"NAT",CAF_PAS,2007,M10,42978
AUT,TOTAL,CAF_PAS,2007,M10,26075
BEL,TOTAL,CAF_PAS,2007,M10,23851
BGR,TOTAL,CAF_PAS,2007,M10,3962
CHE,TOTAL,CAF_PAS,2007,M10,33944
CYP,TOTAL,CAF_PAS,2007,M10,6526
CZE,TOTAL,CAF_PAS,2007,M10,15135
DEU,TOTAL,CAF_PAS,2007,M10,158254
DNK,TOTAL,CAF_PAS,2007,M10,26086
EST,TOTAL,CAF_PAS,2007,M10,2964
GRC,TOTAL,CAF_PAS,2007,M10,28729
ESP,TOTAL,CAF_PAS,2007,M10,128086
FIN,TOTAL,CAF_PAS,2007,M10,17240
FRA,TOTAL,CAF_PAS,2007,M10,119737
HRV,TOTAL,CAF_PAS,2007,M10,
HUN,TOTAL,CAF_PAS,2007,M10,9505
IRL,TOTAL,CAF_PAS,2007,M10,21735
ISL,TOTAL,CAF_PAS,2007,M10,1544
ITA,TOTAL,CAF_PAS,2007,M10,97594
LTU,TOTAL,CAF_PAS,2007,M10,3198
LUX,TOTAL,CAF_PAS,2007,M10,3389
LVA,TOTAL,CAF_PAS,2007,M10,4090
MNE,TOTAL,CAF_PAS,2007,M10,
MKD,TOTAL,CAF_PAS,2007,M10,
MLT,TOTAL,CAF_PAS,2007,M10,2570
NLD,TOTAL,CAF_PAS,2007,M10,41425
NOR,TOTAL,CAF_PAS,2007,M10,38711
POL,TOTAL,CAF_PAS,2007,M10,20208
PRT,TOTAL,CAF_PAS,2007,M10,21461
ROU,TOTAL,CAF_PAS,2007,M10,8042
RS,TOTAL,CAF_PAS,2007,M10,
SWE,TOTAL,CAF_PAS,2007,M10,30358
SVN,TOTAL,CAF_PAS,2007,M10,2655
SVK,TOTAL,CAF_PAS,2007,M10,2280
TUR,TOTAL,CAF_PAS,2007,M10,
GBR,TOTAL,CAF_PAS,2007,M10,172737
AUT,INTL,CAF_PAS,2007,M09,24781
BEL,INTL,CAF_PAS,2007,M09,23004
BGR,INTL,CAF_PAS,2007,M09,6836
CHE,INTL,CAF_PAS,2007,M09,32266
CYP,INTL,CAF_PAS,2007,M09,6762
CZE,INTL,CAF_PAS,2007,M09,15027
DEU,INTL,CAF_PAS,2007,M09,127458
DNK,INTL,CAF_PAS,2007,M09,21115
EST,INTL,CAF_PAS,2007,M09,2452
GRC,INTL,CAF_PAS,2007,M09,29484
ESP,INTL,CAF_PAS,2007,M09,90201
FIN,INTL,CAF_PAS,2007,M09,11184
FRA,INTL,CAF_PAS,2007,M09,91397
HRV,INTL,CAF_PAS,2007,M09,
HUN,INTL,CAF_PAS,2007,M09,10150
IRL,INTL,CAF_PAS,2007,M09,21594
ISL,INTL,CAF_PAS,2007,M09,1691
ITA,INTL,CAF_PAS,2007,M09,74068
LTU,INTL,CAF_PAS,2007,M09,2993
LUX,INTL,CAF_PAS,2007,M09,3304
LVA,INTL,CAF_PAS,2007,M09,3806
MNE,INTL,CAF_PAS,2007,M09,
MKD,INTL,CAF_PAS,2007,M09,
MLT,INTL,CAF_PAS,2007,M09,2849
NLD,INTL,CAF_PAS,2007,M09,40338
NOR,INTL,CAF_PAS,2007,M09,15847
POL,INTL,CAF_PAS,2007,M09,18186
PRT,INTL,CAF_PAS,2007,M09,19232
ROU,INTL,CAF_PAS,2007,M09,6819
RS,INTL,CAF_PAS,2007,M09,
SWE,INTL,CAF_PAS,2007,M09,18269
SVN,INTL,CAF_PAS,2007,M09,2761
SVK,INTL,CAF_PAS,2007,M09,2488
TUR,INTL,CAF_PAS,2007,M09,
GBR,INTL,CAF_PAS,2007,M09,134625
AUT,"NAT",CAF_PAS,2007,M09,1706
BEL,"NAT",CAF_PAS,2007,M09,1012
BGR,"NAT",CAF_PAS,2007,M09,340
CHE,"NAT",CAF_PAS,2007,M09,955
CYP,"NAT",CAF_PAS,2007,M09,175
CZE,"NAT",CAF_PAS,2007,M09,989
DEU,"NAT",CAF_PAS,2007,M09,29258
DNK,"NAT",CAF_PAS,2007,M09,4046
EST,"NAT",CAF_PAS,2007,M09,188
GRC,"NAT",CAF_PAS,2007,M09,10467
ESP,"NAT",CAF_PAS,2007,M09,44140
FIN,"NAT",CAF_PAS,2007,M09,5261
FRA,"NAT",CAF_PAS,2007,M09,33767
HRV,"NAT",CAF_PAS,2007,M09,
HUN,"NAT",CAF_PAS,2007,M09,0
IRL,"NAT",CAF_PAS,2007,M09,1706
ISL,"NAT",CAF_PAS,2007,M09,
ITA,"NAT",CAF_PAS,2007,M09,30120
LTU,"NAT",CAF_PAS,2007,M09,3
LUX,"NAT",CAF_PAS,2007,M09,0
LVA,"NAT",CAF_PAS,2007,M09,98
MNE,"NAT",CAF_PAS,2007,M09,
MKD,"NAT",CAF_PAS,2007,M09,
MLT,"NAT",CAF_PAS,2007,M09,0
NLD,"NAT",CAF_PAS,2007,M09,327
NOR,"NAT",CAF_PAS,2007,M09,21316
POL,"NAT",CAF_PAS,2007,M09,2682
PRT,"NAT",CAF_PAS,2007,M09,3397
ROU,"NAT",CAF_PAS,2007,M09,1298
RS,"NAT",CAF_PAS,2007,M09,
SWE,"NAT",CAF_PAS,2007,M09,10592
SVN,"NAT",CAF_PAS,2007,M09,
SVK,"NAT",CAF_PAS,2007,M09,165
TUR,"NAT",CAF_PAS,2007,M09,
GBR,"NAT",CAF_PAS,2007,M09,40651
AUT,TOTAL,CAF_PAS,2007,M09,26487
BEL,TOTAL,CAF_PAS,2007,M09,24016
BGR,TOTAL,CAF_PAS,2007,M09,7176
CHE,TOTAL,CAF_PAS,2007,M09,33221
CYP,TOTAL,CAF_PAS,2007,M09,6937
CZE,TOTAL,CAF_PAS,2007,M09,16016
DEU,TOTAL,CAF_PAS,2007,M09,156716
DNK,TOTAL,CAF_PAS,2007,M09,25161
EST,TOTAL,CAF_PAS,2007,M09,2640
GRC,TOTAL,CAF_PAS,2007,M09,39951
ESP,TOTAL,CAF_PAS,2007,M09,134341
FIN,TOTAL,CAF_PAS,2007,M09,16445
FRA,TOTAL,CAF_PAS,2007,M09,125164
HRV,TOTAL,CAF_PAS,2007,M09,
HUN,TOTAL,CAF_PAS,2007,M09,10150
IRL,TOTAL,CAF_PAS,2007,M09,23300
ISL,TOTAL,CAF_PAS,2007,M09,1691
ITA,TOTAL,CAF_PAS,2007,M09,104188
LTU,TOTAL,CAF_PAS,2007,M09,2996
LUX,TOTAL,CAF_PAS,2007,M09,3304
LVA,TOTAL,CAF_PAS,2007,M09,3904
MNE,TOTAL,CAF_PAS,2007,M09,
MKD,TOTAL,CAF_PAS,2007,M09,
MLT,TOTAL,CAF_PAS,2007,M09,2849
NLD,TOTAL,CAF_PAS,2007,M09,40665
NOR,TOTAL,CAF_PAS,2007,M09,37163
POL,TOTAL,CAF_PAS,2007,M09,20868
PRT,TOTAL,CAF_PAS,2007,M09,22629
ROU,TOTAL,CAF_PAS,2007,M09,8117
RS,TOTAL,CAF_PAS,2007,M09,
SWE,TOTAL,CAF_PAS,2007,M09,28861
SVN,TOTAL,CAF_PAS,2007,M09,2761
SVK,TOTAL,CAF_PAS,2007,M09,2653
TUR,TOTAL,CAF_PAS,2007,M09,
GBR,TOTAL,CAF_PAS,2007,M09,175276
AUT,INTL,CAF_PAS,2007,M08,25551
BEL,INTL,CAF_PAS,2007,M08,22647
BGR,INTL,CAF_PAS,2007,M08,8828
CHE,INTL,CAF_PAS,2007,M08,32979
CYP,INTL,CAF_PAS,2007,M08,7367
CZE,INTL,CAF_PAS,2007,M08,15580
DEU,INTL,CAF_PAS,2007,M08,127379
DNK,INTL,CAF_PAS,2007,M08,22321
EST,INTL,CAF_PAS,2007,M08,2381
GRC,INTL,CAF_PAS,2007,M08,35088
ESP,INTL,CAF_PAS,2007,M08,97259
FIN,INTL,CAF_PAS,2007,M08,10887
FRA,INTL,CAF_PAS,2007,M08,95537
HRV,INTL,CAF_PAS,2007,M08,
HUN,INTL,CAF_PAS,2007,M08,10699
IRL,INTL,CAF_PAS,2007,M08,22381
ISL,INTL,CAF_PAS,2007,M08,2408
ITA,INTL,CAF_PAS,2007,M08,78986
LTU,INTL,CAF_PAS,2007,M08,3158
LUX,INTL,CAF_PAS,2007,M08,3361
LVA,INTL,CAF_PAS,2007,M08,4009
MNE,INTL,CAF_PAS,2007,M08,
MKD,INTL,CAF_PAS,2007,M08,
MLT,INTL,CAF_PAS,2007,M08,3096
NLD,INTL,CAF_PAS,2007,M08,42147
NOR,INTL,CAF_PAS,2007,M08,16323
POL,INTL,CAF_PAS,2007,M08,19050
PRT,INTL,CAF_PAS,2007,M08,21125
ROU,INTL,CAF_PAS,2007,M08,9635
RS,INTL,CAF_PAS,2007,M08,
SWE,INTL,CAF_PAS,2007,M08,17624
SVN,INTL,CAF_PAS,2007,M08,2852
SVK,INTL,CAF_PAS,2007,M08,2830
TUR,INTL,CAF_PAS,2007,M08,
GBR,INTL,CAF_PAS,2007,M08,140540
AUT,"NAT",CAF_PAS,2007,M08,1658
BEL,"NAT",CAF_PAS,2007,M08,1125
BGR,"NAT",CAF_PAS,2007,M08,325
CHE,"NAT",CAF_PAS,2007,M08,981
CYP,"NAT",CAF_PAS,2007,M08,174
CZE,"NAT",CAF_PAS,2007,M08,985
DEU,"NAT",CAF_PAS,2007,M08,27293
DNK,"NAT",CAF_PAS,2007,M08,4362
EST,"NAT",CAF_PAS,2007,M08,203
GRC,"NAT",CAF_PAS,2007,M08,11701
ESP,"NAT",CAF_PAS,2007,M08,46193
FIN,"NAT",CAF_PAS,2007,M08,4338
FRA,"NAT",CAF_PAS,2007,M08,32514
HRV,"NAT",CAF_PAS,2007,M08,
HUN,"NAT",CAF_PAS,2007,M08,0
IRL,"NAT",CAF_PAS,2007,M08,1758
ISL,"NAT",CAF_PAS,2007,M08,
ITA,"NAT",CAF_PAS,2007,M08,29406
LTU,"NAT",CAF_PAS,2007,M08,0
LUX,"NAT",CAF_PAS,2007,M08,0
LVA,"NAT",CAF_PAS,2007,M08,104
MNE,"NAT",CAF_PAS,2007,M08,
MKD,"NAT",CAF_PAS,2007,M08,
MLT,"NAT",CAF_PAS,2007,M08,0
NLD,"NAT",CAF_PAS,2007,M08,303
NOR,"NAT",CAF_PAS,2007,M08,20986
POL,"NAT",CAF_PAS,2007,M08,2754
PRT,"NAT",CAF_PAS,2007,M08,4096
ROU,"NAT",CAF_PAS,2007,M08,1364
RS,"NAT",CAF_PAS,2007,M08,
SWE,"NAT",CAF_PAS,2007,M08,8804
SVN,"NAT",CAF_PAS,2007,M08,
SVK,"NAT",CAF_PAS,2007,M08,151
TUR,"NAT",CAF_PAS,2007,M08,
GBR,"NAT",CAF_PAS,2007,M08,43074
AUT,TOTAL,CAF_PAS,2007,M08,27209
BEL,TOTAL,CAF_PAS,2007,M08,23772
BGR,TOTAL,CAF_PAS,2007,M08,9153
CHE,TOTAL,CAF_PAS,2007,M08,33960
CYP,TOTAL,CAF_PAS,2007,M08,7541
CZE,TOTAL,CAF_PAS,2007,M08,16565
DEU,TOTAL,CAF_PAS,2007,M08,154672
DNK,TOTAL,CAF_PAS,2007,M08,26683
EST,TOTAL,CAF_PAS,2007,M08,2584
GRC,TOTAL,CAF_PAS,2007,M08,46789
ESP,TOTAL,CAF_PAS,2007,M08,143452
FIN,TOTAL,CAF_PAS,2007,M08,15225
FRA,TOTAL,CAF_PAS,2007,M08,128051
HRV,TOTAL,CAF_PAS,2007,M08,
HUN,TOTAL,CAF_PAS,2007,M08,10699
IRL,TOTAL,CAF_PAS,2007,M08,24139
ISL,TOTAL,CAF_PAS,2007,M08,2408
ITA,TOTAL,CAF_PAS,2007,M08,108392
LTU,TOTAL,CAF_PAS,2007,M08,3158
LUX,TOTAL,CAF_PAS,2007,M08,3361
LVA,TOTAL,CAF_PAS,2007,M08,4113
MNE,TOTAL,CAF_PAS,2007,M08,
MKD,TOTAL,CAF_PAS,2007,M08,
MLT,TOTAL,CAF_PAS,2007,M08,3096
NLD,TOTAL,CAF_PAS,2007,M08,42450
NOR,TOTAL,CAF_PAS,2007,M08,37309
POL,TOTAL,CAF_PAS,2007,M08,21804
PRT,TOTAL,CAF_PAS,2007,M08,25221
ROU,TOTAL,CAF_PAS,2007,M08,10999
RS,TOTAL,CAF_PAS,2007,M08,
SWE,TOTAL,CAF_PAS,2007,M08,26428
SVN,TOTAL,CAF_PAS,2007,M08,2852
SVK,TOTAL,CAF_PAS,2007,M08,2981
TUR,TOTAL,CAF_PAS,2007,M08,
GBR,TOTAL,CAF_PAS,2007,M08,183614
AUT,INTL,CAF_PAS,2007,M07,26065
BEL,INTL,CAF_PAS,2007,M07,23420
BGR,INTL,CAF_PAS,2007,M07,8897
CHE,INTL,CAF_PAS,2007,M07,33102
CYP,INTL,CAF_PAS,2007,M07,7412
CZE,INTL,CAF_PAS,2007,M07,15631
DEU,INTL,CAF_PAS,2007,M07,129267
DNK,INTL,CAF_PAS,2007,M07,21446
EST,INTL,CAF_PAS,2007,M07,2200
GRC,INTL,CAF_PAS,2007,M07,33706
ESP,INTL,CAF_PAS,2007,M07,96581
FIN,INTL,CAF_PAS,2007,M07,9986
FRA,INTL,CAF_PAS,2007,M07,97541
HRV,INTL,CAF_PAS,2007,M07,
HUN,INTL,CAF_PAS,2007,M07,10597
IRL,INTL,CAF_PAS,2007,M07,22082
ISL,INTL,CAF_PAS,2007,M07,2448
