country,coverage,measure,year,month,flights
POL,INTL,CAF_PAS,2018,M01,22665
PRT,INTL,CAF_PAS,2018,M01,20158
ROU,INTL,CAF_PAS,2018,M01,10043
RS,INTL,CAF_PAS,2018,M01,4175
SWE,INTL,CAF_PAS,2018,M01,18665
SVN,INTL,CAF_PAS,2018,M01,1773
SVK,INTL,CAF_PAS,2018,M01,1830
TUR,INTL,CAF_PAS,2018,M01,34734
GBR,INTL,CAF_PAS,2018,M01,110107
AUT,"NAT",CAF_PAS,2018,M01,768
BEL,"NAT",CAF_PAS,2018,M01,218
BGR,"NAT",CAF_PAS,2018,M01,210
CHE,"NAT",CAF_PAS,2018,M01,751
CYP,"NAT",CAF_PAS,2018,M01,0
CZE,"NAT",CAF_PAS,2018,M01,204
DEU,"NAT",CAF_PAS,2018,M01,18274
DNK,"NAT",CAF_PAS,2018,M01,2785
EST,"NAT",CAF_PAS,2018,M01,197
GRC,"NAT",CAF_PAS,2018,M01,5931
ESP,"NAT",CAF_PAS,2018,M01,26774
FIN,"NAT",CAF_PAS,2018,M01,3928
FRA,"NAT",CAF_PAS,2018,M01,23824
HRV,"NAT",CAF_PAS,2018,M01,608
HUN,"NAT",CAF_PAS,2018,M01,0
IRL,"NAT",CAF_PAS,2018,M01,251
ISL,"NAT",CAF_PAS,2018,M01,1064
ITA,"NAT",CAF_PAS,2018,M01,18345
LTU,"NAT",CAF_PAS,2018,M01,0
LUX,"NAT",CAF_PAS,2018,M01,2
LVA,"NAT",CAF_PAS,2018,M01,41
MNE,"NAT",CAF_PAS,2018,M01,0
MKD,"NAT",CAF_PAS,2018,M01,0
MLT,"NAT",CAF_PAS,2018,M01,39
NLD,"NAT",CAF_PAS,2018,M01,10
NOR,"NAT",CAF_PAS,2018,M01,18651
POL,"NAT",CAF_PAS,2018,M01,2251
PRT,"NAT",CAF_PAS,2018,M01,4568
ROU,"NAT",CAF_PAS,2018,M01,1506
RS,"NAT",CAF_PAS,2018,M01,0
SWE,"NAT",CAF_PAS,2018,M01,8480
SVN,"NAT",CAF_PAS,2018,M01,0
SVK,"NAT",CAF_PAS,2018,M01,86
TUR,"NAT",CAF_PAS,2018,M01,30108
GBR,"NAT",CAF_PAS,2018,M01,27420
AUT,TOTAL,CAF_PAS,2018,M01,19373
BEL,TOTAL,CAF_PAS,2018,M01,19539
BGR,TOTAL,CAF_PAS,2018,M01,4322
CHE,TOTAL,CAF_PAS,2018,M01,33815
CYP,TOTAL,CAF_PAS,2018,M01,3391
CZE,TOTAL,CAF_PAS,2018,M01,9435
DEU,TOTAL,CAF_PAS,2018,M01,118015
DNK,TOTAL,CAF_PAS,2018,M01,21654
EST,TOTAL,CAF_PAS,2018,M01,2711
GRC,TOTAL,CAF_PAS,2018,M01,14490
ESP,TOTAL,CAF_PAS,2018,M01,94231
FIN,TOTAL,CAF_PAS,2018,M01,15799
FRA,TOTAL,CAF_PAS,2018,M01,88763
HRV,TOTAL,CAF_PAS,2018,M01,3037
HUN,TOTAL,CAF_PAS,2018,M01,7457
IRL,TOTAL,CAF_PAS,2018,M01,17988
ISL,TOTAL,CAF_PAS,2018,M01,4718
ITA,TOTAL,CAF_PAS,2018,M01,75037
LTU,TOTAL,CAF_PAS,2018,M01,3821
LUX,TOTAL,CAF_PAS,2018,M01,4130
LVA,TOTAL,CAF_PAS,2018,M01,5632
MNE,TOTAL,CAF_PAS,2018,M01,1087
MKD,TOTAL,CAF_PAS,2018,M01,1288
MLT,TOTAL,CAF_PAS,2018,M01,2812
NLD,TOTAL,CAF_PAS,2018,M01,39905
NOR,TOTAL,CAF_PAS,2018,M01,32124
POL,TOTAL,CAF_PAS,2018,M01,24916
PRT,TOTAL,CAF_PAS,2018,M01,24726
ROU,TOTAL,CAF_PAS,2018,M01,11549
RS,TOTAL,CAF_PAS,2018,M01,4175
SWE,TOTAL,CAF_PAS,2018,M01,27145
SVN,TOTAL,CAF_PAS,2018,M01,1773
SVK,TOTAL,CAF_PAS,2018,M01,1916
TUR,TOTAL,CAF_PAS,2018,M01,64842
GBR,TOTAL,CAF_PAS,2018,M01,137527
AUT,INTL,CAF_PAS,2017,M12,18228
BEL,INTL,CAF_PAS,2017,M12,18955
BGR,INTL,CAF_PAS,2017,M12,3933
CHE,INTL,CAF_PAS,2017,M12,32693
CYP,INTL,CAF_PAS,2017,M12,3667
CZE,INTL,CAF_PAS,2017,M12,9980
DEU,INTL,CAF_PAS,2017,M12,98119
DNK,INTL,CAF_PAS,2017,M12,17776
EST,INTL,CAF_PAS,2017,M12,2516
GRC,INTL,CAF_PAS,2017,M12,9107
ESP,INTL,CAF_PAS,2017,M12,70515
FIN,INTL,CAF_PAS,2017,M12,11937
FRA,INTL,CAF_PAS,2017,M12,66004
HRV,INTL,CAF_PAS,2017,M12,2394
HUN,INTL,CAF_PAS,2017,M12,7353
IRL,INTL,CAF_PAS,2017,M12,17781
ISL,INTL,CAF_PAS,2017,M12,3715
ITA,INTL,CAF_PAS,2017,M12,57240
LTU,INTL,CAF_PAS,2017,M12,3685
LUX,INTL,CAF_PAS,2017,M12,3898
LVA,INTL,CAF_PAS,2017,M12,5583
MNE,INTL,CAF_PAS,2017,M12,1083
MKD,INTL,CAF_PAS,2017,M12,1243
MLT,INTL,CAF_PAS,2017,M12,2878
NLD,INTL,CAF_PAS,2017,M12,38934
NOR,INTL,CAF_PAS,2017,M12,13228
POL,INTL,CAF_PAS,2017,M12,21797
PRT,INTL,CAF_PAS,2017,M12,21046
ROU,INTL,CAF_PAS,2017,M12,9782
RS,INTL,CAF_PAS,2017,M12,4085
SWE,INTL,CAF_PAS,2017,M12,17844
SVN,INTL,CAF_PAS,2017,M12,1780
SVK,INTL,CAF_PAS,2017,M12,1288
TUR,INTL,CAF_PAS,2017,M12,34765
GBR,INTL,CAF_PAS,2017,M12,110253
AUT,"NAT",CAF_PAS,2017,M12,829
BEL,"NAT",CAF_PAS,2017,M12,145
BGR,"NAT",CAF_PAS,2017,M12,209
CHE,"NAT",CAF_PAS,2017,M12,738
CYP,"NAT",CAF_PAS,2017,M12,0
CZE,"NAT",CAF_PAS,2017,M12,194
DEU,"NAT",CAF_PAS,2017,M12,16140
DNK,"NAT",CAF_PAS,2017,M12,2765
EST,"NAT",CAF_PAS,2017,M12,198
GRC,"NAT",CAF_PAS,2017,M12,6131
ESP,"NAT",CAF_PAS,2017,M12,26888
FIN,"NAT",CAF_PAS,2017,M12,3554
FRA,"NAT",CAF_PAS,2017,M12,23410
HRV,"NAT",CAF_PAS,2017,M12,562
HUN,"NAT",CAF_PAS,2017,M12,0
IRL,"NAT",CAF_PAS,2017,M12,236
ISL,"NAT",CAF_PAS,2017,M12,36
ITA,"NAT",CAF_PAS,2017,M12,18093
LTU,"NAT",CAF_PAS,2017,M12,1
LUX,"NAT",CAF_PAS,2017,M12,1
LVA,"NAT",CAF_PAS,2017,M12,36
MNE,"NAT",CAF_PAS,2017,M12,0
MKD,"NAT",CAF_PAS,2017,M12,0
MLT,"NAT",CAF_PAS,2017,M12,35
NLD,"NAT",CAF_PAS,2017,M12,18
NOR,"NAT",CAF_PAS,2017,M12,17020
POL,"NAT",CAF_PAS,2017,M12,2275
PRT,"NAT",CAF_PAS,2017,M12,4042
ROU,"NAT",CAF_PAS,2017,M12,1452
RS,"NAT",CAF_PAS,2017,M12,0
SWE,"NAT",CAF_PAS,2017,M12,8156
SVN,"NAT",CAF_PAS,2017,M12,0
SVK,"NAT",CAF_PAS,2017,M12,88
TUR,"NAT",CAF_PAS,2017,M12,29800
GBR,"NAT",CAF_PAS,2017,M12,26353
AUT,TOTAL,CAF_PAS,2017,M12,19057
BEL,TOTAL,CAF_PAS,2017,M12,19100
BGR,TOTAL,CAF_PAS,2017,M12,4142
CHE,TOTAL,CAF_PAS,2017,M12,33431
CYP,TOTAL,CAF_PAS,2017,M12,3667
CZE,TOTAL,CAF_PAS,2017,M12,10174
DEU,TOTAL,CAF_PAS,2017,M12,114259
DNK,TOTAL,CAF_PAS,2017,M12,20541
EST,TOTAL,CAF_PAS,2017,M12,2714
GRC,TOTAL,CAF_PAS,2017,M12,15238
ESP,TOTAL,CAF_PAS,2017,M12,97403
FIN,TOTAL,CAF_PAS,2017,M12,15491
FRA,TOTAL,CAF_PAS,2017,M12,89414
HRV,TOTAL,CAF_PAS,2017,M12,2956
HUN,TOTAL,CAF_PAS,2017,M12,7353
IRL,TOTAL,CAF_PAS,2017,M12,18017
ISL,TOTAL,CAF_PAS,2017,M12,3751
ITA,TOTAL,CAF_PAS,2017,M12,75333
LTU,TOTAL,CAF_PAS,2017,M12,3686
LUX,TOTAL,CAF_PAS,2017,M12,3899
LVA,TOTAL,CAF_PAS,2017,M12,5619
MNE,TOTAL,CAF_PAS,2017,M12,1083
MKD,TOTAL,CAF_PAS,2017,M12,1243
MLT,TOTAL,CAF_PAS,2017,M12,2913
NLD,TOTAL,CAF_PAS,2017,M12,38952
NOR,TOTAL,CAF_PAS,2017,M12,30248
POL,TOTAL,CAF_PAS,2017,M12,24072
PRT,TOTAL,CAF_PAS,2017,M12,25088
ROU,TOTAL,CAF_PAS,2017,M12,11234
RS,TOTAL,CAF_PAS,2017,M12,4085
SWE,TOTAL,CAF_PAS,2017,M12,26000
SVN,TOTAL,CAF_PAS,2017,M12,1780
SVK,TOTAL,CAF_PAS,2017,M12,1376
TUR,TOTAL,CAF_PAS,2017,M12,64565
GBR,TOTAL,CAF_PAS,2017,M12,136606
AUT,INTL,CAF_PAS,2017,M11,18409
BEL,INTL,CAF_PAS,2017,M11,20527
BGR,INTL,CAF_PAS,2017,M11,3753
CHE,INTL,CAF_PAS,2017,M11,30989
CYP,INTL,CAF_PAS,2017,M11,4322
CZE,INTL,CAF_PAS,2017,M11,10177
DEU,INTL,CAF_PAS,2017,M11,105791
DNK,INTL,CAF_PAS,2017,M11,19954
EST,INTL,CAF_PAS,2017,M11,2810
GRC,INTL,CAF_PAS,2017,M11,9124
ESP,INTL,CAF_PAS,2017,M11,70568
FIN,INTL,CAF_PAS,2017,M11,11507
FRA,INTL,CAF_PAS,2017,M11,63657
HRV,INTL,CAF_PAS,2017,M11,2692
HUN,INTL,CAF_PAS,2017,M11,7302
IRL,INTL,CAF_PAS,2017,M11,18058
ISL,INTL,CAF_PAS,2017,M11,3723
ITA,INTL,CAF_PAS,2017,M11,56399
LTU,INTL,CAF_PAS,2017,M11,3797
LUX,INTL,CAF_PAS,2017,M11,4100
LVA,INTL,CAF_PAS,2017,M11,5544
MNE,INTL,CAF_PAS,2017,M11,1035
MKD,INTL,CAF_PAS,2017,M11,1232
MLT,INTL,CAF_PAS,2017,M11,2898
NLD,INTL,CAF_PAS,2017,M11,40658
NOR,INTL,CAF_PAS,2017,M11,14402
POL,INTL,CAF_PAS,2017,M11,21836
PRT,INTL,CAF_PAS,2017,M11,20726
ROU,INTL,CAF_PAS,2017,M11,9803
RS,INTL,CAF_PAS,2017,M11,3888
SWE,INTL,CAF_PAS,2017,M11,19555
SVN,INTL,CAF_PAS,2017,M11,1849
SVK,INTL,CAF_PAS,2017,M11,1346
TUR,INTL,CAF_PAS,2017,M11,34754
GBR,INTL,CAF_PAS,2017,M11,108073
AUT,"NAT",CAF_PAS,2017,M11,950
BEL,"NAT",CAF_PAS,2017,M11,311
BGR,"NAT",CAF_PAS,2017,M11,199
CHE,"NAT",CAF_PAS,2017,M11,848
CYP,"NAT",CAF_PAS,2017,M11,0
CZE,"NAT",CAF_PAS,2017,M11,219
DEU,"NAT",CAF_PAS,2017,M11,18234
DNK,"NAT",CAF_PAS,2017,M11,3322
EST,"NAT",CAF_PAS,2017,M11,193
GRC,"NAT",CAF_PAS,2017,M11,6111
ESP,"NAT",CAF_PAS,2017,M11,27389
FIN,"NAT",CAF_PAS,2017,M11,3879
FRA,"NAT",CAF_PAS,2017,M11,23785
HRV,"NAT",CAF_PAS,2017,M11,593
HUN,"NAT",CAF_PAS,2017,M11,2
IRL,"NAT",CAF_PAS,2017,M11,241
ISL,"NAT",CAF_PAS,2017,M11,43
ITA,"NAT",CAF_PAS,2017,M11,17809
LTU,"NAT",CAF_PAS,2017,M11,0
LUX,"NAT",CAF_PAS,2017,M11,2
LVA,"NAT",CAF_PAS,2017,M11,27
MNE,"NAT",CAF_PAS,2017,M11,0
MKD,"NAT",CAF_PAS,2017,M11,0
MLT,"NAT",CAF_PAS,2017,M11,47
NLD,"NAT",CAF_PAS,2017,M11,17
NOR,"NAT",CAF_PAS,2017,M11,20540
POL,"NAT",CAF_PAS,2017,M11,2310
PRT,"NAT",CAF_PAS,2017,M11,3830
ROU,"NAT",CAF_PAS,2017,M11,1606
RS,"NAT",CAF_PAS,2017,M11,0
SWE,"NAT",CAF_PAS,2017,M11,10316
SVN,"NAT",CAF_PAS,2017,M11,0
SVK,"NAT",CAF_PAS,2017,M11,104
TUR,"NAT",CAF_PAS,2017,M11,29280
GBR,"NAT",CAF_PAS,2017,M11,28918
AUT,TOTAL,CAF_PAS,2017,M11,19359
BEL,TOTAL,CAF_PAS,2017,M11,20838
BGR,TOTAL,CAF_PAS,2017,M11,3952
CHE,TOTAL,CAF_PAS,2017,M11,31837
CYP,TOTAL,CAF_PAS,2017,M11,4322
CZE,TOTAL,CAF_PAS,2017,M11,10396
DEU,TOTAL,CAF_PAS,2017,M11,124025
DNK,TOTAL,CAF_PAS,2017,M11,23276
EST,TOTAL,CAF_PAS,2017,M11,3003
GRC,TOTAL,CAF_PAS,2017,M11,15235
ESP,TOTAL,CAF_PAS,2017,M11,97957
FIN,TOTAL,CAF_PAS,2017,M11,15386
FRA,TOTAL,CAF_PAS,2017,M11,87442
HRV,TOTAL,CAF_PAS,2017,M11,3285
HUN,TOTAL,CAF_PAS,2017,M11,7304
IRL,TOTAL,CAF_PAS,2017,M11,18299
ISL,TOTAL,CAF_PAS,2017,M11,3766
ITA,TOTAL,CAF_PAS,2017,M11,74208
LTU,TOTAL,CAF_PAS,2017,M11,3797
LUX,TOTAL,CAF_PAS,2017,M11,4102
LVA,TOTAL,CAF_PAS,2017,M11,5571
MNE,TOTAL,CAF_PAS,2017,M11,1035
MKD,TOTAL,CAF_PAS,2017,M11,1232
MLT,TOTAL,CAF_PAS,2017,M11,2945
NLD,TOTAL,CAF_PAS,2017,M11,40675
NOR,TOTAL,CAF_PAS,2017,M11,34942
POL,TOTAL,CAF_PAS,2017,M11,24146
PRT,TOTAL,CAF_PAS,2017,M11,24556
ROU,TOTAL,CAF_PAS,2017,M11,11409
RS,TOTAL,CAF_PAS,2017,M11,3888
SWE,TOTAL,CAF_PAS,2017,M11,29871
SVN,TOTAL,CAF_PAS,2017,M11,1849
SVK,TOTAL,CAF_PAS,2017,M11,1450
TUR,TOTAL,CAF_PAS,2017,M11,64034
GBR,TOTAL,CAF_PAS,2017,M11,136991
AUT,INTL,CAF_PAS,2017,M10,21797
BEL,INTL,CAF_PAS,2017,M10,24160
BGR,INTL,CAF_PAS,2017,M10,4895
CHE,INTL,CAF_PAS,2017,M10,38349
CYP,INTL,CAF_PAS,2017,M10,7493
CZE,INTL,CAF_PAS,2017,M10,12025
DEU,INTL,CAF_PAS,2017,M10,135966
DNK,INTL,CAF_PAS,2017,M10,23802
EST,INTL,CAF_PAS,2017,M10,3287
GRC,INTL,CAF_PAS,2017,M10,25404
ESP,INTL,CAF_PAS,2017,M10,102404
FIN,INTL,CAF_PAS,2017,M10,12762
FRA,INTL,CAF_PAS,2017,M10,80879
HRV,INTL,CAF_PAS,2017,M10,6375
HUN,INTL,CAF_PAS,2017,M10,8322
IRL,INTL,CAF_PAS,2017,M10,21322
ISL,INTL,CAF_PAS,2017,M10,4290
ITA,INTL,CAF_PAS,2017,M10,74489
LTU,INTL,CAF_PAS,2017,M10,4554
LUX,INTL,CAF_PAS,2017,M10,4582
LVA,INTL,CAF_PAS,2017,M10,6268
MNE,INTL,CAF_PAS,2017,M10,1527
MKD,INTL,CAF_PAS,2017,M10,1408
MLT,INTL,CAF_PAS,2017,M10,3976
NLD,INTL,CAF_PAS,2017,M10,48683
NOR,INTL,CAF_PAS,2017,M10,17179
POL,INTL,CAF_PAS,2017,M10,25064
PRT,INTL,CAF_PAS,2017,M10,27095
ROU,INTL,CAF_PAS,2017,M10,11760
RS,INTL,CAF_PAS,2017,M10,4920
SWE,INTL,CAF_PAS,2017,M10,22435
SVN,INTL,CAF_PAS,2017,M10,2126
SVK,INTL,CAF_PAS,2017,M10,1572
TUR,INTL,CAF_PAS,2017,M10,50463
GBR,INTL,CAF_PAS,2017,M10,140467
AUT,"NAT",CAF_PAS,2017,M10,979
BEL,"NAT",CAF_PAS,2017,M10,424
BGR,"NAT",CAF_PAS,2017,M10,223
CHE,"NAT",CAF_PAS,2017,M10,909
CYP,"NAT",CAF_PAS,2017,M10,2
CZE,"NAT",CAF_PAS,2017,M10,229
DEU,"NAT",CAF_PAS,2017,M10,20541
DNK,"NAT",CAF_PAS,2017,M10,3300
EST,"NAT",CAF_PAS,2017,M10,210
GRC,"NAT",CAF_PAS,2017,M10,8386
ESP,"NAT",CAF_PAS,2017,M10,28922
FIN,"NAT",CAF_PAS,2017,M10,3435
FRA,"NAT",CAF_PAS,2017,M10,26696
HRV,"NAT",CAF_PAS,2017,M10,824
HUN,"NAT",CAF_PAS,2017,M10,0
IRL,"NAT",CAF_PAS,2017,M10,248
ISL,"NAT",CAF_PAS,2017,M10,38
ITA,"NAT",CAF_PAS,2017,M10,21283
LTU,"NAT",CAF_PAS,2017,M10,1
LUX,"NAT",CAF_PAS,2017,M10,1
LVA,"NAT",CAF_PAS,2017,M10,28
MNE,"NAT",CAF_PAS,2017,M10,0
MKD,"NAT",CAF_PAS,2017,M10,0
MLT,"NAT",CAF_PAS,2017,M10,57
NLD,"NAT",CAF_PAS,2017,M10,21
NOR,"NAT",CAF_PAS,2017,M10,21608
POL,"NAT",CAF_PAS,2017,M10,2792
PRT,"NAT",CAF_PAS,2017,M10,4670
ROU,"NAT",CAF_PAS,2017,M10,1580
RS,"NAT",CAF_PAS,2017,M10,1
SWE,"NAT",CAF_PAS,2017,M10,10943
SVN,"NAT",CAF_PAS,2017,M10,0
SVK,"NAT",CAF_PAS,2017,M10,93
TUR,"NAT",CAF_PAS,2017,M10,31351
GBR,"NAT",CAF_PAS,2017,M10,31833
AUT,TOTAL,CAF_PAS,2017,M10,22776
BEL,TOTAL,CAF_PAS,2017,M10,24584
BGR,TOTAL,CAF_PAS,2017,M10,5118
CHE,TOTAL,CAF_PAS,2017,M10,39258
CYP,TOTAL,CAF_PAS,2017,M10,7495
CZE,TOTAL,CAF_PAS,2017,M10,12254
DEU,TOTAL,CAF_PAS,2017,M10,156507
DNK,TOTAL,CAF_PAS,2017,M10,27102
EST,TOTAL,CAF_PAS,2017,M10,3497
GRC,TOTAL,CAF_PAS,2017,M10,33790
ESP,TOTAL,CAF_PAS,2017,M10,131326
FIN,TOTAL,CAF_PAS,2017,M10,16197
FRA,TOTAL,CAF_PAS,2017,M10,107575
HRV,TOTAL,CAF_PAS,2017,M10,7199
HUN,TOTAL,CAF_PAS,2017,M10,8322
IRL,TOTAL,CAF_PAS,2017,M10,21570
ISL,TOTAL,CAF_PAS,2017,M10,4328
ITA,TOTAL,CAF_PAS,2017,M10,95772
LTU,TOTAL,CAF_PAS,2017,M10,4555
LUX,TOTAL,CAF_PAS,2017,M10,4583
LVA,TOTAL,CAF_PAS,2017,M10,6296
MNE,TOTAL,CAF_PAS,2017,M10,1527
MKD,TOTAL,CAF_PAS,2017,M10,1408
MLT,TOTAL,CAF_PAS,2017,M10,4033
NLD,TOTAL,CAF_PAS,2017,M10,48704
NOR,TOTAL,CAF_PAS,2017,M10,38787
POL,TOTAL,CAF_PAS,2017,M10,27856
PRT,TOTAL,CAF_PAS,2017,M10,31765
ROU,TOTAL,CAF_PAS,2017,M10,13340
RS,TOTAL,CAF_PAS,2017,M10,4921
SWE,TOTAL,CAF_PAS,2017,M10,33378
SVN,TOTAL,CAF_PAS,2017,M10,2126
SVK,TOTAL,CAF_PAS,2017,M10,1665
TUR,TOTAL,CAF_PAS,2017,M10,81814
GBR,TOTAL,CAF_PAS,2017,M10,172300
AUT,INTL,CAF_PAS,2017,M09,22828
BEL,INTL,CAF_PAS,2017,M09,25113
BGR,INTL,CAF_PAS,2017,M09,9016
CHE,INTL,CAF_PAS,2017,M09,38460
CYP,INTL,CAF_PAS,2017,M09,7940
CZE,INTL,CAF_PAS,2017,M09,14005
DEU,INTL,CAF_PAS,2017,M09,137448
DNK,INTL,CAF_PAS,2017,M09,23741
EST,INTL,CAF_PAS,2017,M09,3332
GRC,INTL,CAF_PAS,2017,M09,39444
ESP,INTL,CAF_PAS,2017,M09,111534
FIN,INTL,CAF_PAS,2017,M09,12670
FRA,INTL,CAF_PAS,2017,M09,86041
HRV,INTL,CAF_PAS,2017,M09,9180
HUN,INTL,CAF_PAS,2017,M09,8559
IRL,INTL,CAF_PAS,2017,M09,22395
ISL,INTL,CAF_PAS,2017,M09,5416
ITA,INTL,CAF_PAS,2017,M09,81439
LTU,INTL,CAF_PAS,2017,M09,4461
LUX,INTL,CAF_PAS,2017,M09,4558
LVA,INTL,CAF_PAS,2017,M09,6270
MNE,INTL,CAF_PAS,2017,M09,2580
MKD,INTL,CAF_PAS,2017,M09,1487
MLT,INTL,CAF_PAS,2017,M09,4087
NLD,INTL,CAF_PAS,2017,M09,48396
NOR,INTL,CAF_PAS,2017,M09,17361
POL,INTL,CAF_PAS,2017,M09,27538
PRT,INTL,CAF_PAS,2017,M09,29159
ROU,INTL,CAF_PAS,2017,M09,12291
RS,INTL,CAF_PAS,2017,M09,5465
SWE,INTL,CAF_PAS,2017,M09,23270
SVN,INTL,CAF_PAS,2017,M09,2247
SVK,INTL,CAF_PAS,2017,M09,2222
TUR,INTL,CAF_PAS,2017,M09,58415
GBR,INTL,CAF_PAS,2017,M09,150037
AUT,"NAT",CAF_PAS,2017,M09,979
BEL,"NAT",CAF_PAS,2017,M09,578
BGR,"NAT",CAF_PAS,2017,M09,308
CHE,"NAT",CAF_PAS,2017,M09,881
CYP,"NAT",CAF_PAS,2017,M09,0
CZE,"NAT",CAF_PAS,2017,M09,279
DEU,"NAT",CAF_PAS,2017,M09,21442
DNK,"NAT",CAF_PAS,2017,M09,3480
EST,"NAT",CAF_PAS,2017,M09,200
GRC,"NAT",CAF_PAS,2017,M09,10626
ESP,"NAT",CAF_PAS,2017,M09,29492
FIN,"NAT",CAF_PAS,2017,M09,3557
FRA,"NAT",CAF_PAS,2017,M09,27400
HRV,"NAT",CAF_PAS,2017,M09,878
HUN,"NAT",CAF_PAS,2017,M09,4
IRL,"NAT",CAF_PAS,2017,M09,239
ISL,"NAT",CAF_PAS,2017,M09,9
ITA,"NAT",CAF_PAS,2017,M09,24134
LTU,"NAT",CAF_PAS,2017,M09,1
LUX,"NAT",CAF_PAS,2017,M09,3
LVA,"NAT",CAF_PAS,2017,M09,31
MNE,"NAT",CAF_PAS,2017,M09,0
MKD,"NAT",CAF_PAS,2017,M09,0
MLT,"NAT",CAF_PAS,2017,M09,72
NLD,"NAT",CAF_PAS,2017,M09,28
NOR,"NAT",CAF_PAS,2017,M09,20836
POL,"NAT",CAF_PAS,2017,M09,2711
PRT,"NAT",CAF_PAS,2017,M09,5329
ROU,"NAT",CAF_PAS,2017,M09,1591
RS,"NAT",CAF_PAS,2017,M09,0
SWE,"NAT",CAF_PAS,2017,M09,10532
SVN,"NAT",CAF_PAS,2017,M09,0
SVK,"NAT",CAF_PAS,2017,M09,80
TUR,"NAT",CAF_PAS,2017,M09,32560
GBR,"NAT",CAF_PAS,2017,M09,32082
AUT,TOTAL,CAF_PAS,2017,M09,23807
BEL,TOTAL,CAF_PAS,2017,M09,25691
BGR,TOTAL,CAF_PAS,2017,M09,9324
CHE,TOTAL,CAF_PAS,2017,M09,39341
CYP,TOTAL,CAF_PAS,2017,M09,7940
CZE,TOTAL,CAF_PAS,2017,M09,14284
DEU,TOTAL,CAF_PAS,2017,M09,158890
DNK,TOTAL,CAF_PAS,2017,M09,27221
EST,TOTAL,CAF_PAS,2017,M09,3532
GRC,TOTAL,CAF_PAS,2017,M09,50070
ESP,TOTAL,CAF_PAS,2017,M09,141026
FIN,TOTAL,CAF_PAS,2017,M09,16227
FRA,TOTAL,CAF_PAS,2017,M09,113441
HRV,TOTAL,CAF_PAS,2017,M09,10058
HUN,TOTAL,CAF_PAS,2017,M09,8563
IRL,TOTAL,CAF_PAS,2017,M09,22634
ISL,TOTAL,CAF_PAS,2017,M09,5425
ITA,TOTAL,CAF_PAS,2017,M09,105573
LTU,TOTAL,CAF_PAS,2017,M09,4462
LUX,TOTAL,CAF_PAS,2017,M09,4561
LVA,TOTAL,CAF_PAS,2017,M09,6301
MNE,TOTAL,CAF_PAS,2017,M09,2580
MKD,TOTAL,CAF_PAS,2017,M09,1487
MLT,TOTAL,CAF_PAS,2017,M09,4159
NLD,TOTAL,CAF_PAS,2017,M09,48424
NOR,TOTAL,CAF_PAS,2017,M09,38197
POL,TOTAL,CAF_PAS,2017,M09,30249
PRT,TOTAL,CAF_PAS,2017,M09,34488
ROU,TOTAL,CAF_PAS,2017,M09,13882
RS,TOTAL,CAF_PAS,2017,M09,5465
SWE,TOTAL,CAF_PAS,2017,M09,33802
SVN,TOTAL,CAF_PAS,2017,M09,2247
SVK,TOTAL,CAF_PAS,2017,M09,2302
TUR,TOTAL,CAF_PAS,2017,M09,90975
GBR,TOTAL,CAF_PAS,2017,M09,182119
AUT,INTL,CAF_PAS,2017,M08,23032
BEL,INTL,CAF_PAS,2017,M08,25815
BGR,INTL,CAF_PAS,2017,M08,11843
CHE,INTL,CAF_PAS,2017,M08,39104
CYP,INTL,CAF_PAS,2017,M08,9019
CZE,INTL,CAF_PAS,2017,M08,14490
DEU,INTL,CAF_PAS,2017,M08,137535
DNK,INTL,CAF_PAS,2017,M08,23716
EST,INTL,CAF_PAS,2017,M08,3244
GRC,INTL,CAF_PAS,2017,M08,47704
ESP,INTL,CAF_PAS,2017,M08,122320
FIN,INTL,CAF_PAS,2017,M08,12751
FRA,INTL,CAF_PAS,2017,M08,93083
HRV,INTL,CAF_PAS,2017,M08,11462
HUN,INTL,CAF_PAS,2017,M08,8902
IRL,INTL,CAF_PAS,2017,M08,23951
ISL,INTL,CAF_PAS,2017,M08,6349
ITA,INTL,CAF_PAS,2017,M08,87239
LTU,INTL,CAF_PAS,2017,M08,3724
LUX,INTL,CAF_PAS,2017,M08,4362
LVA,INTL,CAF_PAS,2017,M08,6576
MNE,INTL,CAF_PAS,2017,M08,3137
MKD,INTL,CAF_PAS,2017,M08,1671
MLT,INTL,CAF_PAS,2017,M08,4475
NLD,INTL,CAF_PAS,2017,M08,51036
NOR,INTL,CAF_PAS,2017,M08,18411
POL,INTL,CAF_PAS,2017,M08,28075
PRT,INTL,CAF_PAS,2017,M08,31552
ROU,INTL,CAF_PAS,2017,M08,13075
RS,INTL,CAF_PAS,2017,M08,5934
SWE,INTL,CAF_PAS,2017,M08,23398
SVN,INTL,CAF_PAS,2017,M08,2437
SVK,INTL,CAF_PAS,2017,M08,2702
TUR,INTL,CAF_PAS,2017,M08,64457
GBR,INTL,CAF_PAS,2017,M08,157238
AUT,"NAT",CAF_PAS,2017,M08,850
BEL,"NAT",CAF_PAS,2017,M08,636
BGR,"NAT",CAF_PAS,2017,M08,352
CHE,"NAT",CAF_PAS,2017,M08,922
CYP,"NAT",CAF_PAS,2017,M08,0
CZE,"NAT",CAF_PAS,2017,M08,224
DEU,"NAT",CAF_PAS,2017,M08,19632
DNK,"NAT",CAF_PAS,2017,M08,3268
EST,"NAT",CAF_PAS,2017,M08,220
GRC,"NAT",CAF_PAS,2017,M08,12626
