country,coverage,year,quarter,passengers
RS,TOTAL,2020,Q3,509492
SWE,TOTAL,2020,Q3,1597415
SVN,TOTAL,2020,Q3,70702
SVK,TOTAL,2020,Q3,123163
TUR,TOTAL,2020,Q3,17479820
GBR,TOTAL,2020,Q3,14881626
AUT,INTL,2020,Q2,175038
BEL,INTL,2020,Q2,150385
BGR,INTL,2020,Q2,251178
CHE,INTL,2020,Q2,364550
CYP,INTL,2020,Q2,56433
CZE,INTL,2020,Q2,50718
DEU,INTL,2020,Q2,1725161
DNK,INTL,2020,Q2,191621
EST,INTL,2020,Q2,34649
GRC,INTL,2020,Q2,185369
ESP,INTL,2020,Q2,456280
FIN,INTL,2020,Q2,117747
FRA,INTL,2020,Q2,729891
HRV,INTL,2020,Q2,70864
HUN,INTL,2020,Q2,118139
IRL,INTL,2020,Q2,162000
ISL,INTL,2020,Q2,35255
ITA,INTL,2020,Q2,471204
LTU,INTL,2020,Q2,49057
LUX,INTL,2020,Q2,37023
LVA,INTL,2020,Q2,67085
MNE,INTL,2020,Q2,9210
MKD,INTL,2020,Q2,2738
MLT,INTL,2020,Q2,9022
NLD,INTL,2020,Q2,884566
NOR,INTL,2020,Q2,152276
POL,INTL,2020,Q2,89792
PRT,INTL,2020,Q2,341400
ROU,INTL,2020,Q2,192990
RS,INTL,2020,Q2,94582
SWE,INTL,2020,Q2,213188
SVN,INTL,2020,Q2,5292
SVK,INTL,2020,Q2,5066
TUR,INTL,2020,Q2,437416
GBR,INTL,2020,Q2,1153062
AUT,"NAT",2020,Q2,1148
BEL,"NAT",2020,Q2,611
BGR,"NAT",2020,Q2,12893
CHE,"NAT",2020,Q2,238
CYP,"NAT",2020,Q2,0
CZE,"NAT",2020,Q2,168
DEU,"NAT",2020,Q2,291302
DNK,"NAT",2020,Q2,62270
EST,"NAT",2020,Q2,3407
GRC,"NAT",2020,Q2,329205
ESP,"NAT",2020,Q2,470028
FIN,"NAT",2020,Q2,27118
FRA,"NAT",2020,Q2,549300
HRV,"NAT",2020,Q2,18791
HUN,"NAT",2020,Q2,48
IRL,"NAT",2020,Q2,1640
ISL,"NAT",2020,Q2,25991
ITA,"NAT",2020,Q2,485294
LTU,"NAT",2020,Q2,710
LUX,"NAT",2020,Q2,242
LVA,"NAT",2020,Q2,0
MNE,"NAT",2020,Q2,0
MKD,"NAT",2020,Q2,0
MLT,"NAT",2020,Q2,0
NLD,"NAT",2020,Q2,20
NOR,"NAT",2020,Q2,1009894
POL,"NAT",2020,Q2,23867
PRT,"NAT",2020,Q2,42404
ROU,"NAT",2020,Q2,14411
RS,"NAT",2020,Q2,5
SWE,"NAT",2020,Q2,73860
SVN,"NAT",2020,Q2,0
SVK,"NAT",2020,Q2,81
TUR,"NAT",2020,Q2,1257260
GBR,"NAT",2020,Q2,183461
AUT,TOTAL,2020,Q2,176186
BEL,TOTAL,2020,Q2,150996
BGR,TOTAL,2020,Q2,264071
CHE,TOTAL,2020,Q2,364788
CYP,TOTAL,2020,Q2,56433
CZE,TOTAL,2020,Q2,50886
DEU,TOTAL,2020,Q2,2016463
DNK,TOTAL,2020,Q2,253891
EST,TOTAL,2020,Q2,38056
GRC,TOTAL,2020,Q2,514574
ESP,TOTAL,2020,Q2,926308
FIN,TOTAL,2020,Q2,144865
FRA,TOTAL,2020,Q2,1279191
HRV,TOTAL,2020,Q2,89655
HUN,TOTAL,2020,Q2,118187
IRL,TOTAL,2020,Q2,163640
ISL,TOTAL,2020,Q2,61246
ITA,TOTAL,2020,Q2,956498
LTU,TOTAL,2020,Q2,49767
LUX,TOTAL,2020,Q2,37265
LVA,TOTAL,2020,Q2,67085
MNE,TOTAL,2020,Q2,9210
MKD,TOTAL,2020,Q2,2738
MLT,TOTAL,2020,Q2,9022
NLD,TOTAL,2020,Q2,884586
NOR,TOTAL,2020,Q2,1162170
POL,TOTAL,2020,Q2,113659
PRT,TOTAL,2020,Q2,383804
ROU,TOTAL,2020,Q2,207401
RS,TOTAL,2020,Q2,94587
SWE,TOTAL,2020,Q2,287048
SVN,TOTAL,2020,Q2,5292
SVK,TOTAL,2020,Q2,5147
TUR,TOTAL,2020,Q2,1694676
GBR,TOTAL,2020,Q2,1336523
AUT,INTL,2020,Q1,6018308
BEL,INTL,2020,Q1,5783293
BGR,INTL,2020,Q1,1466571
CHE,INTL,2020,Q1,9728662
CYP,INTL,2020,Q1,1163300
CZE,INTL,2020,Q1,2569165
DEU,INTL,2020,Q1,30675438
DNK,INTL,2020,Q1,5215778
EST,INTL,2020,Q1,522271
GRC,INTL,2020,Q1,3206011
ESP,INTL,2020,Q1,26626564
FIN,INTL,2020,Q1,3463071
FRA,INTL,2020,Q1,22366142
HRV,INTL,2020,Q1,511935
HUN,INTL,2020,Q1,2859891
IRL,INTL,2020,Q1,5891682
ISL,INTL,2020,Q1,986993
ITA,INTL,2020,Q1,16599145
LTU,INTL,2020,Q1,1105577
LUX,INTL,2020,Q1,713308
LVA,INTL,2020,Q1,1245622
MNE,INTL,2020,Q1,228220
MKD,INTL,2020,Q1,383117
MLT,INTL,2020,Q1,1010292
NLD,INTL,2020,Q1,13653052
NOR,INTL,2020,Q1,3931289
POL,INTL,2020,Q1,7214195
PRT,INTL,2020,Q1,7787889
ROU,INTL,2020,Q1,3312292
RS,INTL,2020,Q1,1018389
SWE,INTL,2020,Q1,4858793
SVN,INTL,2020,Q1,191342
SVK,INTL,2020,Q1,338161
TUR,INTL,2020,Q1,14161381
GBR,INTL,2020,Q1,40812829
AUT,"NAT",2020,Q1,95253
BEL,"NAT",2020,Q1,1294
BGR,"NAT",2020,Q1,43363
CHE,"NAT",2020,Q1,120130
CYP,"NAT",2020,Q1,0
CZE,"NAT",2020,Q1,1490
DEU,"NAT",2020,Q1,3662177
DNK,"NAT",2020,Q1,309535
EST,"NAT",2020,Q1,5588
GRC,"NAT",2020,Q1,1327230
ESP,"NAT",2020,Q1,7305217
FIN,"NAT",2020,Q1,740733
FRA,"NAT",2020,Q1,5894289
HRV,"NAT",2020,Q1,70132
HUN,"NAT",2020,Q1,11
IRL,"NAT",2020,Q1,15486
ISL,"NAT",2020,Q1,54631
ITA,"NAT",2020,Q1,4555517
LTU,"NAT",2020,Q1,29
LUX,"NAT",2020,Q1,100
LVA,"NAT",2020,Q1,2332
MNE,"NAT",2020,Q1,0
MKD,"NAT",2020,Q1,0
MLT,"NAT",2020,Q1,0
NLD,"NAT",2020,Q1,2783
NOR,"NAT",2020,Q1,3136245
POL,"NAT",2020,Q1,349674
PRT,"NAT",2020,Q1,792792
ROU,"NAT",2020,Q1,239155
RS,"NAT",2020,Q1,4
SWE,"NAT",2020,Q1,1260591
SVN,"NAT",2020,Q1,0
SVK,"NAT",2020,Q1,155
TUR,"NAT",2020,Q1,9760145
GBR,"NAT",2020,Q1,3969959
AUT,TOTAL,2020,Q1,6113561
BEL,TOTAL,2020,Q1,5784587
BGR,TOTAL,2020,Q1,1509934
CHE,TOTAL,2020,Q1,9848792
CYP,TOTAL,2020,Q1,1163300
CZE,TOTAL,2020,Q1,2570655
DEU,TOTAL,2020,Q1,34337615
DNK,TOTAL,2020,Q1,5525313
EST,TOTAL,2020,Q1,527859
GRC,TOTAL,2020,Q1,4533241
ESP,TOTAL,2020,Q1,33931781
FIN,TOTAL,2020,Q1,4203804
FRA,TOTAL,2020,Q1,28260431
HRV,TOTAL,2020,Q1,582067
HUN,TOTAL,2020,Q1,2859902
IRL,TOTAL,2020,Q1,5907168
ISL,TOTAL,2020,Q1,1041624
ITA,TOTAL,2020,Q1,21154662
LTU,TOTAL,2020,Q1,1105606
LUX,TOTAL,2020,Q1,713408
LVA,TOTAL,2020,Q1,1247954
MNE,TOTAL,2020,Q1,228220
MKD,TOTAL,2020,Q1,383117
MLT,TOTAL,2020,Q1,1010292
NLD,TOTAL,2020,Q1,13655835
NOR,TOTAL,2020,Q1,7067534
POL,TOTAL,2020,Q1,7563869
PRT,TOTAL,2020,Q1,8580681
ROU,TOTAL,2020,Q1,3551447
RS,TOTAL,2020,Q1,1018393
SWE,TOTAL,2020,Q1,6119384
SVN,TOTAL,2020,Q1,191342
SVK,TOTAL,2020,Q1,338316
TUR,TOTAL,2020,Q1,23921526
GBR,TOTAL,2020,Q1,44782788
AUT,INTL,2019,Q4,8382745
BEL,INTL,2019,Q4,8325197
BGR,INTL,2019,Q4,1877870
CHE,INTL,2019,Q4,13126412
CYP,INTL,2019,Q4,2369281
CZE,INTL,2019,Q4,4265348
DEU,INTL,2019,Q4,47087513
DNK,INTL,2019,Q4,7514239
EST,INTL,2019,Q4,783910
GRC,INTL,2019,Q4,7190506
ESP,INTL,2019,Q4,40042543
FIN,INTL,2019,Q4,4863115
FRA,INTL,2019,Q4,30899069
HRV,INTL,2019,Q4,1432037
HUN,INTL,2019,Q4,4198129
IRL,INTL,2019,Q4,8503415
ISL,INTL,2019,Q4,1443222
ITA,INTL,2019,Q4,28424826
LTU,INTL,2019,Q4,1596681
LUX,INTL,2019,Q4,1071744
LVA,INTL,2019,Q4,1832153
MNE,INTL,2019,Q4,399719
MKD,INTL,2019,Q4,559327
MLT,INTL,2019,Q4,1675768
NLD,INTL,2019,Q4,19185625
NOR,INTL,2019,Q4,5468506
POL,INTL,2019,Q4,10331499
PRT,INTL,2019,Q4,11124926
ROU,INTL,2019,Q4,4773612
RS,INTL,2019,Q4,1535606
SWE,INTL,2019,Q4,6918296
SVN,INTL,2019,Q4,270528
SVK,INTL,2019,Q4,523975
TUR,INTL,2019,Q4,23572365
GBR,INTL,2019,Q4,57119208
AUT,"NAT",2019,Q4,136229
BEL,"NAT",2019,Q4,2111
BGR,"NAT",2019,Q4,58783
CHE,"NAT",2019,Q4,150849
CYP,"NAT",2019,Q4,0
CZE,"NAT",2019,Q4,2567
DEU,"NAT",2019,Q4,5657521
DNK,"NAT",2019,Q4,460817
EST,"NAT",2019,Q4,7509
GRC,"NAT",2019,Q4,1807449
ESP,"NAT",2019,Q4,10110471
FIN,"NAT",2019,Q4,813965
FRA,"NAT",2019,Q4,7674388
HRV,"NAT",2019,Q4,122627
HUN,"NAT",2019,Q4,19
IRL,"NAT",2019,Q4,23740
ISL,"NAT",2019,Q4,75734
ITA,"NAT",2019,Q4,7659960
LTU,"NAT",2019,Q4,8
LUX,"NAT",2019,Q4,484
LVA,"NAT",2019,Q4,3362
MNE,"NAT",2019,Q4,0
MKD,"NAT",2019,Q4,0
MLT,"NAT",2019,Q4,0
NLD,"NAT",2019,Q4,275
NOR,"NAT",2019,Q4,4090895
POL,"NAT",2019,Q4,517402
PRT,"NAT",2019,Q4,1087768
ROU,"NAT",2019,Q4,343936
RS,"NAT",2019,Q4,28
SWE,"NAT",2019,Q4,1783504
SVN,"NAT",2019,Q4,0
SVK,"NAT",2019,Q4,457
TUR,"NAT",2019,Q4,11886708
GBR,"NAT",2019,Q4,5503212
AUT,TOTAL,2019,Q4,8518974
BEL,TOTAL,2019,Q4,8327308
BGR,TOTAL,2019,Q4,1936653
CHE,TOTAL,2019,Q4,13277261
CYP,TOTAL,2019,Q4,2369281
CZE,TOTAL,2019,Q4,4267915
DEU,TOTAL,2019,Q4,52745034
DNK,TOTAL,2019,Q4,7975056
EST,TOTAL,2019,Q4,791419
GRC,TOTAL,2019,Q4,8997955
ESP,TOTAL,2019,Q4,50153014
FIN,TOTAL,2019,Q4,5677080
FRA,TOTAL,2019,Q4,38573457
HRV,TOTAL,2019,Q4,1554664
HUN,TOTAL,2019,Q4,4198148
IRL,TOTAL,2019,Q4,8527155
ISL,TOTAL,2019,Q4,1518956
ITA,TOTAL,2019,Q4,36084786
LTU,TOTAL,2019,Q4,1596689
LUX,TOTAL,2019,Q4,1072228
LVA,TOTAL,2019,Q4,1835515
MNE,TOTAL,2019,Q4,399719
MKD,TOTAL,2019,Q4,559327
MLT,TOTAL,2019,Q4,1675768
NLD,TOTAL,2019,Q4,19185900
NOR,TOTAL,2019,Q4,9559401
POL,TOTAL,2019,Q4,10848901
PRT,TOTAL,2019,Q4,12212694
ROU,TOTAL,2019,Q4,5117548
RS,TOTAL,2019,Q4,1535634
SWE,TOTAL,2019,Q4,8701800
SVN,TOTAL,2019,Q4,270528
SVK,TOTAL,2019,Q4,524432
TUR,TOTAL,2019,Q4,35459073
GBR,TOTAL,2019,Q4,62622420
AUT,INTL,2019,Q3,10217607
BEL,INTL,2019,Q3,10556191
BGR,INTL,2019,Q3,4948622
CHE,INTL,2019,Q3,16140760
CYP,INTL,2019,Q3,4287263
CZE,INTL,2019,Q3,6361886
DEU,INTL,2019,Q3,61960659
DNK,INTL,2019,Q3,9864705
EST,INTL,2019,Q3,943906
GRC,INTL,2019,Q3,23015709
ESP,INTL,2019,Q3,60210236
FIN,INTL,2019,Q3,5719627
FRA,INTL,2019,Q3,41456103
HRV,INTL,2019,Q3,4947472
HUN,INTL,2019,Q3,4913502
IRL,INTL,2019,Q3,11548859
ISL,INTL,2019,Q3,2340189
ITA,INTL,2019,Q3,41144967
LTU,INTL,2019,Q3,1822248
LUX,INTL,2019,Q3,1260262
LVA,INTL,2019,Q3,2394000
MNE,INTL,2019,Q3,1282972
MKD,INTL,2019,Q3,737178
MLT,INTL,2019,Q3,2387620
NLD,INTL,2019,Q3,23092063
NOR,INTL,2019,Q3,7627256
POL,INTL,2019,Q3,14253771
PRT,INTL,2019,Q3,15555622
ROU,INTL,2019,Q3,6228075
RS,INTL,2019,Q3,2395845
SWE,INTL,2019,Q3,9180062
SVN,INTL,2019,Q3,590348
SVK,INTL,2019,Q3,1158831
TUR,INTL,2019,Q3,39817312
GBR,INTL,2019,Q3,77662305
AUT,"NAT",2019,Q3,156327
BEL,"NAT",2019,Q3,2626
BGR,"NAT",2019,Q3,110860
CHE,"NAT",2019,Q3,195357
CYP,"NAT",2019,Q3,0
CZE,"NAT",2019,Q3,21335
DEU,"NAT",2019,Q3,5974439
DNK,"NAT",2019,Q3,484804
EST,"NAT",2019,Q3,9640
GRC,"NAT",2019,Q3,2952783
ESP,"NAT",2019,Q3,12291738
FIN,"NAT",2019,Q3,617906
FRA,"NAT",2019,Q3,8680351
HRV,"NAT",2019,Q3,184371
HUN,"NAT",2019,Q3,18
IRL,"NAT",2019,Q3,31004
ISL,"NAT",2019,Q3,90243
ITA,"NAT",2019,Q3,9509299
LTU,"NAT",2019,Q3,5
LUX,"NAT",2019,Q3,368
LVA,"NAT",2019,Q3,5071
MNE,"NAT",2019,Q3,31
MKD,"NAT",2019,Q3,0
MLT,"NAT",2019,Q3,7
NLD,"NAT",2019,Q3,1050
NOR,"NAT",2019,Q3,4135057
POL,"NAT",2019,Q3,524912
PRT,"NAT",2019,Q3,1563783
ROU,"NAT",2019,Q3,347064
RS,"NAT",2019,Q3,30
SWE,"NAT",2019,Q3,1649085
SVN,"NAT",2019,Q3,0
SVK,"NAT",2019,Q3,591
TUR,"NAT",2019,Q3,13515356
GBR,"NAT",2019,Q3,6131705
AUT,TOTAL,2019,Q3,10373934
BEL,TOTAL,2019,Q3,10558817
BGR,TOTAL,2019,Q3,5059482
CHE,TOTAL,2019,Q3,16336117
CYP,TOTAL,2019,Q3,4287263
CZE,TOTAL,2019,Q3,6383221
DEU,TOTAL,2019,Q3,67935098
DNK,TOTAL,2019,Q3,10349509
EST,TOTAL,2019,Q3,953546
GRC,TOTAL,2019,Q3,25968492
ESP,TOTAL,2019,Q3,72501974
FIN,TOTAL,2019,Q3,6337533
FRA,TOTAL,2019,Q3,50136454
HRV,TOTAL,2019,Q3,5131843
HUN,TOTAL,2019,Q3,4913520
IRL,TOTAL,2019,Q3,11579863
ISL,TOTAL,2019,Q3,2430432
ITA,TOTAL,2019,Q3,50654266
LTU,TOTAL,2019,Q3,1822253
LUX,TOTAL,2019,Q3,1260630
LVA,TOTAL,2019,Q3,2399071
MNE,TOTAL,2019,Q3,1283003
MKD,TOTAL,2019,Q3,737178
MLT,TOTAL,2019,Q3,2387627
NLD,TOTAL,2019,Q3,23093113
NOR,TOTAL,2019,Q3,11762313
POL,TOTAL,2019,Q3,14778683
PRT,TOTAL,2019,Q3,17119405
ROU,TOTAL,2019,Q3,6575139
RS,TOTAL,2019,Q3,2395875
SWE,TOTAL,2019,Q3,10829147
SVN,TOTAL,2019,Q3,590348
SVK,TOTAL,2019,Q3,1159422
TUR,TOTAL,2019,Q3,53332668
GBR,TOTAL,2019,Q3,83794010
AUT,INTL,2019,Q2,9234309
BEL,INTL,2019,Q2,9493498
BGR,INTL,2019,Q2,2942567
CHE,INTL,2019,Q2,14800590
CYP,INTL,2019,Q2,3322431
CZE,INTL,2019,Q2,4898056
DEU,INTL,2019,Q2,54998190
DNK,INTL,2019,Q2,8856256
EST,INTL,2019,Q2,875459
GRC,INTL,2019,Q2,13682026
ESP,INTL,2019,Q2,51793590
FIN,INTL,2019,Q2,5380609
FRA,INTL,2019,Q2,37067041
HRV,INTL,2019,Q2,3081005
HUN,INTL,2019,Q2,4374402
IRL,INTL,2019,Q2,10436590
ISL,INTL,2019,Q2,1842595
ITA,INTL,2019,Q2,35120440
LTU,INTL,2019,Q2,1767322
LUX,INTL,2019,Q2,1184695
LVA,INTL,2019,Q2,2118930
MNE,INTL,2019,Q2,713747
MKD,INTL,2019,Q2,602715
MLT,INTL,2019,Q2,2051852
NLD,INTL,2019,Q2,21819785
NOR,INTL,2019,Q2,6467093
POL,INTL,2019,Q2,11915505
PRT,INTL,2019,Q2,13961601
ROU,INTL,2019,Q2,5241285
RS,INTL,2019,Q2,1665443
SWE,INTL,2019,Q2,8415084
SVN,INTL,2019,Q2,516833
SVK,INTL,2019,Q2,693200
TUR,INTL,2019,Q2,28574016
GBR,INTL,2019,Q2,68842401
AUT,"NAT",2019,Q2,141956
BEL,"NAT",2019,Q2,3552
BGR,"NAT",2019,Q2,75300
CHE,"NAT",2019,Q2,178372
CYP,"NAT",2019,Q2,0
CZE,"NAT",2019,Q2,12231
DEU,"NAT",2019,Q2,6215696
DNK,"NAT",2019,Q2,524358
EST,"NAT",2019,Q2,7929
GRC,"NAT",2019,Q2,2260414
ESP,"NAT",2019,Q2,11159609
FIN,"NAT",2019,Q2,704063
FRA,"NAT",2019,Q2,8553718
HRV,"NAT",2019,Q2,152120
HUN,"NAT",2019,Q2,211
IRL,"NAT",2019,Q2,27115
ISL,"NAT",2019,Q2,85643
ITA,"NAT",2019,Q2,8625260
LTU,"NAT",2019,Q2,0
LUX,"NAT",2019,Q2,476
LVA,"NAT",2019,Q2,4668
MNE,"NAT",2019,Q2,0
MKD,"NAT",2019,Q2,0
MLT,"NAT",2019,Q2,6
NLD,"NAT",2019,Q2,422
NOR,"NAT",2019,Q2,4198145
POL,"NAT",2019,Q2,506341
PRT,"NAT",2019,Q2,1346275
ROU,"NAT",2019,Q2,335832
RS,"NAT",2019,Q2,39
SWE,"NAT",2019,Q2,1810307
SVN,"NAT",2019,Q2,0
SVK,"NAT",2019,Q2,640
TUR,"NAT",2019,Q2,12467412
GBR,"NAT",2019,Q2,6114178
AUT,TOTAL,2019,Q2,9376265
BEL,TOTAL,2019,Q2,9497050
BGR,TOTAL,2019,Q2,3017867
CHE,TOTAL,2019,Q2,14978962
CYP,TOTAL,2019,Q2,3322431
CZE,TOTAL,2019,Q2,4910287
DEU,TOTAL,2019,Q2,61213886
DNK,TOTAL,2019,Q2,9380614
EST,TOTAL,2019,Q2,883388
GRC,TOTAL,2019,Q2,15942440
ESP,TOTAL,2019,Q2,62953199
FIN,TOTAL,2019,Q2,6084672
FRA,TOTAL,2019,Q2,45620759
HRV,TOTAL,2019,Q2,3233125
HUN,TOTAL,2019,Q2,4374613
IRL,TOTAL,2019,Q2,10463705
ISL,TOTAL,2019,Q2,1928238
ITA,TOTAL,2019,Q2,43745700
LTU,TOTAL,2019,Q2,1767322
LUX,TOTAL,2019,Q2,1185171
LVA,TOTAL,2019,Q2,2123598
MNE,TOTAL,2019,Q2,713747
MKD,TOTAL,2019,Q2,602715
MLT,TOTAL,2019,Q2,2051858
NLD,TOTAL,2019,Q2,21820207
NOR,TOTAL,2019,Q2,10665238
POL,TOTAL,2019,Q2,12421846
PRT,TOTAL,2019,Q2,15307876
ROU,TOTAL,2019,Q2,5577117
RS,TOTAL,2019,Q2,1665482
SWE,TOTAL,2019,Q2,10225391
SVN,TOTAL,2019,Q2,516833
SVK,TOTAL,2019,Q2,693840
TUR,TOTAL,2019,Q2,41041428
GBR,TOTAL,2019,Q2,74956579
AUT,INTL,2019,Q1,7413169
BEL,INTL,2019,Q1,7109963
BGR,INTL,2019,Q1,1672386
CHE,INTL,2019,Q1,12508531
CYP,INTL,2019,Q1,1433133
CZE,INTL,2019,Q1,3285340
DEU,INTL,2019,Q1,40043751
DNK,INTL,2019,Q1,6769378
EST,INTL,2019,Q1,623984
GRC,INTL,2019,Q1,3625136
ESP,INTL,2019,Q1,33960958
FIN,INTL,2019,Q1,4309949
FRA,INTL,2019,Q1,27880793
HRV,INTL,2019,Q1,672580
HUN,INTL,2019,Q1,3244189
IRL,INTL,2019,Q1,7402319
ISL,INTL,2019,Q1,1631400
ITA,INTL,2019,Q1,24152224
LTU,INTL,2019,Q1,1323613
LUX,INTL,2019,Q1,847281
LVA,INTL,2019,Q1,1425852
MNE,INTL,2019,Q1,256332
MKD,INTL,2019,Q1,454107
MLT,INTL,2019,Q1,1202947
NLD,INTL,2019,Q1,17174588
NOR,INTL,2019,Q1,4943895
POL,INTL,2019,Q1,8481130
PRT,INTL,2019,Q1,9033633
ROU,INTL,2019,Q1,4003736
RS,INTL,2019,Q1,1110220
SWE,INTL,2019,Q1,6323772
SVN,INTL,2019,Q1,342782
SVK,INTL,2019,Q1,468614
TUR,INTL,2019,Q1,16947585
GBR,INTL,2019,Q1,50885664
AUT,"NAT",2019,Q1,129447
BEL,"NAT",2019,Q1,2341
BGR,"NAT",2019,Q1,56132
CHE,"NAT",2019,Q1,167045
CYP,"NAT",2019,Q1,22
CZE,"NAT",2019,Q1,6423
DEU,"NAT",2019,Q1,5475834
DNK,"NAT",2019,Q1,420351
EST,"NAT",2019,Q1,5986
GRC,"NAT",2019,Q1,1551645
ESP,"NAT",2019,Q1,9065253
FIN,"NAT",2019,Q1,929020
FRA,"NAT",2019,Q1,7207717
HRV,"NAT",2019,Q1,95019
HUN,"NAT",2019,Q1,24
IRL,"NAT",2019,Q1,20871
ISL,"NAT",2019,Q1,75394
ITA,"NAT",2019,Q1,6753877
LTU,"NAT",2019,Q1,2
LUX,"NAT",2019,Q1,259
LVA,"NAT",2019,Q1,2533
MNE,"NAT",2019,Q1,0
MKD,"NAT",2019,Q1,0
MLT,"NAT",2019,Q1,157
NLD,"NAT",2019,Q1,473
NOR,"NAT",2019,Q1,3917852
POL,"NAT",2019,Q1,430081
PRT,"NAT",2019,Q1,1019130
ROU,"NAT",2019,Q1,312539
RS,"NAT",2019,Q1,6
SWE,"NAT",2019,Q1,1760799
SVN,"NAT",2019,Q1,0
SVK,"NAT",2019,Q1,807
TUR,"NAT",2019,Q1,12376196
GBR,"NAT",2019,Q1,5290218
AUT,TOTAL,2019,Q1,7542616
BEL,TOTAL,2019,Q1,7112304
BGR,TOTAL,2019,Q1,1728518
CHE,TOTAL,2019,Q1,12675576
CYP,TOTAL,2019,Q1,1433155
CZE,TOTAL,2019,Q1,3291763
DEU,TOTAL,2019,Q1,45519585
DNK,TOTAL,2019,Q1,7189729
EST,TOTAL,2019,Q1,629970
GRC,TOTAL,2019,Q1,5176781
ESP,TOTAL,2019,Q1,43026211
FIN,TOTAL,2019,Q1,5238969
FRA,TOTAL,2019,Q1,35088510
HRV,TOTAL,2019,Q1,767599
HUN,TOTAL,2019,Q1,3244213
IRL,TOTAL,2019,Q1,7423190
ISL,TOTAL,2019,Q1,1706794
ITA,TOTAL,2019,Q1,30906101
LTU,TOTAL,2019,Q1,1323615
LUX,TOTAL,2019,Q1,847540
LVA,TOTAL,2019,Q1,1428385
MNE,TOTAL,2019,Q1,256332
MKD,TOTAL,2019,Q1,454107
MLT,TOTAL,2019,Q1,1203104
NLD,TOTAL,2019,Q1,17175061
NOR,TOTAL,2019,Q1,8861747
POL,TOTAL,2019,Q1,8911211
PRT,TOTAL,2019,Q1,10052763
ROU,TOTAL,2019,Q1,4316275
RS,TOTAL,2019,Q1,1110226
SWE,TOTAL,2019,Q1,8084571
SVN,TOTAL,2019,Q1,342782
SVK,TOTAL,2019,Q1,469421
TUR,TOTAL,2019,Q1,29323781
GBR,TOTAL,2019,Q1,56175882
AUT,INTL,2018,Q4,7676629
BEL,INTL,2018,Q4,7971883
BGR,INTL,2018,Q4,1773244
CHE,INTL,2018,Q4,13045704
CYP,INTL,2018,Q4,2247465
CZE,INTL,2018,Q4,3943643
DEU,INTL,2018,Q4,47255740
DNK,INTL,2018,Q4,7478667
EST,INTL,2018,Q4,726207
GRC,INTL,2018,Q4,6647861
ESP,INTL,2018,Q4,39572040
FIN,INTL,2018,Q4,4690607
FRA,INTL,2018,Q4,30118033
HRV,INTL,2018,Q4,1259277
HUN,INTL,2018,Q4,3642573
IRL,INTL,2018,Q4,8379530
ISL,INTL,2018,Q4,2082927
ITA,INTL,2018,Q4,26996836
LTU,INTL,2018,Q4,1487402
LUX,INTL,2018,Q4,960419
LVA,INTL,2018,Q4,1668318
MNE,INTL,2018,Q4,347193
MKD,INTL,2018,Q4,496304
MLT,INTL,2018,Q4,1514158
NLD,INTL,2018,Q4,18867584
NOR,INTL,2018,Q4,5405454
POL,INTL,2018,Q4,9258449
PRT,INTL,2018,Q4,10396025
ROU,INTL,2018,Q4,4365228
RS,INTL,2018,Q4,1226852
SWE,INTL,2018,Q4,7078452
SVN,INTL,2018,Q4,387404
SVK,INTL,2018,Q4,528612
TUR,INTL,2018,Q4,20990358
GBR,INTL,2018,Q4,56444600
AUT,"NAT",2018,Q4,147566
BEL,"NAT",2018,Q4,1459
BGR,"NAT",2018,Q4,64977
CHE,"NAT",2018,Q4,164892
CYP,"NAT",2018,Q4,0
CZE,"NAT",2018,Q4,11055
DEU,"NAT",2018,Q4,6227659
DNK,"NAT",2018,Q4,469097
EST,"NAT",2018,Q4,6351
GRC,"NAT",2018,Q4,1863086
ESP,"NAT",2018,Q4,9676390
FIN,"NAT",2018,Q4,840242
FRA,"NAT",2018,Q4,7706496
HRV,"NAT",2018,Q4,123079
HUN,"NAT",2018,Q4,15
IRL,"NAT",2018,Q4,24186
ISL,"NAT",2018,Q4,84139
ITA,"NAT",2018,Q4,7739180
LTU,"NAT",2018,Q4,11
LUX,"NAT",2018,Q4,177
LVA,"NAT",2018,Q4,2446
MNE,"NAT",2018,Q4,0
MKD,"NAT",2018,Q4,0
MLT,"NAT",2018,Q4,0
NLD,"NAT",2018,Q4,911
NOR,"NAT",2018,Q4,4121211
POL,"NAT",2018,Q4,491382
PRT,"NAT",2018,Q4,1243974
ROU,"NAT",2018,Q4,369121
RS,"NAT",2018,Q4,19
SWE,"NAT",2018,Q4,1988913
SVN,"NAT",2018,Q4,0
SVK,"NAT",2018,Q4,7790
TUR,"NAT",2018,Q4,12700537
GBR,"NAT",2018,Q4,5890623
AUT,TOTAL,2018,Q4,7824195
BEL,TOTAL,2018,Q4,7973342
BGR,TOTAL,2018,Q4,1838221
CHE,TOTAL,2018,Q4,13210596
CYP,TOTAL,2018,Q4,2247465
CZE,TOTAL,2018,Q4,3954698
DEU,TOTAL,2018,Q4,53483399
DNK,TOTAL,2018,Q4,7947764
EST,TOTAL,2018,Q4,732558
GRC,TOTAL,2018,Q4,8510947
ESP,TOTAL,2018,Q4,49248430
FIN,TOTAL,2018,Q4,5530849
FRA,TOTAL,2018,Q4,37824529
HRV,TOTAL,2018,Q4,1382356
HUN,TOTAL,2018,Q4,3642588
IRL,TOTAL,2018,Q4,8403716
