country,measure,year,flights
IRL,CAF_PAS_ARR,2015,111246
ISL,CAF_PAS_ARR,2015,15998
ITA,CAF_PAS_ARR,2015,621981
LTU,CAF_PAS_ARR,2015,20884
LUX,CAF_PAS_ARR,2015,21292
LVA,CAF_PAS_ARR,2015,31507
MNE,CAF_PAS_ARR,2015,
MKD,CAF_PAS_ARR,2015,6458
MLT,CAF_PAS_ARR,2015,17344
NLD,CAF_PAS_ARR,2015,246943
NOR,CAF_PAS_ARR,2015,322460
POL,CAF_PAS_ARR,2015,151754
PRT,CAF_PAS_ARR,2015,159030
ROU,CAF_PAS_ARR,2015,63094
RS,CAF_PAS_ARR,2015,
SWE,CAF_PAS_ARR,2015,214025
SVN,CAF_PAS_ARR,2015,10859
SVK,CAF_PAS_ARR,2015,9180
TUR,CAF_PAS_ARR,2015,620438
GBR,CAF_PAS_ARR,2015,1018273
AUT,CAF_PAS_DEP,2015,138148
BEL,CAF_PAS_DEP,2015,143624
BGR,CAF_PAS_DEP,2015,31866
CHE,CAF_PAS_DEP,2015,222357
CYP,CAF_PAS_DEP,2015,26831
CZE,CAF_PAS_DEP,2015,63580
DEU,CAF_PAS_DEP,2015,920240
DNK,CAF_PAS_DEP,2015,163179
EST,CAF_PAS_DEP,2015,16019
GRC,CAF_PAS_DEP,2015,214151
ESP,CAF_PAS_DEP,2015,781132
FIN,CAF_PAS_DEP,2015,107688
FRA,CAF_PAS_DEP,2015,732677
HRV,CAF_PAS_DEP,2015,36504
HUN,CAF_PAS_DEP,2015,40099
IRL,CAF_PAS_DEP,2015,111204
ISL,CAF_PAS_DEP,2015,16170
ITA,CAF_PAS_DEP,2015,620937
LTU,CAF_PAS_DEP,2015,20886
LUX,CAF_PAS_DEP,2015,21313
LVA,CAF_PAS_DEP,2015,31522
MNE,CAF_PAS_DEP,2015,
MKD,CAF_PAS_DEP,2015,6455
MLT,CAF_PAS_DEP,2015,17338
NLD,CAF_PAS_DEP,2015,246942
NOR,CAF_PAS_DEP,2015,322526
POL,CAF_PAS_DEP,2015,151179
PRT,CAF_PAS_DEP,2015,157923
ROU,CAF_PAS_DEP,2015,63147
RS,CAF_PAS_DEP,2015,
SWE,CAF_PAS_DEP,2015,214119
SVN,CAF_PAS_DEP,2015,10596
SVK,CAF_PAS_DEP,2015,9270
TUR,CAF_PAS_DEP,2015,621343
GBR,CAF_PAS_DEP,2015,1018035
AUT,CAF_PAS,2014,267003
BEL,CAF_PAS,2014,274603
BGR,CAF_PAS,2014,60713
CHE,CAF_PAS,2014,425860
CYP,CAF_PAS,2014,52421
CZE,CAF_PAS,2014,126393
DEU,CAF_PAS,2014,1591574
DNK,CAF_PAS,2014,291671
EST,CAF_PAS,2014,28934
GRC,CAF_PAS,2014,321760
ESP,CAF_PAS,2014,1230742
FIN,CAF_PAS,2014,176877
FRA,CAF_PAS,2014,1182622
HRV,CAF_PAS,2014,63311
HUN,CAF_PAS,2014,74832
IRL,CAF_PAS,2014,209700
ISL,CAF_PAS,2014,26889
ITA,CAF_PAS,2014,960234
LTU,CAF_PAS,2014,39512
LUX,CAF_PAS,2014,42105
LVA,CAF_PAS,2014,60893
MNE,CAF_PAS,2014,
MKD,CAF_PAS,2014,
MLT,CAF_PAS,2014,32572
NLD,CAF_PAS,2014,478872
NOR,CAF_PAS,2014,443546
POL,CAF_PAS,2014,255419
PRT,CAF_PAS,2014,266641
ROU,CAF_PAS,2014,108833
RS,CAF_PAS,2014,
SWE,CAF_PAS,2014,335475
SVN,CAF_PAS,2014,20473
SVK,CAF_PAS,2014,15976
TUR,CAF_PAS,2014,843193
GBR,CAF_PAS,2014,1751751
AUT,CAF_PAS_ARR,2014,140453
BEL,CAF_PAS_ARR,2014,137792
BGR,CAF_PAS_ARR,2014,31606
CHE,CAF_PAS_ARR,2014,219059
CYP,CAF_PAS_ARR,2014,26215
CZE,CAF_PAS_ARR,2014,63362
DEU,CAF_PAS_ARR,2014,916434
DNK,CAF_PAS_ARR,2014,160826
EST,CAF_PAS_ARR,2014,14458
GRC,CAF_PAS_ARR,2014,198719
ESP,CAF_PAS_ARR,2014,760756
FIN,CAF_PAS_ARR,2014,109475
FRA,CAF_PAS_ARR,2014,729149
HRV,CAF_PAS_ARR,2014,35275
HUN,CAF_PAS_ARR,2014,37422
IRL,CAF_PAS_ARR,2014,105552
ISL,CAF_PAS_ARR,2014,13350
ITA,CAF_PAS_ARR,2014,595550
LTU,CAF_PAS_ARR,2014,19788
LUX,CAF_PAS_ARR,2014,21058
LVA,CAF_PAS_ARR,2014,30424
MNE,CAF_PAS_ARR,2014,
MKD,CAF_PAS_ARR,2014,
MLT,CAF_PAS_ARR,2014,16484
NLD,CAF_PAS_ARR,2014,239605
NOR,CAF_PAS_ARR,2014,301895
POL,CAF_PAS_ARR,2014,140886
PRT,CAF_PAS_ARR,2014,149024
ROU,CAF_PAS_ARR,2014,58909
RS,CAF_PAS_ARR,2014,
SWE,CAF_PAS_ARR,2014,213875
SVN,CAF_PAS_ARR,2014,10402
SVK,CAF_PAS_ARR,2014,8316
TUR,CAF_PAS_ARR,2014,573206
GBR,CAF_PAS_ARR,2014,994127
AUT,CAF_PAS_DEP,2014,140470
BEL,CAF_PAS_DEP,2014,137714
BGR,CAF_PAS_DEP,2014,31621
CHE,CAF_PAS_DEP,2014,218933
CYP,CAF_PAS_DEP,2014,26221
CZE,CAF_PAS_DEP,2014,63031
DEU,CAF_PAS_DEP,2014,915728
DNK,CAF_PAS_DEP,2014,160963
EST,CAF_PAS_DEP,2014,14476
GRC,CAF_PAS_DEP,2014,200177
ESP,CAF_PAS_DEP,2014,761484
FIN,CAF_PAS_DEP,2014,109442
FRA,CAF_PAS_DEP,2014,728723
HRV,CAF_PAS_DEP,2014,35312
HUN,CAF_PAS_DEP,2014,37410
IRL,CAF_PAS_DEP,2014,105589
ISL,CAF_PAS_DEP,2014,13539
ITA,CAF_PAS_DEP,2014,594482
LTU,CAF_PAS_DEP,2014,19733
LUX,CAF_PAS_DEP,2014,21089
LVA,CAF_PAS_DEP,2014,30469
MNE,CAF_PAS_DEP,2014,
MKD,CAF_PAS_DEP,2014,
MLT,CAF_PAS_DEP,2014,16424
NLD,CAF_PAS_DEP,2014,239543
NOR,CAF_PAS_DEP,2014,301644
POL,CAF_PAS_DEP,2014,140928
PRT,CAF_PAS_DEP,2014,148078
ROU,CAF_PAS_DEP,2014,58836
RS,CAF_PAS_DEP,2014,
SWE,CAF_PAS_DEP,2014,214029
SVN,CAF_PAS_DEP,2014,10071
SVK,CAF_PAS_DEP,2014,8440
TUR,CAF_PAS_DEP,2014,574261
GBR,CAF_PAS_DEP,2014,994070
AUT,CAF_PAS,2013,265660
BEL,CAF_PAS,2013,265379
BGR,CAF_PAS,2013,56859
CHE,CAF_PAS,2013,419334
CYP,CAF_PAS,2013,49895
CZE,CAF_PAS,2013,129454
DEU,CAF_PAS,2013,1654117
DNK,CAF_PAS,2013,290666
EST,CAF_PAS,2013,28584
GRC,CAF_PAS,2013,285640
ESP,CAF_PAS,2013,1187856
FIN,CAF_PAS,2013,178599
FRA,CAF_PAS,2013,1194266
HRV,CAF_PAS,2013,59569
HUN,CAF_PAS,2013,71756
IRL,CAF_PAS,2013,197043
ISL,CAF_PAS,2013,22618
ITA,CAF_PAS,2013,971156
LTU,CAF_PAS,2013,35081
LUX,CAF_PAS,2013,40919
LVA,CAF_PAS,2013,62215
MNE,CAF_PAS,2013,
MKD,CAF_PAS,2013,
MLT,CAF_PAS,2013,30966
NLD,CAF_PAS,2013,465867
NOR,CAF_PAS,2013,440386
POL,CAF_PAS,2013,243133
PRT,CAF_PAS,2013,250981
ROU,CAF_PAS,2013,105575
RS,CAF_PAS,2013,
SWE,CAF_PAS,2013,331920
SVN,CAF_PAS,2013,21083
SVK,CAF_PAS,2013,15278
TUR,CAF_PAS,2013,769575
GBR,CAF_PAS,2013,1716777
AUT,CAF_PAS_ARR,2013,140205
BEL,CAF_PAS_ARR,2013,133029
BGR,CAF_PAS_ARR,2013,29821
CHE,CAF_PAS_ARR,2013,215056
CYP,CAF_PAS_ARR,2013,24959
CZE,CAF_PAS_ARR,2013,64888
DEU,CAF_PAS_ARR,2013,966708
DNK,CAF_PAS_ARR,2013,159229
EST,CAF_PAS_ARR,2013,14284
GRC,CAF_PAS_ARR,2013,178565
ESP,CAF_PAS_ARR,2013,736212
FIN,CAF_PAS_ARR,2013,111142
FRA,CAF_PAS_ARR,2013,743088
HRV,CAF_PAS_ARR,2013,33117
HUN,CAF_PAS_ARR,2013,35859
IRL,CAF_PAS_ARR,2013,99194
ISL,CAF_PAS_ARR,2013,11202
ITA,CAF_PAS_ARR,2013,612839
LTU,CAF_PAS_ARR,2013,17546
LUX,CAF_PAS_ARR,2013,20456
LVA,CAF_PAS_ARR,2013,31105
MNE,CAF_PAS_ARR,2013,
MKD,CAF_PAS_ARR,2013,
MLT,CAF_PAS_ARR,2013,15589
NLD,CAF_PAS_ARR,2013,233046
NOR,CAF_PAS_ARR,2013,298524
POL,CAF_PAS_ARR,2013,134491
PRT,CAF_PAS_ARR,2013,140671
ROU,CAF_PAS_ARR,2013,58060
RS,CAF_PAS_ARR,2013,
SWE,CAF_PAS_ARR,2013,210693
SVN,CAF_PAS_ARR,2013,10576
SVK,CAF_PAS_ARR,2013,7954
TUR,CAF_PAS_ARR,2013,523339
GBR,CAF_PAS_ARR,2013,978396
AUT,CAF_PAS_DEP,2013,140262
BEL,CAF_PAS_DEP,2013,132999
BGR,CAF_PAS_DEP,2013,29815
CHE,CAF_PAS_DEP,2013,214931
CYP,CAF_PAS_DEP,2013,24949
CZE,CAF_PAS_DEP,2013,64566
DEU,CAF_PAS_DEP,2013,965891
DNK,CAF_PAS_DEP,2013,159414
EST,CAF_PAS_DEP,2013,14300
GRC,CAF_PAS_DEP,2013,180059
ESP,CAF_PAS_DEP,2013,737119
FIN,CAF_PAS_DEP,2013,111187
FRA,CAF_PAS_DEP,2013,742575
HRV,CAF_PAS_DEP,2013,33200
HUN,CAF_PAS_DEP,2013,35897
IRL,CAF_PAS_DEP,2013,99289
ISL,CAF_PAS_DEP,2013,11416
ITA,CAF_PAS_DEP,2013,611134
LTU,CAF_PAS_DEP,2013,17546
LUX,CAF_PAS_DEP,2013,20496
LVA,CAF_PAS_DEP,2013,31112
MNE,CAF_PAS_DEP,2013,
MKD,CAF_PAS_DEP,2013,
MLT,CAF_PAS_DEP,2013,15589
NLD,CAF_PAS_DEP,2013,233098
NOR,CAF_PAS_DEP,2013,298564
POL,CAF_PAS_DEP,2013,134511
PRT,CAF_PAS_DEP,2013,140228
ROU,CAF_PAS_DEP,2013,57689
RS,CAF_PAS_DEP,2013,
SWE,CAF_PAS_DEP,2013,210812
SVN,CAF_PAS_DEP,2013,10507
SVK,CAF_PAS_DEP,2013,8032
TUR,CAF_PAS_DEP,2013,524554
GBR,CAF_PAS_DEP,2013,978998
AUT,CAF_PAS,2012,278365
BEL,CAF_PAS,2012,272969
BGR,CAF_PAS,2012,57956
CHE,CAF_PAS,2012,427044
CYP,CAF_PAS,2012,56112
CZE,CAF_PAS,2012,133569
DEU,CAF_PAS,2012,1712690
DNK,CAF_PAS,2012,285553
EST,CAF_PAS,2012,39048
GRC,CAF_PAS,2012,287573
ESP,CAF_PAS,2012,1238512
FIN,CAF_PAS,2012,187234
FRA,CAF_PAS,2012,1223060
HRV,CAF_PAS,2012,57718
HUN,CAF_PAS,2012,75716
IRL,CAF_PAS,2012,194697
ISL,CAF_PAS,2012,19897
ITA,CAF_PAS,2012,1023162
LTU,CAF_PAS,2012,35209
LUX,CAF_PAS,2012,40379
LVA,CAF_PAS,2012,64123
MNE,CAF_PAS,2012,
MKD,CAF_PAS,2012,
MLT,CAF_PAS,2012,28424
NLD,CAF_PAS,2012,458121
NOR,CAF_PAS,2012,425941
POL,CAF_PAS,2012,244901
PRT,CAF_PAS,2012,245200
ROU,CAF_PAS,2012,111251
RS,CAF_PAS,2012,
SWE,CAF_PAS,2012,325641
SVN,CAF_PAS,2012,22198
SVK,CAF_PAS,2012,16030
TUR,CAF_PAS,2012,690582
GBR,CAF_PAS,2012,1691734
AUT,CAF_PAS_ARR,2012,146858
BEL,CAF_PAS_ARR,2012,136875
BGR,CAF_PAS_ARR,2012,30627
CHE,CAF_PAS_ARR,2012,219058
CYP,CAF_PAS_ARR,2012,28120
CZE,CAF_PAS_ARR,2012,66945
DEU,CAF_PAS_ARR,2012,1009105
DNK,CAF_PAS_ARR,2012,156139
EST,CAF_PAS_ARR,2012,19515
GRC,CAF_PAS_ARR,2012,183450
ESP,CAF_PAS_ARR,2012,788831
FIN,CAF_PAS_ARR,2012,117821
FRA,CAF_PAS_ARR,2012,759280
HRV,CAF_PAS_ARR,2012,32469
HUN,CAF_PAS_ARR,2012,37844
IRL,CAF_PAS_ARR,2012,98110
ISL,CAF_PAS_ARR,2012,9776
ITA,CAF_PAS_ARR,2012,650812
LTU,CAF_PAS_ARR,2012,17615
LUX,CAF_PAS_ARR,2012,20178
LVA,CAF_PAS_ARR,2012,32029
MNE,CAF_PAS_ARR,2012,
MKD,CAF_PAS_ARR,2012,
MLT,CAF_PAS_ARR,2012,14321
NLD,CAF_PAS_ARR,2012,229204
NOR,CAF_PAS_ARR,2012,291454
POL,CAF_PAS_ARR,2012,139653
PRT,CAF_PAS_ARR,2012,137495
ROU,CAF_PAS_ARR,2012,59540
RS,CAF_PAS_ARR,2012,
SWE,CAF_PAS_ARR,2012,207343
SVN,CAF_PAS_ARR,2012,11108
SVK,CAF_PAS_ARR,2012,8537
TUR,CAF_PAS_ARR,2012,466078
GBR,CAF_PAS_ARR,2012,968348
AUT,CAF_PAS_DEP,2012,146971
BEL,CAF_PAS_DEP,2012,136751
BGR,CAF_PAS_DEP,2012,30638
CHE,CAF_PAS_DEP,2012,218865
CYP,CAF_PAS_DEP,2012,28153
CZE,CAF_PAS_DEP,2012,66624
DEU,CAF_PAS_DEP,2012,1008626
DNK,CAF_PAS_DEP,2012,156305
EST,CAF_PAS_DEP,2012,19533
GRC,CAF_PAS_DEP,2012,185239
ESP,CAF_PAS_DEP,2012,789337
FIN,CAF_PAS_DEP,2012,117778
FRA,CAF_PAS_DEP,2012,758855
HRV,CAF_PAS_DEP,2012,32449
HUN,CAF_PAS_DEP,2012,37872
IRL,CAF_PAS_DEP,2012,98074
ISL,CAF_PAS_DEP,2012,10121
ITA,CAF_PAS_DEP,2012,649556
LTU,CAF_PAS_DEP,2012,17595
LUX,CAF_PAS_DEP,2012,20217
LVA,CAF_PAS_DEP,2012,32094
MNE,CAF_PAS_DEP,2012,
MKD,CAF_PAS_DEP,2012,
MLT,CAF_PAS_DEP,2012,14327
NLD,CAF_PAS_DEP,2012,229234
NOR,CAF_PAS_DEP,2012,291110
POL,CAF_PAS_DEP,2012,139663
PRT,CAF_PAS_DEP,2012,137271
ROU,CAF_PAS_DEP,2012,59645
RS,CAF_PAS_DEP,2012,
SWE,CAF_PAS_DEP,2012,207811
SVN,CAF_PAS_DEP,2012,11090
SVK,CAF_PAS_DEP,2012,8559
TUR,CAF_PAS_DEP,2012,466914
GBR,CAF_PAS_DEP,2012,968497
AUT,CAF_PAS,2011,286365
BEL,CAF_PAS,2011,283199
BGR,CAF_PAS,2011,61706
CHE,CAF_PAS,2011,420517
CYP,CAF_PAS,2011,58162
CZE,CAF_PAS,2011,152752
DEU,CAF_PAS,2011,1746193
DNK,CAF_PAS,2011,295975
EST,CAF_PAS,2011,30497
GRC,CAF_PAS,2011,307451
ESP,CAF_PAS,2011,1339509
FIN,CAF_PAS,2011,207811
FRA,CAF_PAS,2011,1242775
HRV,CAF_PAS,2011,57198
HUN,CAF_PAS,2011,98140
IRL,CAF_PAS,2011,197140
ISL,CAF_PAS,2011,18297
ITA,CAF_PAS,2011,1047525
LTU,CAF_PAS,2011,33509
LUX,CAF_PAS,2011,39326
LVA,CAF_PAS,2011,69826
MNE,CAF_PAS,2011,
MKD,CAF_PAS,2011,
MLT,CAF_PAS,2011,28152
NLD,CAF_PAS,2011,452532
NOR,CAF_PAS,2011,408862
POL,CAF_PAS,2011,236948
PRT,CAF_PAS,2011,246796
ROU,CAF_PAS,2011,119993
RS,CAF_PAS,2011,
SWE,CAF_PAS,2011,335503
SVN,CAF_PAS,2011,25438
SVK,CAF_PAS,2011,19838
TUR,CAF_PAS,2011,
GBR,CAF_PAS,2011,1710247
AUT,CAF_PAS_ARR,2011,150783
BEL,CAF_PAS_ARR,2011,142071
BGR,CAF_PAS_ARR,2011,32609
CHE,CAF_PAS_ARR,2011,215812
CYP,CAF_PAS_ARR,2011,29329
CZE,CAF_PAS_ARR,2011,76504
DEU,CAF_PAS_ARR,2011,1035782
DNK,CAF_PAS_ARR,2011,168160
EST,CAF_PAS_ARR,2011,15241
GRC,CAF_PAS_ARR,2011,196230
ESP,CAF_PAS_ARR,2011,872950
FIN,CAF_PAS_ARR,2011,132928
FRA,CAF_PAS_ARR,2011,769923
HRV,CAF_PAS_ARR,2011,32456
HUN,CAF_PAS_ARR,2011,49066
IRL,CAF_PAS_ARR,2011,99123
ISL,CAF_PAS_ARR,2011,8955
ITA,CAF_PAS_ARR,2011,673399
LTU,CAF_PAS_ARR,2011,16792
LUX,CAF_PAS_ARR,2011,19660
LVA,CAF_PAS_ARR,2011,34843
MNE,CAF_PAS_ARR,2011,
MKD,CAF_PAS_ARR,2011,
MLT,CAF_PAS_ARR,2011,14147
NLD,CAF_PAS_ARR,2011,226471
NOR,CAF_PAS_ARR,2011,279853
POL,CAF_PAS_ARR,2011,131167
PRT,CAF_PAS_ARR,2011,138851
ROU,CAF_PAS_ARR,2011,64307
RS,CAF_PAS_ARR,2011,
SWE,CAF_PAS_ARR,2011,213607
SVN,CAF_PAS_ARR,2011,12788
SVK,CAF_PAS_ARR,2011,10480
TUR,CAF_PAS_ARR,2011,
GBR,CAF_PAS_ARR,2011,982275
AUT,CAF_PAS_DEP,2011,150933
BEL,CAF_PAS_DEP,2011,141985
BGR,CAF_PAS_DEP,2011,32640
CHE,CAF_PAS_DEP,2011,215570
CYP,CAF_PAS_DEP,2011,29315
CZE,CAF_PAS_DEP,2011,76248
DEU,CAF_PAS_DEP,2011,1035535
DNK,CAF_PAS_DEP,2011,168308
EST,CAF_PAS_DEP,2011,15256
GRC,CAF_PAS_DEP,2011,197780
ESP,CAF_PAS_DEP,2011,873267
FIN,CAF_PAS_DEP,2011,132034
FRA,CAF_PAS_DEP,2011,769781
HRV,CAF_PAS_DEP,2011,32278
HUN,CAF_PAS_DEP,2011,49074
IRL,CAF_PAS_DEP,2011,100919
ISL,CAF_PAS_DEP,2011,9342
ITA,CAF_PAS_DEP,2011,671466
LTU,CAF_PAS_DEP,2011,16720
LUX,CAF_PAS_DEP,2011,19686
LVA,CAF_PAS_DEP,2011,34983
MNE,CAF_PAS_DEP,2011,
MKD,CAF_PAS_DEP,2011,
MLT,CAF_PAS_DEP,2011,14138
NLD,CAF_PAS_DEP,2011,226576
NOR,CAF_PAS_DEP,2011,279573
POL,CAF_PAS_DEP,2011,131031
PRT,CAF_PAS_DEP,2011,138135
ROU,CAF_PAS_DEP,2011,64862
RS,CAF_PAS_DEP,2011,
SWE,CAF_PAS_DEP,2011,214200
SVN,CAF_PAS_DEP,2011,12650
SVK,CAF_PAS_DEP,2011,10567
TUR,CAF_PAS_DEP,2011,
GBR,CAF_PAS_DEP,2011,981616
AUT,CAF_PAS,2010,289122
BEL,CAF_PAS,2010,266644
BGR,CAF_PAS,2010,59393
CHE,CAF_PAS,2010,385574
CYP,CAF_PAS,2010,59881
CZE,CAF_PAS,2010,158323
DEU,CAF_PAS,2010,1618788
DNK,CAF_PAS,2010,285365
EST,CAF_PAS,2010,24751
GRC,CAF_PAS,2010,309262
ESP,CAF_PAS,2010,1282584
FIN,CAF_PAS,2010,185386
FRA,CAF_PAS,2010,1187864
HRV,CAF_PAS,2010,57614
HUN,CAF_PAS,2010,93752
IRL,CAF_PAS,2010,195034
ISL,CAF_PAS,2010,15379
ITA,CAF_PAS,2010,1042893
LTU,CAF_PAS,2010,31739
LUX,CAF_PAS,2010,35550
LVA,CAF_PAS,2010,66025
MNE,CAF_PAS,2010,
MKD,CAF_PAS,2010,
MLT,CAF_PAS,2010,28990
NLD,CAF_PAS,2010,413355
NOR,CAF_PAS,2010,388933
POL,CAF_PAS,2010,221405
PRT,CAF_PAS,2010,237344
ROU,CAF_PAS,2010,119207
RS,CAF_PAS,2010,
SWE,CAF_PAS,2010,306312
SVN,CAF_PAS,2010,26643
SVK,CAF_PAS,2010,21976
TUR,CAF_PAS,2010,
GBR,CAF_PAS,2010,1658508
AUT,CAF_PAS_ARR,2010,154296
BEL,CAF_PAS_ARR,2010,133855
BGR,CAF_PAS_ARR,2010,31135
CHE,CAF_PAS_ARR,2010,198276
CYP,CAF_PAS_ARR,2010,30503
CZE,CAF_PAS_ARR,2010,79266
DEU,CAF_PAS_ARR,2010,959021
DNK,CAF_PAS_ARR,2010,162632
EST,CAF_PAS_ARR,2010,12366
GRC,CAF_PAS_ARR,2010,202432
ESP,CAF_PAS_ARR,2010,850160
FIN,CAF_PAS_ARR,2010,119567
FRA,CAF_PAS_ARR,2010,737363
HRV,CAF_PAS_ARR,2010,32399
HUN,CAF_PAS_ARR,2010,46868
IRL,CAF_PAS_ARR,2010,101570
ISL,CAF_PAS_ARR,2010,7571
ITA,CAF_PAS_ARR,2010,669335
LTU,CAF_PAS_ARR,2010,15903
LUX,CAF_PAS_ARR,2010,17789
LVA,CAF_PAS_ARR,2010,32856
MNE,CAF_PAS_ARR,2010,
MKD,CAF_PAS_ARR,2010,
MLT,CAF_PAS_ARR,2010,14523
NLD,CAF_PAS_ARR,2010,206989
NOR,CAF_PAS_ARR,2010,267439
POL,CAF_PAS_ARR,2010,120688
PRT,CAF_PAS_ARR,2010,134983
ROU,CAF_PAS_ARR,2010,64769
RS,CAF_PAS_ARR,2010,
SWE,CAF_PAS_ARR,2010,194518
SVN,CAF_PAS_ARR,2010,13419
SVK,CAF_PAS_ARR,2010,11691
TUR,CAF_PAS_ARR,2010,
GBR,CAF_PAS_ARR,2010,960393
AUT,CAF_PAS_DEP,2010,154523
BEL,CAF_PAS_DEP,2010,133634
BGR,CAF_PAS_DEP,2010,31141
CHE,CAF_PAS_DEP,2010,198092
CYP,CAF_PAS_DEP,2010,30702
CZE,CAF_PAS_DEP,2010,79057
DEU,CAF_PAS_DEP,2010,957846
DNK,CAF_PAS_DEP,2010,162794
EST,CAF_PAS_DEP,2010,12385
GRC,CAF_PAS_DEP,2010,203915
ESP,CAF_PAS_DEP,2010,850693
FIN,CAF_PAS_DEP,2010,118695
FRA,CAF_PAS_DEP,2010,736560
HRV,CAF_PAS_DEP,2010,32286
HUN,CAF_PAS_DEP,2010,46884
IRL,CAF_PAS_DEP,2010,101757
ISL,CAF_PAS_DEP,2010,7808
ITA,CAF_PAS_DEP,2010,667171
LTU,CAF_PAS_DEP,2010,15846
LUX,CAF_PAS_DEP,2010,17787
LVA,CAF_PAS_DEP,2010,33170
MNE,CAF_PAS_DEP,2010,
MKD,CAF_PAS_DEP,2010,
MLT,CAF_PAS_DEP,2010,14522
NLD,CAF_PAS_DEP,2010,207041
NOR,CAF_PAS_DEP,2010,267144
POL,CAF_PAS_DEP,2010,120473
PRT,CAF_PAS_DEP,2010,134333
ROU,CAF_PAS_DEP,2010,64232
RS,CAF_PAS_DEP,2010,
SWE,CAF_PAS_DEP,2010,194738
SVN,CAF_PAS_DEP,2010,13224
SVK,CAF_PAS_DEP,2010,11735
TUR,CAF_PAS_DEP,2010,
GBR,CAF_PAS_DEP,2010,959965
AUT,CAF_PAS,2009,287432
BEL,CAF_PAS,2009,264802
BGR,CAF_PAS,2009,57484
CHE,CAF_PAS,2009,379773
CYP,CAF_PAS,2009,61986
CZE,CAF_PAS,2009,168272
DEU,CAF_PAS,2009,1620189
DNK,CAF_PAS,2009,271412
EST,CAF_PAS,2009,23827
GRC,CAF_PAS,2009,327078
ESP,CAF_PAS,2009,1274588
FIN,CAF_PAS,2009,181852
FRA,CAF_PAS,2009,1316105
HRV,CAF_PAS,2009,56104
HUN,CAF_PAS,2009,98715
IRL,CAF_PAS,2009,215840
ISL,CAF_PAS,2009,15066
ITA,CAF_PAS,2009,1014160
LTU,CAF_PAS,2009,26010
LUX,CAF_PAS,2009,35558
LVA,CAF_PAS,2009,57232
MNE,CAF_PAS,2009,
MKD,CAF_PAS,2009,
MLT,CAF_PAS,2009,26625
NLD,CAF_PAS,2009,417519
NOR,CAF_PAS,2009,379302
POL,CAF_PAS,2009,214807
PRT,CAF_PAS,2009,226834
ROU,CAF_PAS,2009,115694
RS,CAF_PAS,2009,
SWE,CAF_PAS,2009,301334
SVN,CAF_PAS,2009,30234
SVK,CAF_PAS,2009,24725
TUR,CAF_PAS,2009,
GBR,CAF_PAS,2009,1752281
AUT,CAF_PAS_ARR,2009,153472
BEL,CAF_PAS_ARR,2009,132851
BGR,CAF_PAS_ARR,2009,30253
CHE,CAF_PAS_ARR,2009,195396
CYP,CAF_PAS_ARR,2009,31900
CZE,CAF_PAS_ARR,2009,84216
DEU,CAF_PAS_ARR,2009,961883
DNK,CAF_PAS_ARR,2009,153447
EST,CAF_PAS_ARR,2009,11910
GRC,CAF_PAS_ARR,2009,217514
ESP,CAF_PAS_ARR,2009,850782
FIN,CAF_PAS_ARR,2009,119594
FRA,CAF_PAS_ARR,2009,820569
HRV,CAF_PAS_ARR,2009,32013
HUN,CAF_PAS_ARR,2009,49346
IRL,CAF_PAS_ARR,2009,113571
ISL,CAF_PAS_ARR,2009,7373
ITA,CAF_PAS_ARR,2009,656704
LTU,CAF_PAS_ARR,2009,13009
LUX,CAF_PAS_ARR,2009,17771
LVA,CAF_PAS_ARR,2009,28448
MNE,CAF_PAS_ARR,2009,
MKD,CAF_PAS_ARR,2009,
MLT,CAF_PAS_ARR,2009,13476
NLD,CAF_PAS_ARR,2009,209037
NOR,CAF_PAS_ARR,2009,262275
POL,CAF_PAS_ARR,2009,117248
PRT,CAF_PAS_ARR,2009,130025
ROU,CAF_PAS_ARR,2009,60986
RS,CAF_PAS_ARR,2009,
SWE,CAF_PAS_ARR,2009,192315
SVN,CAF_PAS_ARR,2009,15307
SVK,CAF_PAS_ARR,2009,13510
TUR,CAF_PAS_ARR,2009,
GBR,CAF_PAS_ARR,2009,1018662
AUT,CAF_PAS_DEP,2009,153661
BEL,CAF_PAS_DEP,2009,132802
BGR,CAF_PAS_DEP,2009,30244
CHE,CAF_PAS_DEP,2009,195325
CYP,CAF_PAS_DEP,2009,31787
CZE,CAF_PAS_DEP,2009,84056
DEU,CAF_PAS_DEP,2009,960942
DNK,CAF_PAS_DEP,2009,153581
EST,CAF_PAS_DEP,2009,11917
GRC,CAF_PAS_DEP,2009,219010
ESP,CAF_PAS_DEP,2009,851401
FIN,CAF_PAS_DEP,2009,120167
FRA,CAF_PAS_DEP,2009,827512
HRV,CAF_PAS_DEP,2009,31955
HUN,CAF_PAS_DEP,2009,49369
IRL,CAF_PAS_DEP,2009,113500
ISL,CAF_PAS_DEP,2009,7693
ITA,CAF_PAS_DEP,2009,654666
LTU,CAF_PAS_DEP,2009,13009
LUX,CAF_PAS_DEP,2009,17805
LVA,CAF_PAS_DEP,2009,28784
MNE,CAF_PAS_DEP,2009,
MKD,CAF_PAS_DEP,2009,
MLT,CAF_PAS_DEP,2009,13465
NLD,CAF_PAS_DEP,2009,209077
NOR,CAF_PAS_DEP,2009,262059
POL,CAF_PAS_DEP,2009,117097
PRT,CAF_PAS_DEP,2009,129159
ROU,CAF_PAS_DEP,2009,61460
RS,CAF_PAS_DEP,2009,
SWE,CAF_PAS_DEP,2009,192542
