country,measure,year,flights
SVN,CAF_PAS_DEP,2009,14927
SVK,CAF_PAS_DEP,2009,13543
TUR,CAF_PAS_DEP,2009,
GBR,CAF_PAS_DEP,2009,1017996
AUT,CAF_PAS,2008,315137
BEL,CAF_PAS,2008,273578
BGR,CAF_PAS,2008,62695
CHE,CAF_PAS,2008,399892
CYP,CAF_PAS,2008,68558
CZE,CAF_PAS,2008,180589
DEU,CAF_PAS,2008,1734776
DNK,CAF_PAS,2008,304428
EST,CAF_PAS,2008,31719
GRC,CAF_PAS,2008,322466
ESP,CAF_PAS,2008,1421113
FIN,CAF_PAS,2008,194004
FRA,CAF_PAS,2008,1435606
HRV,CAF_PAS,2008,57644
HUN,CAF_PAS,2008,104511
IRL,CAF_PAS,2008,257876
ISL,CAF_PAS,2008,17626
ITA,CAF_PAS,2008,1074529
LTU,CAF_PAS,2008,39665
LUX,CAF_PAS,2008,39257
LVA,CAF_PAS,2008,53839
MNE,CAF_PAS,2008,
MKD,CAF_PAS,2008,
MLT,CAF_PAS,2008,27068
NLD,CAF_PAS,2008,458194
NOR,CAF_PAS,2008,435608
POL,CAF_PAS,2008,236925
PRT,CAF_PAS,2008,247483
ROU,CAF_PAS,2008,113203
RS,CAF_PAS,2008,
SWE,CAF_PAS,2008,333871
SVN,CAF_PAS,2008,32522
SVK,CAF_PAS,2008,31033
TUR,CAF_PAS,2008,
GBR,CAF_PAS,2008,1909875
AUT,CAF_PAS_ARR,2008,167558
BEL,CAF_PAS_ARR,2008,137561
BGR,CAF_PAS_ARR,2008,32847
CHE,CAF_PAS_ARR,2008,205402
CYP,CAF_PAS_ARR,2008,35343
CZE,CAF_PAS_ARR,2008,90424
DEU,CAF_PAS_ARR,2008,1031349
DNK,CAF_PAS_ARR,2008,171616
EST,CAF_PAS_ARR,2008,15863
GRC,CAF_PAS_ARR,2008,207909
ESP,CAF_PAS_ARR,2008,950232
FIN,CAF_PAS_ARR,2008,126186
FRA,CAF_PAS_ARR,2008,893349
HRV,CAF_PAS_ARR,2008,32266
HUN,CAF_PAS_ARR,2008,52243
IRL,CAF_PAS_ARR,2008,136452
ISL,CAF_PAS_ARR,2008,8733
ITA,CAF_PAS_ARR,2008,686626
LTU,CAF_PAS_ARR,2008,19878
LUX,CAF_PAS_ARR,2008,19634
LVA,CAF_PAS_ARR,2008,26790
MNE,CAF_PAS_ARR,2008,
MKD,CAF_PAS_ARR,2008,
MLT,CAF_PAS_ARR,2008,13547
NLD,CAF_PAS_ARR,2008,230112
NOR,CAF_PAS_ARR,2008,340653
POL,CAF_PAS_ARR,2008,128777
PRT,CAF_PAS_ARR,2008,140997
ROU,CAF_PAS_ARR,2008,59873
RS,CAF_PAS_ARR,2008,
SWE,CAF_PAS_ARR,2008,210667
SVN,CAF_PAS_ARR,2008,16292
SVK,CAF_PAS_ARR,2008,16623
TUR,CAF_PAS_ARR,2008,
GBR,CAF_PAS_ARR,2008,1116590
AUT,CAF_PAS_DEP,2008,167828
BEL,CAF_PAS_DEP,2008,137376
BGR,CAF_PAS_DEP,2008,33006
CHE,CAF_PAS_DEP,2008,205206
CYP,CAF_PAS_DEP,2008,35224
CZE,CAF_PAS_DEP,2008,90165
DEU,CAF_PAS_DEP,2008,1030276
DNK,CAF_PAS_DEP,2008,171684
EST,CAF_PAS_DEP,2008,15856
GRC,CAF_PAS_DEP,2008,210177
ESP,CAF_PAS_DEP,2008,950978
FIN,CAF_PAS_DEP,2008,126789
FRA,CAF_PAS_DEP,2008,899834
HRV,CAF_PAS_DEP,2008,32176
HUN,CAF_PAS_DEP,2008,52268
IRL,CAF_PAS_DEP,2008,135618
ISL,CAF_PAS_DEP,2008,8893
ITA,CAF_PAS_DEP,2008,685121
LTU,CAF_PAS_DEP,2008,19875
LUX,CAF_PAS_DEP,2008,19682
LVA,CAF_PAS_DEP,2008,27049
MNE,CAF_PAS_DEP,2008,
MKD,CAF_PAS_DEP,2008,
MLT,CAF_PAS_DEP,2008,13521
NLD,CAF_PAS_DEP,2008,230393
NOR,CAF_PAS_DEP,2008,340194
POL,CAF_PAS_DEP,2008,128679
PRT,CAF_PAS_DEP,2008,139909
ROU,CAF_PAS_DEP,2008,60070
RS,CAF_PAS_DEP,2008,
SWE,CAF_PAS_DEP,2008,211282
SVN,CAF_PAS_DEP,2008,16231
SVK,CAF_PAS_DEP,2008,16662
TUR,CAF_PAS_DEP,2008,
GBR,CAF_PAS_DEP,2008,1115956
AUT,CAF_PAS,2007,300973
BEL,CAF_PAS,2007,263932
BGR,CAF_PAS,2007,59478
CHE,CAF_PAS,2007,389623
CYP,CAF_PAS,2007,67308
CZE,CAF_PAS,2007,173739
DEU,CAF_PAS,2007,1730992
DNK,CAF_PAS,2007,292200
EST,CAF_PAS,2007,28971
GRC,CAF_PAS,2007,335339
ESP,CAF_PAS,2007,1440240
FIN,CAF_PAS,2007,186801
FRA,CAF_PAS,2007,1428532
HRV,CAF_PAS,2007,
HUN,CAF_PAS,2007,109417
IRL,CAF_PAS,2007,252431
ISL,CAF_PAS,2007,19344
ITA,CAF_PAS,2007,1138690
LTU,CAF_PAS,2007,34439
LUX,CAF_PAS,2007,38389
LVA,CAF_PAS,2007,43605
MNE,CAF_PAS,2007,
MKD,CAF_PAS,2007,
MLT,CAF_PAS,2007,27352
NLD,CAF_PAS,2007,463799
NOR,CAF_PAS,2007,418836
POL,CAF_PAS,2007,229548
PRT,CAF_PAS,2007,249618
ROU,CAF_PAS,2007,102345
RS,CAF_PAS,2007,
SWE,CAF_PAS,2007,320450
SVN,CAF_PAS,2007,29181
SVK,CAF_PAS,2007,26893
TUR,CAF_PAS,2007,
GBR,CAF_PAS,2007,1947079
AUT,CAF_PAS_ARR,2007,160136
BEL,CAF_PAS_ARR,2007,132623
BGR,CAF_PAS_ARR,2007,31123
CHE,CAF_PAS_ARR,2007,200623
CYP,CAF_PAS_ARR,2007,34697
CZE,CAF_PAS_ARR,2007,86975
DEU,CAF_PAS_ARR,2007,1032181
DNK,CAF_PAS_ARR,2007,164338
EST,CAF_PAS_ARR,2007,14482
GRC,CAF_PAS_ARR,2007,217095
ESP,CAF_PAS_ARR,2007,970203
FIN,CAF_PAS_ARR,2007,122917
FRA,CAF_PAS_ARR,2007,889997
HRV,CAF_PAS_ARR,2007,
HUN,CAF_PAS_ARR,2007,54692
IRL,CAF_PAS_ARR,2007,133103
ISL,CAF_PAS_ARR,2007,9493
ITA,CAF_PAS_ARR,2007,730023
LTU,CAF_PAS_ARR,2007,17250
LUX,CAF_PAS_ARR,2007,19177
LVA,CAF_PAS_ARR,2007,21744
MNE,CAF_PAS_ARR,2007,
MKD,CAF_PAS_ARR,2007,
MLT,CAF_PAS_ARR,2007,13677
NLD,CAF_PAS_ARR,2007,233187
NOR,CAF_PAS_ARR,2007,330887
POL,CAF_PAS_ARR,2007,125508
PRT,CAF_PAS_ARR,2007,141434
ROU,CAF_PAS_ARR,2007,54282
RS,CAF_PAS_ARR,2007,
SWE,CAF_PAS_ARR,2007,204349
SVN,CAF_PAS_ARR,2007,14579
SVK,CAF_PAS_ARR,2007,14331
TUR,CAF_PAS_ARR,2007,
GBR,CAF_PAS_ARR,2007,1142287
AUT,CAF_PAS_DEP,2007,160414
BEL,CAF_PAS_DEP,2007,132642
BGR,CAF_PAS_DEP,2007,31177
CHE,CAF_PAS_DEP,2007,200322
CYP,CAF_PAS_DEP,2007,34603
CZE,CAF_PAS_DEP,2007,86764
DEU,CAF_PAS_DEP,2007,1031192
DNK,CAF_PAS_DEP,2007,164628
EST,CAF_PAS_DEP,2007,14489
GRC,CAF_PAS_DEP,2007,219520
ESP,CAF_PAS_DEP,2007,971716
FIN,CAF_PAS_DEP,2007,123432
FRA,CAF_PAS_DEP,2007,895553
HRV,CAF_PAS_DEP,2007,
HUN,CAF_PAS_DEP,2007,54725
IRL,CAF_PAS_DEP,2007,133638
ISL,CAF_PAS_DEP,2007,9851
ITA,CAF_PAS_DEP,2007,732651
LTU,CAF_PAS_DEP,2007,17239
LUX,CAF_PAS_DEP,2007,19212
LVA,CAF_PAS_DEP,2007,21864
MNE,CAF_PAS_DEP,2007,
MKD,CAF_PAS_DEP,2007,
MLT,CAF_PAS_DEP,2007,13675
NLD,CAF_PAS_DEP,2007,233246
NOR,CAF_PAS_DEP,2007,330695
POL,CAF_PAS_DEP,2007,125268
PRT,CAF_PAS_DEP,2007,139817
ROU,CAF_PAS_DEP,2007,54343
RS,CAF_PAS_DEP,2007,
SWE,CAF_PAS_DEP,2007,205033
SVN,CAF_PAS_DEP,2007,14602
SVK,CAF_PAS_DEP,2007,14332
TUR,CAF_PAS_DEP,2007,
GBR,CAF_PAS_DEP,2007,1141916
AUT,CAF_PAS,2006,280054
BEL,CAF_PAS,2006,245464
BGR,CAF_PAS,2006,
CHE,CAF_PAS,2006,374954
CYP,CAF_PAS,2006,64073
CZE,CAF_PAS,2006,164921
DEU,CAF_PAS,2006,1669783
DNK,CAF_PAS,2006,290614
EST,CAF_PAS,2006,24730
GRC,CAF_PAS,2006,317218
ESP,CAF_PAS,2006,1318612
FIN,CAF_PAS,2006,184330
FRA,CAF_PAS,2006,1384874
HRV,CAF_PAS,2006,
HUN,CAF_PAS,2006,110626
IRL,CAF_PAS,2006,236819
ISL,CAF_PAS,2006,15904
ITA,CAF_PAS,2006,1039531
LTU,CAF_PAS,2006,32011
LUX,CAF_PAS,2006,39890
LVA,CAF_PAS,2006,35532
MNE,CAF_PAS,2006,
MKD,CAF_PAS,2006,
MLT,CAF_PAS,2006,26636
NLD,CAF_PAS,2006,449566
NOR,CAF_PAS,2006,411513
POL,CAF_PAS,2006,220134
PRT,CAF_PAS,2006,230553
ROU,CAF_PAS,2006,90753
RS,CAF_PAS,2006,
SWE,CAF_PAS,2006,324747
SVN,CAF_PAS,2006,26494
SVK,CAF_PAS,2006,27507
TUR,CAF_PAS,2006,
GBR,CAF_PAS,2006,1904068
AUT,CAF_PAS_ARR,2006,149591
BEL,CAF_PAS_ARR,2006,123849
BGR,CAF_PAS_ARR,2006,
CHE,CAF_PAS_ARR,2006,193666
CYP,CAF_PAS_ARR,2006,33182
CZE,CAF_PAS_ARR,2006,82541
DEU,CAF_PAS_ARR,2006,999772
DNK,CAF_PAS_ARR,2006,163572
EST,CAF_PAS_ARR,2006,12363
GRC,CAF_PAS_ARR,2006,206886
ESP,CAF_PAS_ARR,2006,897689
FIN,CAF_PAS_ARR,2006,124179
FRA,CAF_PAS_ARR,2006,873430
HRV,CAF_PAS_ARR,2006,
HUN,CAF_PAS_ARR,2006,55275
IRL,CAF_PAS_ARR,2006,126347
ISL,CAF_PAS_ARR,2006,7947
ITA,CAF_PAS_ARR,2006,660799
LTU,CAF_PAS_ARR,2006,16100
LUX,CAF_PAS_ARR,2006,19924
LVA,CAF_PAS_ARR,2006,17743
MNE,CAF_PAS_ARR,2006,
MKD,CAF_PAS_ARR,2006,
MLT,CAF_PAS_ARR,2006,13325
NLD,CAF_PAS_ARR,2006,225990
NOR,CAF_PAS_ARR,2006,327078
POL,CAF_PAS_ARR,2006,118217
PRT,CAF_PAS_ARR,2006,132283
ROU,CAF_PAS_ARR,2006,48000
RS,CAF_PAS_ARR,2006,
SWE,CAF_PAS_ARR,2006,209738
SVN,CAF_PAS_ARR,2006,13255
SVK,CAF_PAS_ARR,2006,14457
TUR,CAF_PAS_ARR,2006,
GBR,CAF_PAS_ARR,2006,1125583
AUT,CAF_PAS_DEP,2006,149764
BEL,CAF_PAS_DEP,2006,124145
BGR,CAF_PAS_DEP,2006,
CHE,CAF_PAS_DEP,2006,193281
CYP,CAF_PAS_DEP,2006,33183
CZE,CAF_PAS_DEP,2006,82380
DEU,CAF_PAS_DEP,2006,998937
DNK,CAF_PAS_DEP,2006,163667
EST,CAF_PAS_DEP,2006,12367
GRC,CAF_PAS_DEP,2006,208698
ESP,CAF_PAS_DEP,2006,897319
FIN,CAF_PAS_DEP,2006,125096
FRA,CAF_PAS_DEP,2006,877948
HRV,CAF_PAS_DEP,2006,
HUN,CAF_PAS_DEP,2006,55351
IRL,CAF_PAS_DEP,2006,126110
ISL,CAF_PAS_DEP,2006,7957
ITA,CAF_PAS_DEP,2006,660603
LTU,CAF_PAS_DEP,2006,16106
LUX,CAF_PAS_DEP,2006,19966
LVA,CAF_PAS_DEP,2006,17790
MNE,CAF_PAS_DEP,2006,
MKD,CAF_PAS_DEP,2006,
MLT,CAF_PAS_DEP,2006,13311
NLD,CAF_PAS_DEP,2006,226018
NOR,CAF_PAS_DEP,2006,326856
POL,CAF_PAS_DEP,2006,120217
PRT,CAF_PAS_DEP,2006,131716
ROU,CAF_PAS_DEP,2006,49064
RS,CAF_PAS_DEP,2006,
SWE,CAF_PAS_DEP,2006,209924
SVN,CAF_PAS_DEP,2006,13239
SVK,CAF_PAS_DEP,2006,14455
TUR,CAF_PAS_DEP,2006,
GBR,CAF_PAS_DEP,2006,1125350
AUT,CAF_PAS,2005,280643
BEL,CAF_PAS,2005,217616
BGR,CAF_PAS,2005,
CHE,CAF_PAS,2005,382382
CYP,CAF_PAS,2005,59720
CZE,CAF_PAS,2005,156956
DEU,CAF_PAS,2005,1616746
DNK,CAF_PAS,2005,301401
EST,CAF_PAS,2005,24344
GRC,CAF_PAS,2005,298754
ESP,CAF_PAS,2005,1272290
FIN,CAF_PAS,2005,179171
FRA,CAF_PAS,2005,1336730
HRV,CAF_PAS,2005,
HUN,CAF_PAS,2005,109640
IRL,CAF_PAS,2005,224577
ISL,CAF_PAS,2005,14273
ITA,CAF_PAS,2005,985423
LTU,CAF_PAS,2005,31023
LUX,CAF_PAS,2005,39256
LVA,CAF_PAS,2005,30343
MNE,CAF_PAS,2005,
MKD,CAF_PAS,2005,
MLT,CAF_PAS,2005,28737
NLD,CAF_PAS,2005,425681
NOR,CAF_PAS,2005,382029
POL,CAF_PAS,2005,123492
PRT,CAF_PAS,2005,217501
ROU,CAF_PAS,2005,72673
RS,CAF_PAS,2005,
SWE,CAF_PAS,2005,316792
SVN,CAF_PAS,2005,25870
SVK,CAF_PAS,2005,26420
TUR,CAF_PAS,2005,
GBR,CAF_PAS,2005,1854589
AUT,CAF_PAS_ARR,2005,149554
BEL,CAF_PAS_ARR,2005,109112
BGR,CAF_PAS_ARR,2005,
CHE,CAF_PAS_ARR,2005,197911
CYP,CAF_PAS_ARR,2005,31051
CZE,CAF_PAS_ARR,2005,78541
DEU,CAF_PAS_ARR,2005,971246
DNK,CAF_PAS_ARR,2005,169252
EST,CAF_PAS_ARR,2005,12175
GRC,CAF_PAS_ARR,2005,195554
ESP,CAF_PAS_ARR,2005,861169
FIN,CAF_PAS_ARR,2005,121126
FRA,CAF_PAS_ARR,2005,846416
HRV,CAF_PAS_ARR,2005,
HUN,CAF_PAS_ARR,2005,54820
IRL,CAF_PAS_ARR,2005,119390
ISL,CAF_PAS_ARR,2005,7137
ITA,CAF_PAS_ARR,2005,626217
LTU,CAF_PAS_ARR,2005,16076
LUX,CAF_PAS_ARR,2005,19597
LVA,CAF_PAS_ARR,2005,15160
MNE,CAF_PAS_ARR,2005,
MKD,CAF_PAS_ARR,2005,
MLT,CAF_PAS_ARR,2005,14374
NLD,CAF_PAS_ARR,2005,215012
NOR,CAF_PAS_ARR,2005,308523
POL,CAF_PAS_ARR,2005,61647
PRT,CAF_PAS_ARR,2005,131566
ROU,CAF_PAS_ARR,2005,39431
RS,CAF_PAS_ARR,2005,
SWE,CAF_PAS_ARR,2005,207023
SVN,CAF_PAS_ARR,2005,13013
SVK,CAF_PAS_ARR,2005,14259
TUR,CAF_PAS_ARR,2005,
GBR,CAF_PAS_ARR,2005,1099454
AUT,CAF_PAS_DEP,2005,149765
BEL,CAF_PAS_DEP,2005,108509
BGR,CAF_PAS_DEP,2005,
CHE,CAF_PAS_DEP,2005,197703
CYP,CAF_PAS_DEP,2005,31041
CZE,CAF_PAS_DEP,2005,78415
DEU,CAF_PAS_DEP,2005,970418
DNK,CAF_PAS_DEP,2005,169418
EST,CAF_PAS_DEP,2005,12169
GRC,CAF_PAS_DEP,2005,197667
ESP,CAF_PAS_DEP,2005,862528
FIN,CAF_PAS_DEP,2005,121322
FRA,CAF_PAS_DEP,2005,846572
HRV,CAF_PAS_DEP,2005,
HUN,CAF_PAS_DEP,2005,54820
IRL,CAF_PAS_DEP,2005,120171
ISL,CAF_PAS_DEP,2005,7136
ITA,CAF_PAS_DEP,2005,627605
LTU,CAF_PAS_DEP,2005,16092
LUX,CAF_PAS_DEP,2005,19659
LVA,CAF_PAS_DEP,2005,15189
MNE,CAF_PAS_DEP,2005,
MKD,CAF_PAS_DEP,2005,
MLT,CAF_PAS_DEP,2005,14363
NLD,CAF_PAS_DEP,2005,215087
NOR,CAF_PAS_DEP,2005,308553
POL,CAF_PAS_DEP,2005,61845
PRT,CAF_PAS_DEP,2005,127715
ROU,CAF_PAS_DEP,2005,39667
RS,CAF_PAS_DEP,2005,
SWE,CAF_PAS_DEP,2005,207192
SVN,CAF_PAS_DEP,2005,12858
SVK,CAF_PAS_DEP,2005,14263
TUR,CAF_PAS_DEP,2005,
GBR,CAF_PAS_DEP,2005,1099100
AUT,CAF_PAS,2004,273657
BEL,CAF_PAS,2004,220578
BGR,CAF_PAS,2004,
CHE,CAF_PAS,2004,376381
CYP,CAF_PAS,2004,57830
CZE,CAF_PAS,2004,140328
DEU,CAF_PAS,2004,1543281
DNK,CAF_PAS,2004,306256
EST,CAF_PAS,2004,19767
GRC,CAF_PAS,2004,304203
ESP,CAF_PAS,2004,1180042
FIN,CAF_PAS,2004,180887
FRA,CAF_PAS,2004,1349193
HRV,CAF_PAS,2004,
HUN,CAF_PAS,2004,97884
IRL,CAF_PAS,2004,200021
ISL,CAF_PAS,2004,13697
ITA,CAF_PAS,2004,928758
LTU,CAF_PAS,2004,
LUX,CAF_PAS,2004,39570
LVA,CAF_PAS,2004,23340
MNE,CAF_PAS,2004,
MKD,CAF_PAS,2004,
MLT,CAF_PAS,2004,30327
NLD,CAF_PAS,2004,421827
NOR,CAF_PAS,2004,374114
POL,CAF_PAS,2004,117069
PRT,CAF_PAS,2004,201060
ROU,CAF_PAS,2004,67715
RS,CAF_PAS,2004,
SWE,CAF_PAS,2004,328227
SVN,CAF_PAS,2004,22809
SVK,CAF_PAS,2004,23424
TUR,CAF_PAS,2004,
GBR,CAF_PAS,2004,1749041
AUT,CAF_PAS_ARR,2004,146035
BEL,CAF_PAS_ARR,2004,110321
BGR,CAF_PAS_ARR,2004,
CHE,CAF_PAS_ARR,2004,194594
CYP,CAF_PAS_ARR,2004,30194
CZE,CAF_PAS_ARR,2004,70206
DEU,CAF_PAS_ARR,2004,934305
DNK,CAF_PAS_ARR,2004,172053
EST,CAF_PAS_ARR,2004,9879
GRC,CAF_PAS_ARR,2004,201740
ESP,CAF_PAS_ARR,2004,794209
FIN,CAF_PAS_ARR,2004,122003
FRA,CAF_PAS_ARR,2004,844002
HRV,CAF_PAS_ARR,2004,
HUN,CAF_PAS_ARR,2004,48888
IRL,CAF_PAS_ARR,2004,104481
ISL,CAF_PAS_ARR,2004,6848
ITA,CAF_PAS_ARR,2004,597600
LTU,CAF_PAS_ARR,2004,
LUX,CAF_PAS_ARR,2004,19754
LVA,CAF_PAS_ARR,2004,11679
MNE,CAF_PAS_ARR,2004,
MKD,CAF_PAS_ARR,2004,
MLT,CAF_PAS_ARR,2004,15162
NLD,CAF_PAS_ARR,2004,213797
NOR,CAF_PAS_ARR,2004,301628
POL,CAF_PAS_ARR,2004,58414
PRT,CAF_PAS_ARR,2004,119225
ROU,CAF_PAS_ARR,2004,39788
RS,CAF_PAS_ARR,2004,
SWE,CAF_PAS_ARR,2004,214880
SVN,CAF_PAS_ARR,2004,11410
SVK,CAF_PAS_ARR,2004,12644
TUR,CAF_PAS_ARR,2004,
GBR,CAF_PAS_ARR,2004,1032518
AUT,CAF_PAS_DEP,2004,146250
BEL,CAF_PAS_DEP,2004,110258
BGR,CAF_PAS_DEP,2004,
CHE,CAF_PAS_DEP,2004,194542
CYP,CAF_PAS_DEP,2004,30192
CZE,CAF_PAS_DEP,2004,70122
DEU,CAF_PAS_DEP,2004,933199
DNK,CAF_PAS_DEP,2004,172050
EST,CAF_PAS_DEP,2004,9888
GRC,CAF_PAS_DEP,2004,202920
ESP,CAF_PAS_DEP,2004,794465
FIN,CAF_PAS_DEP,2004,122402
FRA,CAF_PAS_DEP,2004,843135
HRV,CAF_PAS_DEP,2004,
HUN,CAF_PAS_DEP,2004,48996
IRL,CAF_PAS_DEP,2004,104319
ISL,CAF_PAS_DEP,2004,6849
ITA,CAF_PAS_DEP,2004,598104
LTU,CAF_PAS_DEP,2004,
LUX,CAF_PAS_DEP,2004,19816
LVA,CAF_PAS_DEP,2004,11661
MNE,CAF_PAS_DEP,2004,
MKD,CAF_PAS_DEP,2004,
MLT,CAF_PAS_DEP,2004,15226
NLD,CAF_PAS_DEP,2004,213714
NOR,CAF_PAS_DEP,2004,303464
POL,CAF_PAS_DEP,2004,58655
PRT,CAF_PAS_DEP,2004,118861
ROU,CAF_PAS_DEP,2004,40405
RS,CAF_PAS_DEP,2004,
SWE,CAF_PAS_DEP,2004,214984
SVN,CAF_PAS_DEP,2004,11401
SVK,CAF_PAS_DEP,2004,12645
TUR,CAF_PAS_DEP,2004,
GBR,CAF_PAS_DEP,2004,1032550
AUT,CAF_PAS,2003,244376
BEL,CAF_PAS,2003,208235
BGR,CAF_PAS,2003,
CHE,CAF_PAS,2003,386361
CYP,CAF_PAS,2003,63340
CZE,CAF_PAS,2003,110289
DEU,CAF_PAS,2003,1431561
DNK,CAF_PAS,2003,279152
EST,CAF_PAS,2003,17310
GRC,CAF_PAS,2003,278622
ESP,CAF_PAS,2003,1071801
FIN,CAF_PAS,2003,169583
FRA,CAF_PAS,2003,1329953
HRV,CAF_PAS,2003,
HUN,CAF_PAS,2003,76785
IRL,CAF_PAS,2003,199597
ISL,CAF_PAS,2003,11629
ITA,CAF_PAS,2003,911714
LTU,CAF_PAS,2003,
LUX,CAF_PAS,2003,2771
LVA,CAF_PAS,2003,19504
MNE,CAF_PAS,2003,
MKD,CAF_PAS,2003,
MLT,CAF_PAS,2003,30411
NLD,CAF_PAS,2003,409024
NOR,CAF_PAS,2003,350256
POL,CAF_PAS,2003,
PRT,CAF_PAS,2003,193392
ROU,CAF_PAS,2003,
RS,CAF_PAS,2003,
SWE,CAF_PAS,2003,312343
SVN,CAF_PAS,2003,
SVK,CAF_PAS,2003,15391
TUR,CAF_PAS,2003,
GBR,CAF_PAS,2003,1659028
AUT,CAF_PAS_ARR,2003,131680
BEL,CAF_PAS_ARR,2003,104182
BGR,CAF_PAS_ARR,2003,
CHE,CAF_PAS_ARR,2003,202550
CYP,CAF_PAS_ARR,2003,33124
CZE,CAF_PAS_ARR,2003,55151
DEU,CAF_PAS_ARR,2003,876948
DNK,CAF_PAS_ARR,2003,152610
EST,CAF_PAS_ARR,2003,8701
GRC,CAF_PAS_ARR,2003,182958
ESP,CAF_PAS_ARR,2003,723719
FIN,CAF_PAS_ARR,2003,115787
FRA,CAF_PAS_ARR,2003,864023
HRV,CAF_PAS_ARR,2003,
HUN,CAF_PAS_ARR,2003,38297
IRL,CAF_PAS_ARR,2003,104686
ISL,CAF_PAS_ARR,2003,5716
ITA,CAF_PAS_ARR,2003,592651
LTU,CAF_PAS_ARR,2003,
LUX,CAF_PAS_ARR,2003,1108
LVA,CAF_PAS_ARR,2003,9755
MNE,CAF_PAS_ARR,2003,
MKD,CAF_PAS_ARR,2003,
MLT,CAF_PAS_ARR,2003,15205
NLD,CAF_PAS_ARR,2003,207608
NOR,CAF_PAS_ARR,2003,286803
POL,CAF_PAS_ARR,2003,
PRT,CAF_PAS_ARR,2003,113348
ROU,CAF_PAS_ARR,2003,
RS,CAF_PAS_ARR,2003,
SWE,CAF_PAS_ARR,2003,203454
SVN,CAF_PAS_ARR,2003,
SVK,CAF_PAS_ARR,2003,8572
TUR,CAF_PAS_ARR,2003,
GBR,CAF_PAS_ARR,2003,975272
AUT,CAF_PAS_DEP,2003,131869
BEL,CAF_PAS_DEP,2003,104053
BGR,CAF_PAS_DEP,2003,
CHE,CAF_PAS_DEP,2003,202446
CYP,CAF_PAS_DEP,2003,33081
CZE,CAF_PAS_DEP,2003,55138
DEU,CAF_PAS_DEP,2003,875912
DNK,CAF_PAS_DEP,2003,152701
EST,CAF_PAS_DEP,2003,8701
GRC,CAF_PAS_DEP,2003,183349
ESP,CAF_PAS_DEP,2003,720955
FIN,CAF_PAS_DEP,2003,116301
FRA,CAF_PAS_DEP,2003,863706
HRV,CAF_PAS_DEP,2003,
HUN,CAF_PAS_DEP,2003,38488
IRL,CAF_PAS_DEP,2003,104651
ISL,CAF_PAS_DEP,2003,5913
ITA,CAF_PAS_DEP,2003,587998
LTU,CAF_PAS_DEP,2003,
LUX,CAF_PAS_DEP,2003,1663
LVA,CAF_PAS_DEP,2003,9749
MNE,CAF_PAS_DEP,2003,
MKD,CAF_PAS_DEP,2003,
MLT,CAF_PAS_DEP,2003,15206
NLD,CAF_PAS_DEP,2003,207669
NOR,CAF_PAS_DEP,2003,287306
POL,CAF_PAS_DEP,2003,
PRT,CAF_PAS_DEP,2003,113139
ROU,CAF_PAS_DEP,2003,
RS,CAF_PAS_DEP,2003,
SWE,CAF_PAS_DEP,2003,203741
SVN,CAF_PAS_DEP,2003,
SVK,CAF_PAS_DEP,2003,8582
TUR,CAF_PAS_DEP,2003,
GBR,CAF_PAS_DEP,2003,976700
AUT,CAF_PAS,2002,232351
BEL,CAF_PAS,2002,200756
BGR,CAF_PAS,2002,
CHE,CAF_PAS,2002,535810
CYP,CAF_PAS,2002,
CZE,CAF_PAS,2002,57075
DEU,CAF_PAS,2002,0
DNK,CAF_PAS,2002,278124
EST,CAF_PAS,2002,17672
GRC,CAF_PAS,2002,
ESP,CAF_PAS,2002,1053320
FIN,CAF_PAS,2002,159501
FRA,CAF_PAS,2002,1347076
HRV,CAF_PAS,2002,
HUN,CAF_PAS,2002,66731
IRL,CAF_PAS,2002,196660
ISL,CAF_PAS,2002,
ITA,CAF_PAS,2002,783612
LTU,CAF_PAS,2002,
LUX,CAF_PAS,2002,3212
LVA,CAF_PAS,2002,18417
MNE,CAF_PAS,2002,
MKD,CAF_PAS,2002,
MLT,CAF_PAS,2002,29910
NLD,CAF_PAS,2002,81508
NOR,CAF_PAS,2002,341835
POL,CAF_PAS,2002,
PRT,CAF_PAS,2002,189709
ROU,CAF_PAS,2002,
RS,CAF_PAS,2002,
SWE,CAF_PAS,2002,326128
SVN,CAF_PAS,2002,
SVK,CAF_PAS,2002,11045
TUR,CAF_PAS,2002,
GBR,CAF_PAS,2002,868660
AUT,CAF_PAS_ARR,2002,126098
BEL,CAF_PAS_ARR,2002,100426
BGR,CAF_PAS_ARR,2002,
CHE,CAF_PAS_ARR,2002,256471
CYP,CAF_PAS_ARR,2002,
CZE,CAF_PAS_ARR,2002,28663
DEU,CAF_PAS_ARR,2002,0
DNK,CAF_PAS_ARR,2002,148022
EST,CAF_PAS_ARR,2002,8850
GRC,CAF_PAS_ARR,2002,
ESP,CAF_PAS_ARR,2002,704701
FIN,CAF_PAS_ARR,2002,110098
FRA,CAF_PAS_ARR,2002,876207
HRV,CAF_PAS_ARR,2002,
HUN,CAF_PAS_ARR,2002,33331
IRL,CAF_PAS_ARR,2002,102818
ISL,CAF_PAS_ARR,2002,
ITA,CAF_PAS_ARR,2002,500531
LTU,CAF_PAS_ARR,2002,
LUX,CAF_PAS_ARR,2002,1501
LVA,CAF_PAS_ARR,2002,9079
MNE,CAF_PAS_ARR,2002,
MKD,CAF_PAS_ARR,2002,
MLT,CAF_PAS_ARR,2002,14987
