country,measure,year,passengers
LTU,PAS_CRD,2011,2691991
LUX,PAS_CRD,2011,1836780
LVA,PAS_CRD,2011,5098360
MNE,PAS_CRD,2011,
MKD,PAS_CRD,2011,
MLT,PAS_CRD,2011,3506814
NLD,PAS_CRD,2011,53895292
NOR,PAS_CRD,2011,32403522
POL,PAS_CRD,2011,20635672
PRT,PAS_CRD,2011,27579707
ROU,PAS_CRD,2011,9687456
RS,PAS_CRD,2011,
SWE,PAS_CRD,2011,29732247
SVN,PAS_CRD,2011,1358792
SVK,PAS_CRD,2011,1808187
GBR,PAS_CRD,2011,201536753
AUT,PAS_BRD,2010,23704167
BEL,PAS_BRD,2010,23044363
BGR,PAS_BRD,2010,6212677
CHE,PAS_BRD,2010,37739009
CYP,PAS_BRD,2010,7231046
CZE,PAS_BRD,2010,12427085
DEU,PAS_BRD,2010,168803823
DNK,PAS_BRD,2010,24460574
EST,PAS_BRD,2010,1384658
GRC,PAS_BRD,2010,32625519
ESP,PAS_BRD,2010,153915703
FIN,PAS_BRD,2010,14273836
FRA,PAS_BRD,2010,120019105
HRV,PAS_BRD,2010,4738358
HUN,PAS_BRD,2010,8174510
IRL,PAS_BRD,2010,23165414
ISL,PAS_BRD,2010,2075847
ITA,PAS_BRD,2010,110739088
LTU,PAS_BRD,2010,2330823
LUX,PAS_BRD,2010,1605982
LVA,PAS_BRD,2010,4669621
MNE,PAS_BRD,2010,
MKD,PAS_BRD,2010,
MLT,PAS_BRD,2010,3293548
NLD,PAS_BRD,2010,48905842
NOR,PAS_BRD,2010,29981720
POL,PAS_BRD,2010,18433984
PRT,PAS_BRD,2010,25442444
ROU,PAS_BRD,2010,8922848
RS,PAS_BRD,2010,
SWE,PAS_BRD,2010,26865442
SVN,PAS_BRD,2010,1382977
SVK,PAS_BRD,2010,1887650
TUR,PAS_BRD,2010,
GBR,PAS_BRD,2010,193533960
AUT,PAS_CRD,2010,23532455
BEL,PAS_CRD,2010,22697764
BGR,PAS_CRD,2010,6169323
CHE,PAS_CRD,2010,37615959
CYP,PAS_CRD,2010,6948288
CZE,PAS_CRD,2010,12242386
DEU,PAS_CRD,2010,166130833
DNK,PAS_CRD,2010,24334687
EST,PAS_CRD,2010,1381062
GRC,PAS_CRD,2010,32588072
ESP,PAS_CRD,2010,153387014
FIN,PAS_CRD,2010,14220636
FRA,PAS_CRD,2010,118697207
HRV,PAS_CRD,2010,4677414
HUN,PAS_CRD,2010,8174510
IRL,PAS_CRD,2010,23094210
ISL,PAS_CRD,2010,2036356
ITA,PAS_CRD,2010,109064953
LTU,PAS_CRD,2010,2282834
LUX,PAS_CRD,2010,1613696
LVA,PAS_CRD,2010,4655898
MNE,PAS_CRD,2010,
MKD,PAS_CRD,2010,
MLT,PAS_CRD,2010,3293548
NLD,PAS_CRD,2010,48618879
NOR,PAS_CRD,2010,29518449
POL,PAS_CRD,2010,18383115
PRT,PAS_CRD,2010,25735500
ROU,PAS_CRD,2010,8848949
RS,PAS_CRD,2010,
SWE,PAS_CRD,2010,26646764
SVN,PAS_CRD,2010,1382341
SVK,PAS_CRD,2010,1881844
GBR,PAS_CRD,2010,192887734
AUT,PAS_BRD,2009,22009610
BEL,PAS_BRD,2009,21718605
BGR,PAS_BRD,2009,5869061
CHE,PAS_BRD,2009,36117562
CYP,PAS_BRD,2009,7001040
CZE,PAS_BRD,2009,12571098
DEU,PAS_BRD,2009,160615238
DNK,PAS_BRD,2009,22399126
EST,PAS_BRD,2009,1343809
GRC,PAS_BRD,2009,33440269
ESP,PAS_BRD,2009,148988842
FIN,PAS_BRD,2009,13828492
FRA,PAS_BRD,2009,117561564
HRV,PAS_BRD,2009,4411267
HUN,PAS_BRD,2009,8081067
IRL,PAS_BRD,2009,26382189
ISL,PAS_BRD,2009,1931727
ITA,PAS_BRD,2009,103254280
LTU,PAS_BRD,2009,1872352
LUX,PAS_BRD,2009,1535398
LVA,PAS_BRD,2009,4076160
MNE,PAS_BRD,2009,
MKD,PAS_BRD,2009,
MLT,PAS_BRD,2009,2918676
NLD,PAS_BRD,2009,46725783
NOR,PAS_BRD,2009,28143690
POL,PAS_BRD,2009,17092396
PRT,PAS_BRD,2009,23844161
ROU,PAS_BRD,2009,8026709
RS,PAS_BRD,2009,
SWE,PAS_BRD,2009,25443786
SVN,PAS_BRD,2009,1429537
SVK,PAS_BRD,2009,1951968
TUR,PAS_BRD,2009,
GBR,PAS_BRD,2009,199164732
AUT,PAS_CRD,2009,21817267
BEL,PAS_CRD,2009,21316690
BGR,PAS_CRD,2009,5840825
CHE,PAS_CRD,2009,35928169
CYP,PAS_CRD,2009,6729787
CZE,PAS_CRD,2009,12367467
DEU,PAS_CRD,2009,158148829
DNK,PAS_CRD,2009,22277524
EST,PAS_CRD,2009,1341294
GRC,PAS_CRD,2009,33440269
ESP,PAS_CRD,2009,148318298
FIN,PAS_CRD,2009,13828812
FRA,PAS_CRD,2009,117636389
HRV,PAS_CRD,2009,4335208
HUN,PAS_CRD,2009,8081067
IRL,PAS_CRD,2009,26268887
ISL,PAS_CRD,2009,1837165
ITA,PAS_CRD,2009,101823772
LTU,PAS_CRD,2009,1867191
LUX,PAS_CRD,2009,1535261
LVA,PAS_CRD,2009,4062704
MNE,PAS_CRD,2009,
MKD,PAS_CRD,2009,
MLT,PAS_CRD,2009,2918676
NLD,PAS_CRD,2009,46479327
NOR,PAS_CRD,2009,27675619
POL,PAS_CRD,2009,17046899
PRT,PAS_CRD,2009,24116313
ROU,PAS_CRD,2009,7984057
RS,PAS_CRD,2009,
SWE,PAS_CRD,2009,25218784
SVN,PAS_CRD,2009,1423391
SVK,PAS_CRD,2009,1948361
GBR,PAS_CRD,2009,198533970
AUT,PAS_BRD,2008,24089381
BEL,PAS_BRD,2008,22342029
BGR,PAS_BRD,2008,6447810
CHE,PAS_BRD,2008,36808704
CYP,PAS_BRD,2008,7575187
CZE,PAS_BRD,2008,13643795
DEU,PAS_BRD,2008,167763876
DNK,PAS_BRD,2008,24483893
EST,PAS_BRD,2008,1804792
GRC,PAS_BRD,2008,35059777
ESP,PAS_BRD,2008,162236983
FIN,PAS_BRD,2008,14848534
FRA,PAS_BRD,2008,122723531
HRV,PAS_BRD,2008,4587144
HUN,PAS_BRD,2008,8429082
IRL,PAS_BRD,2008,30166241
ISL,PAS_BRD,2008,2240998
ITA,PAS_BRD,2008,106539697
LTU,PAS_BRD,2008,2562957
LUX,PAS_BRD,2008,1692621
LVA,PAS_BRD,2008,3700661
MNE,PAS_BRD,2008,
MKD,PAS_BRD,2008,
MLT,PAS_BRD,2008,3109899
NLD,PAS_BRD,2008,50670350
NOR,PAS_BRD,2008,28961923
POL,PAS_BRD,2008,18729811
PRT,PAS_BRD,2008,24773897
ROU,PAS_BRD,2008,8061181
RS,PAS_BRD,2008,
SWE,PAS_BRD,2008,28063643
SVN,PAS_BRD,2008,1676821
SVK,PAS_BRD,2008,2600088
TUR,PAS_BRD,2008,
GBR,PAS_BRD,2008,214857250
AUT,PAS_CRD,2008,23899584
BEL,PAS_CRD,2008,21983683
BGR,PAS_CRD,2008,6417992
CHE,PAS_CRD,2008,36595735
CYP,PAS_CRD,2008,7218084
CZE,PAS_CRD,2008,13429149
DEU,PAS_CRD,2008,165758846
DNK,PAS_CRD,2008,24639072
EST,PAS_CRD,2008,1804430
GRC,PAS_CRD,2008,35059804
ESP,PAS_CRD,2008,161400952
FIN,PAS_CRD,2008,14850682
FRA,PAS_CRD,2008,122960315
HRV,PAS_CRD,2008,4504677
HUN,PAS_CRD,2008,8429082
IRL,PAS_CRD,2008,30018287
ISL,PAS_CRD,2008,2240998
ITA,PAS_CRD,2008,105216903
LTU,PAS_CRD,2008,2552074
LUX,PAS_CRD,2008,1713217
LVA,PAS_CRD,2008,3687329
MNE,PAS_CRD,2008,
MKD,PAS_CRD,2008,
MLT,PAS_CRD,2008,3109899
NLD,PAS_CRD,2008,50419501
NOR,PAS_CRD,2008,27717155
POL,PAS_CRD,2008,18727365
PRT,PAS_CRD,2008,25182901
ROU,PAS_CRD,2008,8031267
RS,PAS_CRD,2008,
SWE,PAS_CRD,2008,27817350
SVN,PAS_CRD,2008,1648977
SVK,PAS_CRD,2008,2596334
GBR,PAS_CRD,2008,213890470
AUT,PAS_BRD,2007,23098068
BEL,PAS_BRD,2007,21018306
BGR,PAS_BRD,2007,6076857
CHE,PAS_BRD,2007,34773072
CYP,PAS_BRD,2007,7322689
CZE,PAS_BRD,2007,13266743
DEU,PAS_BRD,2007,165844615
DNK,PAS_BRD,2007,24191452
EST,PAS_BRD,2007,1722931
GRC,PAS_BRD,2007,35566421
ESP,PAS_BRD,2007,162984822
FIN,PAS_BRD,2007,14428108
FRA,PAS_BRD,2007,120257268
HRV,PAS_BRD,2007,
HUN,PAS_BRD,2007,8580261
IRL,PAS_BRD,2007,30083844
ISL,PAS_BRD,2007,2462118
ITA,PAS_BRD,2007,108739439
LTU,PAS_BRD,2007,2197874
LUX,PAS_BRD,2007,1634465
LVA,PAS_BRD,2007,3170062
MNE,PAS_BRD,2007,
MKD,PAS_BRD,2007,
MLT,PAS_BRD,2007,2971368
NLD,PAS_BRD,2007,50763247
NOR,PAS_BRD,2007,27897622
POL,PAS_BRD,2007,17154688
PRT,PAS_BRD,2007,24108463
ROU,PAS_BRD,2007,6988377
RS,PAS_BRD,2007,
SWE,PAS_BRD,2007,27264659
SVN,PAS_BRD,2007,1526966
SVK,PAS_BRD,2007,2264629
TUR,PAS_BRD,2007,
GBR,PAS_BRD,2007,218612310
AUT,PAS_CRD,2007,22926104
BEL,PAS_CRD,2007,20805455
BGR,PAS_CRD,2007,6072357
CHE,PAS_CRD,2007,34537698
CYP,PAS_CRD,2007,7004315
CZE,PAS_CRD,2007,13098141
DEU,PAS_CRD,2007,163784893
DNK,PAS_CRD,2007,24043172
EST,PAS_CRD,2007,1722505
GRC,PAS_CRD,2007,35567225
ESP,PAS_CRD,2007,163523010
FIN,PAS_CRD,2007,14464575
FRA,PAS_CRD,2007,120037222
HRV,PAS_CRD,2007,
HUN,PAS_CRD,2007,8580261
IRL,PAS_CRD,2007,29840020
ISL,PAS_CRD,2007,2462113
ITA,PAS_CRD,2007,106294258
LTU,PAS_CRD,2007,2195959
LUX,PAS_CRD,2007,1634465
LVA,PAS_CRD,2007,3155771
MNE,PAS_CRD,2007,
MKD,PAS_CRD,2007,
MLT,PAS_CRD,2007,2971368
NLD,PAS_CRD,2007,50502715
NOR,PAS_CRD,2007,26385631
POL,PAS_CRD,2007,17120078
PRT,PAS_CRD,2007,24326238
ROU,PAS_CRD,2007,6908599
RS,PAS_CRD,2007,
SWE,PAS_CRD,2007,26967253
SVN,PAS_CRD,2007,1504446
SVK,PAS_CRD,2007,2232411
GBR,PAS_CRD,2007,217291360
AUT,PAS_BRD,2006,21006752
BEL,PAS_BRD,2006,19292959
BGR,PAS_BRD,2006,
CHE,PAS_BRD,2006,32202802
CYP,PAS_BRD,2006,7034865
CZE,PAS_BRD,2006,12329375
DEU,PAS_BRD,2006,156254424
DNK,PAS_BRD,2006,23183947
EST,PAS_BRD,2006,1533706
GRC,PAS_BRD,2006,33580420
ESP,PAS_BRD,2006,147962322
FIN,PAS_BRD,2006,13330115
FRA,PAS_BRD,2006,113182776
HRV,PAS_BRD,2006,
HUN,PAS_BRD,2006,8245920
IRL,PAS_BRD,2006,28052624
ISL,PAS_BRD,2006,2277897
ITA,PAS_BRD,2006,97919578
LTU,PAS_BRD,2006,1804763
LUX,PAS_BRD,2006,1597404
LVA,PAS_BRD,2006,2502291
MNE,PAS_BRD,2006,
MKD,PAS_BRD,2006,
MLT,PAS_BRD,2006,2699870
NLD,PAS_BRD,2006,48898834
NOR,PAS_BRD,2006,25872295
POL,PAS_BRD,2006,13546393
PRT,PAS_BRD,2006,21495387
ROU,PAS_BRD,2006,4936147
RS,PAS_BRD,2006,
SWE,PAS_BRD,2006,26215097
SVN,PAS_BRD,2006,1329968
SVK,PAS_BRD,2006,2153021
TUR,PAS_BRD,2006,
GBR,PAS_BRD,2006,212575264
AUT,PAS_CRD,2006,20824533
BEL,PAS_CRD,2006,19154673
BGR,PAS_CRD,2006,
CHE,PAS_CRD,2006,31829653
CYP,PAS_CRD,2006,6714102
CZE,PAS_CRD,2006,12171235
DEU,PAS_CRD,2006,154090077
DNK,PAS_CRD,2006,22967560
EST,PAS_CRD,2006,1533132
GRC,PAS_CRD,2006,33580794
ESP,PAS_CRD,2006,150599291
FIN,PAS_CRD,2006,13443365
FRA,PAS_CRD,2006,113189378
HRV,PAS_CRD,2006,
HUN,PAS_CRD,2006,8245920
IRL,PAS_CRD,2006,27558133
ISL,PAS_CRD,2006,2278036
ITA,PAS_CRD,2006,95914382
LTU,PAS_CRD,2006,1799195
LUX,PAS_CRD,2006,1597404
LVA,PAS_CRD,2006,2488065
MNE,PAS_CRD,2006,
MKD,PAS_CRD,2006,
MLT,PAS_CRD,2006,2699870
NLD,PAS_CRD,2006,48584873
NOR,PAS_CRD,2006,24052506
POL,PAS_CRD,2006,13737803
PRT,PAS_CRD,2006,22028195
ROU,PAS_CRD,2006,4900134
RS,PAS_CRD,2006,
SWE,PAS_CRD,2006,25744721
SVN,PAS_CRD,2006,1327333
SVK,PAS_CRD,2006,2124447
GBR,PAS_CRD,2006,211230640
AUT,PAS_BRD,2005,19945405
BEL,PAS_BRD,2005,17916905
BGR,PAS_BRD,2005,
CHE,PAS_BRD,2005,29195461
CYP,PAS_BRD,2005,7082456
CZE,PAS_BRD,2005,11366681
DEU,PAS_BRD,2005,148128069
DNK,PAS_BRD,2005,22331856
EST,PAS_BRD,2005,1393500
GRC,PAS_BRD,2005,31572611
ESP,PAS_BRD,2005,140867110
FIN,PAS_BRD,2005,12224597
FRA,PAS_BRD,2005,107955384
HRV,PAS_BRD,2005,
HUN,PAS_BRD,2005,7918083
IRL,PAS_BRD,2005,24701838
ISL,PAS_BRD,2005,2111096
ITA,PAS_BRD,2005,89605135
LTU,PAS_BRD,2005,1450180
LUX,PAS_BRD,2005,1538152
LVA,PAS_BRD,2005,1889619
MNE,PAS_BRD,2005,
MKD,PAS_BRD,2005,
MLT,PAS_BRD,2005,2757240
NLD,PAS_BRD,2005,46690206
NOR,PAS_BRD,2005,23157807
POL,PAS_BRD,2005,7080176
PRT,PAS_BRD,2005,20184154
ROU,PAS_BRD,2005,3632873
RS,PAS_BRD,2005,
SWE,PAS_BRD,2005,22898729
SVN,PAS_BRD,2005,1219091
SVK,PAS_BRD,2005,1567104
TUR,PAS_BRD,2005,
GBR,PAS_BRD,2005,205406514
AUT,PAS_CRD,2005,19684822
BEL,PAS_CRD,2005,17813943
BGR,PAS_CRD,2005,
CHE,PAS_CRD,2005,28876325
CYP,PAS_CRD,2005,6782521
CZE,PAS_CRD,2005,11265764
DEU,PAS_CRD,2005,146102479
DNK,PAS_CRD,2005,22173770
EST,PAS_CRD,2005,1393105
GRC,PAS_CRD,2005,31572652
ESP,PAS_CRD,2005,143679871
FIN,PAS_CRD,2005,12348113
FRA,PAS_CRD,2005,107964706
HRV,PAS_CRD,2005,
HUN,PAS_CRD,2005,7918083
IRL,PAS_CRD,2005,24254298
ISL,PAS_CRD,2005,2111100
ITA,PAS_CRD,2005,87906438
LTU,PAS_CRD,2005,1434241
LUX,PAS_CRD,2005,1538152
LVA,PAS_CRD,2005,1872040
MNE,PAS_CRD,2005,
MKD,PAS_CRD,2005,
MLT,PAS_CRD,2005,2757240
NLD,PAS_CRD,2005,46433037
NOR,PAS_CRD,2005,18578950
POL,PAS_CRD,2005,7080325
PRT,PAS_CRD,2005,20274653
ROU,PAS_CRD,2005,3493783
RS,PAS_CRD,2005,
SWE,PAS_CRD,2005,20997169
SVN,PAS_CRD,2005,1217167
SVK,PAS_CRD,2005,1519452
GBR,PAS_CRD,2005,204022904
AUT,PAS_BRD,2004,18630401
BEL,PAS_BRD,2004,17570003
BGR,PAS_BRD,2004,
CHE,PAS_BRD,2004,26824950
CYP,PAS_BRD,2004,6824686
CZE,PAS_BRD,2004,10153848
DEU,PAS_BRD,2004,138114571
DNK,PAS_BRD,2004,21189193
EST,PAS_BRD,2004,990776
GRC,PAS_BRD,2004,30314482
ESP,PAS_BRD,2004,130489860
FIN,PAS_BRD,2004,11700066
FRA,PAS_BRD,2004,103039212
HRV,PAS_BRD,2004,
HUN,PAS_BRD,2004,6380372
IRL,PAS_BRD,2004,21213490
ISL,PAS_BRD,2004,1888607
ITA,PAS_BRD,2004,82117056
LTU,PAS_BRD,2004,
LUX,PAS_BRD,2004,1509069
LVA,PAS_BRD,2004,1058826
MNE,PAS_BRD,2004,
MKD,PAS_BRD,2004,
MLT,PAS_BRD,2004,2764975
NLD,PAS_BRD,2004,44870327
NOR,PAS_BRD,2004,21103388
POL,PAS_BRD,2004,6091643
PRT,PAS_BRD,2004,19043973
ROU,PAS_BRD,2004,3433289
RS,PAS_BRD,2004,
SWE,PAS_BRD,2004,21718349
SVN,PAS_BRD,2004,1050331
SVK,PAS_BRD,2004,1124304
TUR,PAS_BRD,2004,
GBR,PAS_BRD,2004,193641767
AUT,PAS_CRD,2004,18296612
BEL,PAS_CRD,2004,17468503
BGR,PAS_CRD,2004,
CHE,PAS_CRD,2004,26567888
CYP,PAS_CRD,2004,6421198
CZE,PAS_CRD,2004,9950314
DEU,PAS_CRD,2004,135909864
DNK,PAS_CRD,2004,21006048
EST,PAS_CRD,2004,990776
GRC,PAS_CRD,2004,30314835
ESP,PAS_CRD,2004,129771378
FIN,PAS_CRD,2004,11785244
FRA,PAS_CRD,2004,103042925
HRV,PAS_CRD,2004,
HUN,PAS_CRD,2004,6380372
IRL,PAS_CRD,2004,20851353
ISL,PAS_CRD,2004,1888607
ITA,PAS_CRD,2004,80805830
LTU,PAS_CRD,2004,994161
LUX,PAS_CRD,2004,1509069
LVA,PAS_CRD,2004,1056041
MNE,PAS_CRD,2004,
MKD,PAS_CRD,2004,
MLT,PAS_CRD,2004,2790121
NLD,PAS_CRD,2004,44493696
NOR,PAS_CRD,2004,19621419
POL,PAS_CRD,2004,6091886
PRT,PAS_CRD,2004,18423155
ROU,PAS_CRD,2004,3192620
RS,PAS_CRD,2004,
SWE,PAS_CRD,2004,19957013
SVN,PAS_CRD,2004,1046162
SVK,PAS_CRD,2004,1080945
GBR,PAS_CRD,2004,192282712
AUT,PAS_BRD,2003,16081777
BEL,PAS_BRD,2003,15199304
BGR,PAS_BRD,2003,
CHE,PAS_BRD,2003,25963842
CYP,PAS_BRD,2003,6792499
CZE,PAS_BRD,2003,7855437
DEU,PAS_BRD,2003,123310175
DNK,PAS_BRD,2003,19254846
EST,PAS_BRD,2003,710069
GRC,PAS_BRD,2003,28165079
ESP,PAS_BRD,2003,120052804
FIN,PAS_BRD,2003,10454744
FRA,PAS_BRD,2003,96292351
HRV,PAS_BRD,2003,
HUN,PAS_BRD,2003,5010397
IRL,PAS_BRD,2003,19857444
ISL,PAS_BRD,2003,1561579
ITA,PAS_BRD,2003,74345629
LTU,PAS_BRD,2003,
LUX,PAS_BRD,2003,1449399
LVA,PAS_BRD,2003,711848
MNE,PAS_BRD,2003,
MKD,PAS_BRD,2003,
MLT,PAS_BRD,2003,2647726
NLD,PAS_BRD,2003,41143826
NOR,PAS_BRD,2003,20039822
POL,PAS_BRD,2003,
PRT,PAS_BRD,2003,18001767
ROU,PAS_BRD,2003,
RS,PAS_BRD,2003,
SWE,PAS_BRD,2003,20440596
SVN,PAS_BRD,2003,
SVK,PAS_BRD,2003,640521
TUR,PAS_BRD,2003,
GBR,PAS_BRD,2003,179388759
AUT,PAS_CRD,2003,15798652
BEL,PAS_CRD,2003,15095879
BGR,PAS_CRD,2003,
CHE,PAS_CRD,2003,25676117
CYP,PAS_CRD,2003,6077403
CZE,PAS_CRD,2003,7761268
DEU,PAS_CRD,2003,121181405
DNK,PAS_CRD,2003,361945
EST,PAS_CRD,2003,
GRC,PAS_CRD,2003,28165427
ESP,PAS_CRD,2003,120238878
FIN,PAS_CRD,2003,10516364
FRA,PAS_CRD,2003,96295691
HRV,PAS_CRD,2003,
HUN,PAS_CRD,2003,5010397
IRL,PAS_CRD,2003,
ISL,PAS_CRD,2003,1561578
ITA,PAS_CRD,2003,73917022
LTU,PAS_CRD,2003,721789
LUX,PAS_CRD,2003,
LVA,PAS_CRD,2003,
MNE,PAS_CRD,2003,
MKD,PAS_CRD,2003,
MLT,PAS_CRD,2003,2647642
NLD,PAS_CRD,2003,41168497
NOR,PAS_CRD,2003,18825090
POL,PAS_CRD,2003,
PRT,PAS_CRD,2003,17739078
ROU,PAS_CRD,2003,2717516
RS,PAS_CRD,2003,
SWE,PAS_CRD,2003,
SVN,PAS_CRD,2003,
SVK,PAS_CRD,2003,625861
GBR,PAS_CRD,2003,177905268
AUT,PAS_BRD,2002,15195431
BEL,PAS_BRD,2002,13761944
BGR,PAS_BRD,2002,
CHE,PAS_BRD,2002,26749186
CYP,PAS_BRD,2002,
CZE,PAS_BRD,2002,6616882
DEU,PAS_BRD,2002,116780151
DNK,PAS_BRD,2002,19729648
EST,PAS_BRD,2002,602925
GRC,PAS_BRD,2002,
ESP,PAS_BRD,2002,113020570
FIN,PAS_BRD,2002,10629140
FRA,PAS_BRD,2002,96530277
HRV,PAS_BRD,2002,
HUN,PAS_BRD,2002,4468821
IRL,PAS_BRD,2002,
ISL,PAS_BRD,2002,
ITA,PAS_BRD,2002,66122822
LTU,PAS_BRD,2002,
LUX,PAS_BRD,2002,1505195
LVA,PAS_BRD,2002,633322
MNE,PAS_BRD,2002,
MKD,PAS_BRD,2002,
MLT,PAS_BRD,2002,2639805
NLD,PAS_BRD,2002,40753336
NOR,PAS_BRD,2002,18887114
POL,PAS_BRD,2002,
PRT,PAS_BRD,2002,17669325
ROU,PAS_BRD,2002,
RS,PAS_BRD,2002,
SWE,PAS_BRD,2002,22039239
SVN,PAS_BRD,2002,
SVK,PAS_BRD,2002,498682
TUR,PAS_BRD,2002,
GBR,PAS_BRD,2002,170393777
AUT,PAS_CRD,2002,14943765
BEL,PAS_CRD,2002,13558962
BGR,PAS_CRD,2002,
CHE,PAS_CRD,2002,26747287
CYP,PAS_CRD,2002,
CZE,PAS_CRD,2002,6579480
DEU,PAS_CRD,2002,114383253
DNK,PAS_CRD,2002,
EST,PAS_CRD,2002,
GRC,PAS_CRD,2002,
ESP,PAS_CRD,2002,112237754
FIN,PAS_CRD,2002,10295754
FRA,PAS_CRD,2002,96533114
HRV,PAS_CRD,2002,
HUN,PAS_CRD,2002,4468821
IRL,PAS_CRD,2002,18235186
ISL,PAS_CRD,2002,
ITA,PAS_CRD,2002,65227580
LTU,PAS_CRD,2002,
LUX,PAS_CRD,2002,
LVA,PAS_CRD,2002,
MNE,PAS_CRD,2002,
MKD,PAS_CRD,2002,
MLT,PAS_CRD,2002,2639805
NLD,PAS_CRD,2002,41875323
NOR,PAS_CRD,2002,18631949
POL,PAS_CRD,2002,
PRT,PAS_CRD,2002,17383237
ROU,PAS_CRD,2002,2414809
RS,PAS_CRD,2002,
SWE,PAS_CRD,2002,
SVN,PAS_CRD,2002,
SVK,PAS_CRD,2002,497007
GBR,PAS_CRD,2002,168756893
AUT,PAS_BRD,2001,14697777
BEL,PAS_BRD,2001,19789038
BGR,PAS_BRD,2001,
CHE,PAS_BRD,2001,31046260
CYP,PAS_BRD,2001,8529105
CZE,PAS_BRD,2001,
DEU,PAS_BRD,2001,120092632
DNK,PAS_BRD,2001,19622503
EST,PAS_BRD,2001,570865
GRC,PAS_BRD,2001,
ESP,PAS_BRD,2001,114150434
FIN,PAS_BRD,2001,10406349
FRA,PAS_BRD,2001,
HRV,PAS_BRD,2001,
HUN,PAS_BRD,2001,4581559
IRL,PAS_BRD,2001,
ISL,PAS_BRD,2001,
ITA,PAS_BRD,2001,65964757
LTU,PAS_BRD,2001,
LUX,PAS_BRD,2001,1618723
LVA,PAS_BRD,2001,623543
MNE,PAS_BRD,2001,
MKD,PAS_BRD,2001,
MLT,PAS_BRD,2001,2836131
NLD,PAS_BRD,2001,39537720
NOR,PAS_BRD,2001,19994504
POL,PAS_BRD,2001,
PRT,PAS_BRD,2001,17570238
ROU,PAS_BRD,2001,
RS,PAS_BRD,2001,
SWE,PAS_BRD,2001,24109711
SVN,PAS_BRD,2001,
SVK,PAS_BRD,2001,430299
TUR,PAS_BRD,2001,
GBR,PAS_BRD,2001,164748300
AUT,PAS_CRD,2001,
BEL,PAS_CRD,2001,
BGR,PAS_CRD,2001,
CHE,PAS_CRD,2001,
CYP,PAS_CRD,2001,6539766
CZE,PAS_CRD,2001,
DEU,PAS_CRD,2001,118186356
DNK,PAS_CRD,2001,
EST,PAS_CRD,2001,
GRC,PAS_CRD,2001,
ESP,PAS_CRD,2001,112936603
FIN,PAS_CRD,2001,
FRA,PAS_CRD,2001,94390723
HRV,PAS_CRD,2001,
HUN,PAS_CRD,2001,
IRL,PAS_CRD,2001,17316121
ISL,PAS_CRD,2001,
ITA,PAS_CRD,2001,40289030
LTU,PAS_CRD,2001,
LUX,PAS_CRD,2001,
LVA,PAS_CRD,2001,
MNE,PAS_CRD,2001,
MKD,PAS_CRD,2001,
MLT,PAS_CRD,2001,2836131
NLD,PAS_CRD,2001,40671305
NOR,PAS_CRD,2001,
POL,PAS_CRD,2001,
PRT,PAS_CRD,2001,17310534
ROU,PAS_CRD,2001,2360467
RS,PAS_CRD,2001,
SWE,PAS_CRD,2001,
SVN,PAS_CRD,2001,
SVK,PAS_CRD,2001,414356
GBR,PAS_CRD,2001,163041375
AUT,PAS_BRD,2000,14766021
BEL,PAS_BRD,2000,
BGR,PAS_BRD,2000,
CHE,PAS_BRD,2000,33037945
CYP,PAS_BRD,2000,
CZE,PAS_BRD,2000,
DEU,PAS_BRD,2000,122932014
DNK,PAS_BRD,2000,
EST,PAS_BRD,2000,
GRC,PAS_BRD,2000,
ESP,PAS_BRD,2000,
FIN,PAS_BRD,2000,10319341
FRA,PAS_BRD,2000,
HRV,PAS_BRD,2000,
HUN,PAS_BRD,2000,
IRL,PAS_BRD,2000,
ISL,PAS_BRD,2000,
ITA,PAS_BRD,2000,67298558
LTU,PAS_BRD,2000,
LUX,PAS_BRD,2000,1655551
LVA,PAS_BRD,2000,
MNE,PAS_BRD,2000,
MKD,PAS_BRD,2000,
MLT,PAS_BRD,2000,
NLD,PAS_BRD,2000,
NOR,PAS_BRD,2000,20069238
POL,PAS_BRD,2000,
PRT,PAS_BRD,2000,
ROU,PAS_BRD,2000,
RS,PAS_BRD,2000,
SWE,PAS_BRD,2000,24327846
SVN,PAS_BRD,2000,
SVK,PAS_BRD,2000,
TUR,PAS_BRD,2000,
GBR,PAS_BRD,2000,164207592
AUT,PAS_CRD,2000,
BEL,PAS_CRD,2000,21594842
BGR,PAS_CRD,2000,
CHE,PAS_CRD,2000,
CYP,PAS_CRD,2000,
CZE,PAS_CRD,2000,
DEU,PAS_CRD,2000,120691010
DNK,PAS_CRD,2000,
EST,PAS_CRD,2000,
GRC,PAS_CRD,2000,30725465
ESP,PAS_CRD,2000,109971151
FIN,PAS_CRD,2000,10721453
FRA,PAS_CRD,2000,96366913
HRV,PAS_CRD,2000,
HUN,PAS_CRD,2000,
IRL,PAS_CRD,2000,16685717
ISL,PAS_CRD,2000,
ITA,PAS_CRD,2000,
LTU,PAS_CRD,2000,
LUX,PAS_CRD,2000,
LVA,PAS_CRD,2000,
MNE,PAS_CRD,2000,
MKD,PAS_CRD,2000,
MLT,PAS_CRD,2000,
NLD,PAS_CRD,2000,40626191
NOR,PAS_CRD,2000,
POL,PAS_CRD,2000,
PRT,PAS_CRD,2000,19572269
ROU,PAS_CRD,2000,
RS,PAS_CRD,2000,
SWE,PAS_CRD,2000,
SVN,PAS_CRD,2000,
