country,coverage,year,quarter,flights
BGR,TOTAL,2014,Q4,9273
CHE,TOTAL,2014,Q4,101325
CYP,TOTAL,2014,Q4,11324
CZE,TOTAL,2014,Q4,27602
DEU,TOTAL,2014,Q4,381079
DNK,TOTAL,2014,Q4,69105
EST,TOTAL,2014,Q4,7168
GRC,TOTAL,2014,Q4,53644
ESP,TOTAL,2014,Q4,270886
FIN,TOTAL,2014,Q4,43337
FRA,TOTAL,2014,Q4,274058
HRV,TOTAL,2014,Q4,10716
HUN,TOTAL,2014,Q4,18044
IRL,TOTAL,2014,Q4,49809
ISL,TOTAL,2014,Q4,5665
ITA,TOTAL,2014,Q4,216920
LTU,TOTAL,2014,Q4,9607
LUX,TOTAL,2014,Q4,10094
LVA,TOTAL,2014,Q4,13902
MNE,TOTAL,2014,Q4,
MKD,TOTAL,2014,Q4,
MLT,TOTAL,2014,Q4,6893
NLD,TOTAL,2014,Q4,114424
NOR,TOTAL,2014,Q4,105755
POL,TOTAL,2014,Q4,59576
PRT,TOTAL,2014,Q4,61122
ROU,TOTAL,2014,Q4,27048
RS,TOTAL,2014,Q4,
SWE,TOTAL,2014,Q4,83247
SVN,TOTAL,2014,Q4,4579
SVK,TOTAL,2014,Q4,3037
TUR,TOTAL,2014,Q4,192891
GBR,TOTAL,2014,Q4,410515
AUT,INTL,2014,Q3,69375
BEL,INTL,2014,Q3,75242
BGR,INTL,2014,Q3,25791
CHE,INTL,2014,Q3,113590
CYP,INTL,2014,Q3,18829
CZE,INTL,2014,Q3,37024
DEU,INTL,2014,Q3,382837
DNK,INTL,2014,Q3,68485
EST,INTL,2014,Q3,7436
GRC,INTL,2014,Q3,114947
ESP,INTL,2014,Q3,305094
FIN,INTL,2014,Q3,35255
FRA,INTL,2014,Q3,252179
HRV,INTL,2014,Q3,24121
HUN,INTL,2014,Q3,21085
IRL,INTL,2014,Q3,59458
ISL,INTL,2014,Q3,9626
ITA,INTL,2014,Q3,223115
LTU,INTL,2014,Q3,11153
LUX,INTL,2014,Q3,11272
LVA,INTL,2014,Q3,17357
MNE,INTL,2014,Q3,
MKD,INTL,2014,Q3,
MLT,INTL,2014,Q3,10591
NLD,INTL,2014,Q3,134593
NOR,INTL,2014,Q3,60404
POL,INTL,2014,Q3,67938
PRT,INTL,2014,Q3,72045
ROU,INTL,2014,Q3,27943
RS,INTL,2014,Q3,
SWE,INTL,2014,Q3,60601
SVN,INTL,2014,Q3,6018
SVK,INTL,2014,Q3,6008
TUR,INTL,2014,Q3,181501
GBR,INTL,2014,Q3,403833
AUT,"NAT",2014,Q3,3614
BEL,"NAT",2014,Q3,3619
BGR,"NAT",2014,Q3,845
CHE,"NAT",2014,Q3,3366
CYP,"NAT",2014,Q3,8
CZE,"NAT",2014,Q3,1456
DEU,"NAT",2014,Q3,63661
DNK,"NAT",2014,Q3,10382
EST,"NAT",2014,Q3,543
GRC,"NAT",2014,Q3,29340
ESP,"NAT",2014,Q3,84231
FIN,"NAT",2014,Q3,9104
FRA,"NAT",2014,Q3,80040
HRV,"NAT",2014,Q3,2496
HUN,"NAT",2014,Q3,0
IRL,"NAT",2014,Q3,766
ISL,"NAT",2014,Q3,0
ITA,"NAT",2014,Q3,68914
LTU,"NAT",2014,Q3,1
LUX,"NAT",2014,Q3,13
LVA,"NAT",2014,Q3,0
MNE,"NAT",2014,Q3,
MKD,"NAT",2014,Q3,
MLT,"NAT",2014,Q3,62
NLD,"NAT",2014,Q3,134
NOR,"NAT",2014,Q3,56612
POL,"NAT",2014,Q3,8267
PRT,"NAT",2014,Q3,11045
ROU,"NAT",2014,Q3,3034
RS,"NAT",2014,Q3,
SWE,"NAT",2014,Q3,24942
SVN,"NAT",2014,Q3,0
SVK,"NAT",2014,Q3,210
TUR,"NAT",2014,Q3,84074
GBR,"NAT",2014,Q3,99590
AUT,TOTAL,2014,Q3,72989
BEL,TOTAL,2014,Q3,78861
BGR,TOTAL,2014,Q3,26636
CHE,TOTAL,2014,Q3,116956
CYP,TOTAL,2014,Q3,18837
CZE,TOTAL,2014,Q3,38480
DEU,TOTAL,2014,Q3,446498
DNK,TOTAL,2014,Q3,78867
EST,TOTAL,2014,Q3,7979
GRC,TOTAL,2014,Q3,144287
ESP,TOTAL,2014,Q3,389325
FIN,TOTAL,2014,Q3,44359
FRA,TOTAL,2014,Q3,332219
HRV,TOTAL,2014,Q3,26617
HUN,TOTAL,2014,Q3,21085
IRL,TOTAL,2014,Q3,60224
ISL,TOTAL,2014,Q3,9626
ITA,TOTAL,2014,Q3,292029
LTU,TOTAL,2014,Q3,11154
LUX,TOTAL,2014,Q3,11285
LVA,TOTAL,2014,Q3,17357
MNE,TOTAL,2014,Q3,
MKD,TOTAL,2014,Q3,
MLT,TOTAL,2014,Q3,10653
NLD,TOTAL,2014,Q3,134727
NOR,TOTAL,2014,Q3,117016
POL,TOTAL,2014,Q3,76205
PRT,TOTAL,2014,Q3,83090
ROU,TOTAL,2014,Q3,30977
RS,TOTAL,2014,Q3,
SWE,TOTAL,2014,Q3,85543
SVN,TOTAL,2014,Q3,6018
SVK,TOTAL,2014,Q3,6218
TUR,TOTAL,2014,Q3,265575
GBR,TOTAL,2014,Q3,503423
AUT,INTL,2014,Q2,66010
BEL,INTL,2014,Q2,70796
BGR,INTL,2014,Q2,15509
CHE,INTL,2014,Q2,106253
CYP,INTL,2014,Q2,15163
CZE,INTL,2014,Q2,33483
DEU,INTL,2014,Q2,355480
DNK,INTL,2014,Q2,67340
EST,INTL,2014,Q2,7107
GRC,INTL,2014,Q2,68360
ESP,INTL,2014,Q2,260748
FIN,INTL,2014,Q2,35231
FRA,INTL,2014,Q2,235541
HRV,INTL,2014,Q2,15959
HUN,INTL,2014,Q2,19855
IRL,INTL,2014,Q2,56187
ISL,INTL,2014,Q2,7202
ITA,INTL,2014,Q2,195493
LTU,INTL,2014,Q2,10707
LUX,INTL,2014,Q2,11299
LVA,INTL,2014,Q2,16321
MNE,INTL,2014,Q2,
MKD,INTL,2014,Q2,
MLT,INTL,2014,Q2,9310
NLD,INTL,2014,Q2,126759
NOR,INTL,2014,Q2,57185
POL,INTL,2014,Q2,59620
PRT,INTL,2014,Q2,62280
ROU,INTL,2014,Q2,24858
RS,INTL,2014,Q2,
SWE,INTL,2014,Q2,59654
SVN,INTL,2014,Q2,5437
SVK,INTL,2014,Q2,3686
TUR,INTL,2014,Q2,147445
GBR,INTL,2014,Q2,371399
AUT,"NAT",2014,Q2,3546
BEL,"NAT",2014,Q2,4229
BGR,"NAT",2014,Q2,748
CHE,"NAT",2014,Q2,3013
CYP,"NAT",2014,Q2,3
CZE,"NAT",2014,Q2,1292
DEU,"NAT",2014,Q2,62972
DNK,"NAT",2014,Q2,10393
EST,"NAT",2014,Q2,473
GRC,"NAT",2014,Q2,23640
ESP,"NAT",2014,Q2,77546
FIN,"NAT",2014,Q2,10906
FRA,"NAT",2014,Q2,82288
HRV,"NAT",2014,Q2,2396
HUN,"NAT",2014,Q2,0
IRL,"NAT",2014,Q2,746
ISL,"NAT",2014,Q2,0
ITA,"NAT",2014,Q2,61339
LTU,"NAT",2014,Q2,4
LUX,"NAT",2014,Q2,13
LVA,"NAT",2014,Q2,2
MNE,"NAT",2014,Q2,
MKD,"NAT",2014,Q2,
MLT,"NAT",2014,Q2,133
NLD,"NAT",2014,Q2,153
NOR,"NAT",2014,Q2,59328
POL,"NAT",2014,Q2,7525
PRT,"NAT",2014,Q2,9800
ROU,"NAT",2014,Q2,3099
RS,"NAT",2014,Q2,
SWE,"NAT",2014,Q2,28931
SVN,"NAT",2014,Q2,0
SVK,"NAT",2014,Q2,273
TUR,"NAT",2014,Q2,78494
GBR,"NAT",2014,Q2,96155
AUT,TOTAL,2014,Q2,69556
BEL,TOTAL,2014,Q2,75025
BGR,TOTAL,2014,Q2,16257
CHE,TOTAL,2014,Q2,109266
CYP,TOTAL,2014,Q2,15166
CZE,TOTAL,2014,Q2,34775
DEU,TOTAL,2014,Q2,418452
DNK,TOTAL,2014,Q2,77733
EST,TOTAL,2014,Q2,7580
GRC,TOTAL,2014,Q2,92000
ESP,TOTAL,2014,Q2,338294
FIN,TOTAL,2014,Q2,46137
FRA,TOTAL,2014,Q2,317829
HRV,TOTAL,2014,Q2,18355
HUN,TOTAL,2014,Q2,19855
IRL,TOTAL,2014,Q2,56933
ISL,TOTAL,2014,Q2,7202
ITA,TOTAL,2014,Q2,256832
LTU,TOTAL,2014,Q2,10711
LUX,TOTAL,2014,Q2,11312
LVA,TOTAL,2014,Q2,16323
MNE,TOTAL,2014,Q2,
MKD,TOTAL,2014,Q2,
MLT,TOTAL,2014,Q2,9443
NLD,TOTAL,2014,Q2,126912
NOR,TOTAL,2014,Q2,116513
POL,TOTAL,2014,Q2,67145
PRT,TOTAL,2014,Q2,72080
ROU,TOTAL,2014,Q2,27957
RS,TOTAL,2014,Q2,
SWE,TOTAL,2014,Q2,88585
SVN,TOTAL,2014,Q2,5437
SVK,TOTAL,2014,Q2,3959
TUR,TOTAL,2014,Q2,225939
GBR,TOTAL,2014,Q2,467554
AUT,INTL,2014,Q1,58980
BEL,INTL,2014,Q1,54771
BGR,INTL,2014,Q1,8086
CHE,INTL,2014,Q1,95661
CYP,INTL,2014,Q1,7092
CZE,INTL,2014,Q1,24724
DEU,INTL,2014,Q1,281099
DNK,INTL,2014,Q1,56467
EST,INTL,2014,Q1,5805
GRC,INTL,2014,Q1,16892
ESP,INTL,2014,Q1,167969
FIN,INTL,2014,Q1,31256
FRA,INTL,2014,Q1,184021
HRV,INTL,2014,Q1,6104
HUN,INTL,2014,Q1,15848
IRL,INTL,2014,Q1,42029
ISL,INTL,2014,Q1,4396
ITA,INTL,2014,Q1,142059
LTU,INTL,2014,Q1,8029
LUX,INTL,2014,Q1,9399
LVA,INTL,2014,Q1,13310
MNE,INTL,2014,Q1,
MKD,INTL,2014,Q1,
MLT,INTL,2014,Q1,5519
NLD,INTL,2014,Q1,102692
NOR,INTL,2014,Q1,46870
POL,INTL,2014,Q1,45684
PRT,INTL,2014,Q1,43286
ROU,INTL,2014,Q1,20107
RS,INTL,2014,Q1,
SWE,INTL,2014,Q1,49959
SVN,INTL,2014,Q1,4439
SVK,INTL,2014,Q1,2507
TUR,INTL,2014,Q1,90535
GBR,INTL,2014,Q1,283583
AUT,"NAT",2014,Q1,3368
BEL,"NAT",2014,Q1,3212
BGR,"NAT",2014,Q1,461
CHE,"NAT",2014,Q1,2652
CYP,"NAT",2014,Q1,2
CZE,"NAT",2014,Q1,812
DEU,"NAT",2014,Q1,64446
DNK,"NAT",2014,Q1,9499
EST,"NAT",2014,Q1,402
GRC,"NAT",2014,Q1,14937
ESP,"NAT",2014,Q1,64268
FIN,"NAT",2014,Q1,11788
FRA,"NAT",2014,Q1,74495
HRV,"NAT",2014,Q1,1519
HUN,"NAT",2014,Q1,0
IRL,"NAT",2014,Q1,705
ISL,"NAT",2014,Q1,0
ITA,"NAT",2014,Q1,52394
LTU,"NAT",2014,Q1,11
LUX,"NAT",2014,Q1,15
LVA,"NAT",2014,Q1,1
MNE,"NAT",2014,Q1,
MKD,"NAT",2014,Q1,
MLT,"NAT",2014,Q1,64
NLD,"NAT",2014,Q1,117
NOR,"NAT",2014,Q1,57392
POL,"NAT",2014,Q1,6809
PRT,"NAT",2014,Q1,7063
ROU,"NAT",2014,Q1,2744
RS,"NAT",2014,Q1,
SWE,"NAT",2014,Q1,28141
SVN,"NAT",2014,Q1,0
SVK,"NAT",2014,Q1,255
TUR,"NAT",2014,Q1,68253
GBR,"NAT",2014,Q1,86676
AUT,TOTAL,2014,Q1,62348
BEL,TOTAL,2014,Q1,57983
BGR,TOTAL,2014,Q1,8547
CHE,TOTAL,2014,Q1,98313
CYP,TOTAL,2014,Q1,7094
CZE,TOTAL,2014,Q1,25536
DEU,TOTAL,2014,Q1,345545
DNK,TOTAL,2014,Q1,65966
EST,TOTAL,2014,Q1,6207
GRC,TOTAL,2014,Q1,31829
ESP,TOTAL,2014,Q1,232237
FIN,TOTAL,2014,Q1,43044
FRA,TOTAL,2014,Q1,258516
HRV,TOTAL,2014,Q1,7623
HUN,TOTAL,2014,Q1,15848
IRL,TOTAL,2014,Q1,42734
ISL,TOTAL,2014,Q1,4396
ITA,TOTAL,2014,Q1,194453
LTU,TOTAL,2014,Q1,8040
LUX,TOTAL,2014,Q1,9414
LVA,TOTAL,2014,Q1,13311
MNE,TOTAL,2014,Q1,
MKD,TOTAL,2014,Q1,
MLT,TOTAL,2014,Q1,5583
NLD,TOTAL,2014,Q1,102809
NOR,TOTAL,2014,Q1,104262
POL,TOTAL,2014,Q1,52493
PRT,TOTAL,2014,Q1,50349
ROU,TOTAL,2014,Q1,22851
RS,TOTAL,2014,Q1,
SWE,TOTAL,2014,Q1,78100
SVN,TOTAL,2014,Q1,4439
SVK,TOTAL,2014,Q1,2762
TUR,TOTAL,2014,Q1,158788
GBR,TOTAL,2014,Q1,370259
AUT,INTL,2013,Q4,58980
BEL,INTL,2013,Q4,58092
BGR,INTL,2013,Q4,8442
CHE,INTL,2013,Q4,96164
CYP,INTL,2013,Q4,10551
CZE,INTL,2013,Q4,27965
DEU,INTL,2013,Q4,316088
DNK,INTL,2013,Q4,60229
EST,INTL,2013,Q4,6231
GRC,INTL,2013,Q4,29028
ESP,INTL,2013,Q4,197731
FIN,INTL,2013,Q4,32671
FRA,INTL,2013,Q4,195783
HRV,INTL,2013,Q4,8341
HUN,INTL,2013,Q4,17163
IRL,INTL,2013,Q4,45298
ISL,INTL,2013,Q4,4809
ITA,INTL,2013,Q4,158982
LTU,INTL,2013,Q4,8997
LUX,INTL,2013,Q4,9814
LVA,INTL,2013,Q4,14582
MNE,INTL,2013,Q4,
MKD,INTL,2013,Q4,
MLT,INTL,2013,Q4,6852
NLD,INTL,2013,Q4,110658
NOR,INTL,2013,Q4,50460
POL,INTL,2013,Q4,46346
PRT,INTL,2013,Q4,49105
ROU,INTL,2013,Q4,21872
RS,INTL,2013,Q4,
SWE,INTL,2013,Q4,53577
SVN,INTL,2013,Q4,4648
SVK,INTL,2013,Q4,2753
TUR,INTL,2013,Q4,110119
GBR,INTL,2013,Q4,309016
AUT,"NAT",2013,Q4,3612
BEL,"NAT",2013,Q4,2745
BGR,"NAT",2013,Q4,539
CHE,"NAT",2013,Q4,2664
CYP,"NAT",2013,Q4,7
CZE,"NAT",2013,Q4,866
DEU,"NAT",2013,Q4,73654
DNK,"NAT",2013,Q4,9784
EST,"NAT",2013,Q4,524
GRC,"NAT",2013,Q4,17477
ESP,"NAT",2013,Q4,68591
FIN,"NAT",2013,Q4,10735
FRA,"NAT",2013,Q4,79598
HRV,"NAT",2013,Q4,1565
HUN,"NAT",2013,Q4,0
IRL,"NAT",2013,Q4,727
ISL,"NAT",2013,Q4,0
ITA,"NAT",2013,Q4,58564
LTU,"NAT",2013,Q4,7
LUX,"NAT",2013,Q4,15
LVA,"NAT",2013,Q4,1
MNE,"NAT",2013,Q4,
MKD,"NAT",2013,Q4,
MLT,"NAT",2013,Q4,47
NLD,"NAT",2013,Q4,165
NOR,"NAT",2013,Q4,58223
POL,"NAT",2013,Q4,7137
PRT,"NAT",2013,Q4,7980
ROU,"NAT",2013,Q4,2991
RS,"NAT",2013,Q4,
SWE,"NAT",2013,Q4,30412
SVN,"NAT",2013,Q4,0
SVK,"NAT",2013,Q4,170
TUR,"NAT",2013,Q4,70218
GBR,"NAT",2013,Q4,93620
AUT,TOTAL,2013,Q4,62592
BEL,TOTAL,2013,Q4,60837
BGR,TOTAL,2013,Q4,8981
CHE,TOTAL,2013,Q4,98828
CYP,TOTAL,2013,Q4,10558
CZE,TOTAL,2013,Q4,28831
DEU,TOTAL,2013,Q4,389742
DNK,TOTAL,2013,Q4,70013
EST,TOTAL,2013,Q4,6755
GRC,TOTAL,2013,Q4,46505
ESP,TOTAL,2013,Q4,266322
FIN,TOTAL,2013,Q4,43406
FRA,TOTAL,2013,Q4,275381
HRV,TOTAL,2013,Q4,9906
HUN,TOTAL,2013,Q4,17163
IRL,TOTAL,2013,Q4,46025
ISL,TOTAL,2013,Q4,4809
ITA,TOTAL,2013,Q4,217546
LTU,TOTAL,2013,Q4,9004
LUX,TOTAL,2013,Q4,9829
LVA,TOTAL,2013,Q4,14583
MNE,TOTAL,2013,Q4,
MKD,TOTAL,2013,Q4,
MLT,TOTAL,2013,Q4,6899
NLD,TOTAL,2013,Q4,110823
NOR,TOTAL,2013,Q4,108683
POL,TOTAL,2013,Q4,53483
PRT,TOTAL,2013,Q4,57085
ROU,TOTAL,2013,Q4,24863
RS,TOTAL,2013,Q4,
SWE,TOTAL,2013,Q4,83989
SVN,TOTAL,2013,Q4,4648
SVK,TOTAL,2013,Q4,2923
TUR,TOTAL,2013,Q4,180337
GBR,TOTAL,2013,Q4,402636
AUT,INTL,2013,Q3,67867
BEL,INTL,2013,Q3,71481
BGR,INTL,2013,Q3,24195
CHE,INTL,2013,Q3,110164
CYP,INTL,2013,Q3,17499
CZE,INTL,2013,Q3,38589
DEU,INTL,2013,Q3,381327
DNK,INTL,2013,Q3,68390
EST,INTL,2013,Q3,7102
GRC,INTL,2013,Q3,99574
ESP,INTL,2013,Q3,293114
FIN,INTL,2013,Q3,35333
FRA,INTL,2013,Q3,250803
HRV,INTL,2013,Q3,22442
HUN,INTL,2013,Q3,19907
IRL,INTL,2013,Q3,56591
ISL,INTL,2013,Q3,8213
ITA,INTL,2013,Q3,217089
LTU,INTL,2013,Q3,10155
LUX,INTL,2013,Q3,11221
LVA,INTL,2013,Q3,17473
MNE,INTL,2013,Q3,
MKD,INTL,2013,Q3,
MLT,INTL,2013,Q3,10104
NLD,INTL,2013,Q3,130709
NOR,INTL,2013,Q3,61954
POL,INTL,2013,Q3,64066
PRT,INTL,2013,Q3,67157
ROU,INTL,2013,Q3,26906
RS,INTL,2013,Q3,
SWE,INTL,2013,Q3,60075
SVN,INTL,2013,Q3,6159
SVK,INTL,2013,Q3,5704
TUR,INTL,2013,Q3,167749
GBR,INTL,2013,Q3,391177
AUT,"NAT",2013,Q3,3830
BEL,"NAT",2013,Q3,4298
BGR,"NAT",2013,Q3,1003
CHE,"NAT",2013,Q3,2758
CYP,"NAT",2013,Q3,5
CZE,"NAT",2013,Q3,1220
DEU,"NAT",2013,Q3,84611
DNK,"NAT",2013,Q3,10056
EST,"NAT",2013,Q3,553
GRC,"NAT",2013,Q3,25951
ESP,"NAT",2013,Q3,78957
FIN,"NAT",2013,Q3,9428
FRA,"NAT",2013,Q3,88162
HRV,"NAT",2013,Q3,2183
HUN,"NAT",2013,Q3,1
IRL,"NAT",2013,Q3,772
ISL,"NAT",2013,Q3,0
ITA,"NAT",2013,Q3,74674
LTU,"NAT",2013,Q3,7
LUX,"NAT",2013,Q3,6
LVA,"NAT",2013,Q3,0
MNE,"NAT",2013,Q3,
MKD,"NAT",2013,Q3,
MLT,"NAT",2013,Q3,64
NLD,"NAT",2013,Q3,176
NOR,"NAT",2013,Q3,55584
POL,"NAT",2013,Q3,7915
PRT,"NAT",2013,Q3,10592
ROU,"NAT",2013,Q3,3217
RS,"NAT",2013,Q3,
SWE,"NAT",2013,Q3,25079
SVN,"NAT",2013,Q3,0
SVK,"NAT",2013,Q3,155
TUR,"NAT",2013,Q3,79737
GBR,"NAT",2013,Q3,102622
AUT,TOTAL,2013,Q3,71697
BEL,TOTAL,2013,Q3,75779
BGR,TOTAL,2013,Q3,25198
CHE,TOTAL,2013,Q3,112922
CYP,TOTAL,2013,Q3,17504
CZE,TOTAL,2013,Q3,39809
DEU,TOTAL,2013,Q3,465938
DNK,TOTAL,2013,Q3,78446
EST,TOTAL,2013,Q3,7655
GRC,TOTAL,2013,Q3,125525
ESP,TOTAL,2013,Q3,372071
FIN,TOTAL,2013,Q3,44761
FRA,TOTAL,2013,Q3,338965
HRV,TOTAL,2013,Q3,24625
HUN,TOTAL,2013,Q3,19908
IRL,TOTAL,2013,Q3,57363
ISL,TOTAL,2013,Q3,8213
ITA,TOTAL,2013,Q3,291763
LTU,TOTAL,2013,Q3,10162
LUX,TOTAL,2013,Q3,11227
LVA,TOTAL,2013,Q3,17473
MNE,TOTAL,2013,Q3,
MKD,TOTAL,2013,Q3,
MLT,TOTAL,2013,Q3,10168
NLD,TOTAL,2013,Q3,130885
NOR,TOTAL,2013,Q3,117538
POL,TOTAL,2013,Q3,71981
PRT,TOTAL,2013,Q3,77749
ROU,TOTAL,2013,Q3,30123
RS,TOTAL,2013,Q3,
SWE,TOTAL,2013,Q3,85154
SVN,TOTAL,2013,Q3,6159
SVK,TOTAL,2013,Q3,5859
TUR,TOTAL,2013,Q3,247486
GBR,TOTAL,2013,Q3,493799
AUT,INTL,2013,Q2,64921
BEL,INTL,2013,Q2,67535
BGR,INTL,2013,Q2,13965
CHE,INTL,2013,Q2,105121
CYP,INTL,2013,Q2,14742
CZE,INTL,2013,Q2,33912
DEU,INTL,2013,Q2,358049
DNK,INTL,2013,Q2,67198
EST,INTL,2013,Q2,7032
GRC,INTL,2013,Q2,58980
ESP,INTL,2013,Q2,247963
FIN,INTL,2013,Q2,35142
FRA,INTL,2013,Q2,229646
HRV,INTL,2013,Q2,15190
HUN,INTL,2013,Q2,18745
IRL,INTL,2013,Q2,51950
ISL,INTL,2013,Q2,5952
ITA,INTL,2013,Q2,194536
LTU,INTL,2013,Q2,8905
LUX,INTL,2013,Q2,10649
LVA,INTL,2013,Q2,16645
MNE,INTL,2013,Q2,
MKD,INTL,2013,Q2,
MLT,INTL,2013,Q2,8668
NLD,INTL,2013,Q2,124349
NOR,INTL,2013,Q2,57569
POL,INTL,2013,Q2,57970
PRT,INTL,2013,Q2,58242
ROU,INTL,2013,Q2,24084
RS,INTL,2013,Q2,
SWE,INTL,2013,Q2,59386
SVN,INTL,2013,Q2,5574
SVK,INTL,2013,Q2,3737
TUR,INTL,2013,Q2,133281
GBR,INTL,2013,Q2,356616
AUT,"NAT",2013,Q2,3927
BEL,"NAT",2013,Q2,3820
BGR,"NAT",2013,Q2,805
CHE,"NAT",2013,Q2,2755
CYP,"NAT",2013,Q2,10
CZE,"NAT",2013,Q2,1141
DEU,"NAT",2013,Q2,88188
DNK,"NAT",2013,Q2,10643
EST,"NAT",2013,Q2,459
GRC,"NAT",2013,Q2,22379
ESP,"NAT",2013,Q2,74224
FIN,"NAT",2013,Q2,11489
FRA,"NAT",2013,Q2,86875
HRV,"NAT",2013,Q2,1949
HUN,"NAT",2013,Q2,4
IRL,"NAT",2013,Q2,759
ISL,"NAT",2013,Q2,0
ITA,"NAT",2013,Q2,66864
LTU,"NAT",2013,Q2,4
LUX,"NAT",2013,Q2,13
LVA,"NAT",2013,Q2,4
MNE,"NAT",2013,Q2,
MKD,"NAT",2013,Q2,
MLT,"NAT",2013,Q2,62
NLD,"NAT",2013,Q2,163
NOR,"NAT",2013,Q2,58534
POL,"NAT",2013,Q2,7469
PRT,"NAT",2013,Q2,9115
ROU,"NAT",2013,Q2,3461
RS,"NAT",2013,Q2,
SWE,"NAT",2013,Q2,28859
SVN,"NAT",2013,Q2,0
SVK,"NAT",2013,Q2,318
TUR,"NAT",2013,Q2,70462
GBR,"NAT",2013,Q2,101462
AUT,TOTAL,2013,Q2,68848
BEL,TOTAL,2013,Q2,71355
BGR,TOTAL,2013,Q2,14770
CHE,TOTAL,2013,Q2,107876
CYP,TOTAL,2013,Q2,14752
CZE,TOTAL,2013,Q2,35053
DEU,TOTAL,2013,Q2,446237
DNK,TOTAL,2013,Q2,77841
EST,TOTAL,2013,Q2,7491
GRC,TOTAL,2013,Q2,81359
ESP,TOTAL,2013,Q2,322187
FIN,TOTAL,2013,Q2,46631
FRA,TOTAL,2013,Q2,316521
HRV,TOTAL,2013,Q2,17139
HUN,TOTAL,2013,Q2,18749
IRL,TOTAL,2013,Q2,52709
ISL,TOTAL,2013,Q2,5952
ITA,TOTAL,2013,Q2,261400
LTU,TOTAL,2013,Q2,8909
LUX,TOTAL,2013,Q2,10662
LVA,TOTAL,2013,Q2,16649
MNE,TOTAL,2013,Q2,
MKD,TOTAL,2013,Q2,
MLT,TOTAL,2013,Q2,8730
NLD,TOTAL,2013,Q2,124512
NOR,TOTAL,2013,Q2,116103
POL,TOTAL,2013,Q2,65439
PRT,TOTAL,2013,Q2,67357
ROU,TOTAL,2013,Q2,27545
RS,TOTAL,2013,Q2,
SWE,TOTAL,2013,Q2,88245
SVN,TOTAL,2013,Q2,5574
SVK,TOTAL,2013,Q2,4055
TUR,TOTAL,2013,Q2,203743
GBR,TOTAL,2013,Q2,458078
AUT,INTL,2013,Q1,58958
BEL,INTL,2013,Q1,54529
BGR,INTL,2013,Q1,7464
CHE,INTL,2013,Q1,97066
CYP,INTL,2013,Q1,7080
CZE,INTL,2013,Q1,25053
DEU,INTL,2013,Q1,281034
DNK,INTL,2013,Q1,55778
EST,INTL,2013,Q1,6185
GRC,INTL,2013,Q1,15651
ESP,INTL,2013,Q1,160073
FIN,INTL,2013,Q1,31313
FRA,INTL,2013,Q1,185429
HRV,INTL,2013,Q1,6524
HUN,INTL,2013,Q1,15936
IRL,INTL,2013,Q1,40189
ISL,INTL,2013,Q1,3644
ITA,INTL,2013,Q1,144684
LTU,INTL,2013,Q1,7005
LUX,INTL,2013,Q1,9187
LVA,INTL,2013,Q1,13508
MNE,INTL,2013,Q1,
MKD,INTL,2013,Q1,
MLT,INTL,2013,Q1,5125
NLD,INTL,2013,Q1,99483
NOR,INTL,2013,Q1,43656
POL,INTL,2013,Q1,45335
PRT,INTL,2013,Q1,41611
ROU,INTL,2013,Q1,19620
RS,INTL,2013,Q1,
SWE,INTL,2013,Q1,47272
SVN,INTL,2013,Q1,4702
SVK,INTL,2013,Q1,2102
TUR,INTL,2013,Q1,79255
GBR,INTL,2013,Q1,274851
AUT,"NAT",2013,Q1,3565
BEL,"NAT",2013,Q1,2879
BGR,"NAT",2013,Q1,446
CHE,"NAT",2013,Q1,2642
CYP,"NAT",2013,Q1,1
CZE,"NAT",2013,Q1,708
DEU,"NAT",2013,Q1,71166
DNK,"NAT",2013,Q1,8588
EST,"NAT",2013,Q1,498
GRC,"NAT",2013,Q1,16600
ESP,"NAT",2013,Q1,67203
FIN,"NAT",2013,Q1,12488
FRA,"NAT",2013,Q1,77970
HRV,"NAT",2013,Q1,1375
HUN,"NAT",2013,Q1,0
IRL,"NAT",2013,Q1,757
ISL,"NAT",2013,Q1,0
ITA,"NAT",2013,Q1,55763
LTU,"NAT",2013,Q1,1
LUX,"NAT",2013,Q1,14
LVA,"NAT",2013,Q1,2
MNE,"NAT",2013,Q1,
MKD,"NAT",2013,Q1,
MLT,"NAT",2013,Q1,44
NLD,"NAT",2013,Q1,164
NOR,"NAT",2013,Q1,54406
POL,"NAT",2013,Q1,6895
PRT,"NAT",2013,Q1,7179
ROU,"NAT",2013,Q1,3424
RS,"NAT",2013,Q1,
SWE,"NAT",2013,Q1,27260
SVN,"NAT",2013,Q1,0
SVK,"NAT",2013,Q1,339
TUR,"NAT",2013,Q1,58754
GBR,"NAT",2013,Q1,87413
AUT,TOTAL,2013,Q1,62523
BEL,TOTAL,2013,Q1,57408
BGR,TOTAL,2013,Q1,7910
CHE,TOTAL,2013,Q1,99708
CYP,TOTAL,2013,Q1,7081
CZE,TOTAL,2013,Q1,25761
DEU,TOTAL,2013,Q1,352200
DNK,TOTAL,2013,Q1,64366
EST,TOTAL,2013,Q1,6683
GRC,TOTAL,2013,Q1,32251
ESP,TOTAL,2013,Q1,227276
FIN,TOTAL,2013,Q1,43801
FRA,TOTAL,2013,Q1,263399
HRV,TOTAL,2013,Q1,7899
HUN,TOTAL,2013,Q1,15936
IRL,TOTAL,2013,Q1,40946
ISL,TOTAL,2013,Q1,3644
